City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Dehradun,Poor,272,"PM
2.5",1/1,Uttarakhand
Ghaziabad,Poor,262,"PM
2.5",4/4,Uttar Pradesh
Noida,Poor,260,"PM
2.5",4/4,Uttar Pradesh
Talcher,Poor,257,"PM
2.5",1/1,Odisha
Bhubaneswar,Poor,256,"PM
2.5",2/2,Odisha
Cuttack,Poor,251,"PM
2.5",1/1,Odisha
Sikar,Poor,246,"PM
2.5",1/1,Rajasthan
Delhi,Poor,244,"PM
2.5",38/40,Delhi
Narnaul,Poor,243,"PM
2.5",1/1,Haryana
Dharuhera,Poor,242,"PM
2.5",1/1,Haryana
Angul,Poor,241,"PM
2.5",1/1,Odisha
Gurugram,Poor,240,"PM
2.5",4/4,Haryana
Greater Noida,Poor,236,"PM
2.5",2/2,Uttar Pradesh
Barbil,Poor,235,"PM
2.5",1/1,Odisha
Byasanagar,Poor,232,"PM
2.5",1/1,Odisha
Gwalior,Poor,220,"PM
2.5",3/4,Madhya Pradesh
Lucknow,Poor,220,"PM , PM
10 2.5",6/6,Uttar Pradesh
Singrauli,Poor,206,"PM
2.5",1/1,Madhya Pradesh
Suakati,Poor,205,"PM
2.5",1/1,Odisha
Bhiwani,Poor,204,"PM
2.5",1/1,Haryana
Bhiwadi,Poor,202,"PM , PM
10 2.5",2/2,Rajasthan
Churu,Moderate,199,"PM
2.5",1/1,Rajasthan
Tonk,Moderate,197,"PM
2.5",1/1,Rajasthan
Agra,Moderate,196,"PM , PM
10 2.5",6/6,Uttar Pradesh
Jaipur,Moderate,192,"PM
2.5",6/6,Rajasthan
Kolkata,Moderate,190,"PM
2.5",7/7,West Bengal
Kollam,Moderate,188,"PM
2.5",1/1,Kerala
Meerut,Moderate,188,"PM , PM
10 2.5",3/3,Uttar Pradesh
Rourkela,Moderate,188,"PM
2.5",2/3,Odisha
Charkhi Dadri,Moderate,188,"PM
2.5",1/1,Haryana
Barrackpore,Moderate,187,"PM
2.5",1/1,West Bengal
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Faridabad,Moderate,185,"PM
2.5",3/4,Haryana
Rajamahendravaram,Moderate,184,"PM
2.5",1/1,Andhra Pradesh
Hajipur,Moderate,182,"PM
2.5",1/1,Bihar
Ballabgarh,Moderate,181,"PM
2.5",1/1,Haryana
Dhule,Moderate,181,"PM
2.5",1/1,Maharashtra
Pune,Moderate,181,"PM
2.5",7/13,Maharashtra
Howrah,Moderate,177,"PM
2.5",5/5,West Bengal
Haldia,Moderate,174,"PM
2.5",1/1,West Bengal
Tumakuru,Moderate,171,"PM
2.5",1/1,Karnataka
