City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Severe,466,"PM
2.5",4/4,Uttar Pradesh
Bahadurgarh,Severe,464,"PM
2.5",1/1,Haryana
Delhi,Severe,461,"PM
2.5",39/40,Delhi
Ghaziabad,Severe,459,"PM , PM
2.5 10",3/4,Uttar Pradesh
Greater Noida,Severe,435,"PM
2.5",2/2,Uttar Pradesh
Baghpat,Severe,429,"PM
2.5",1/2,Uttar Pradesh
Dharuhera,Very Poor,394,"PM
2.5",1/1,Haryana
Panipat,Very Poor,382,"PM
10",1/1,Haryana
Meerut,Very Poor,372,"PM , PM
2.5 10",3/3,Uttar Pradesh
Manesar,Very Poor,356,"PM
2.5",1/1,Haryana
Muzaffarnagar,Very Poor,352,"PM
2.5",1/1,Uttar Pradesh
Bhiwadi,Very Poor,351,"PM
10",1/2,Rajasthan
Jind,Very Poor,333,"PM
2.5",1/1,Haryana
Ballabgarh,Very Poor,313,"PM
2.5",1/1,Haryana
Panchgaon,Very Poor,308,"PM
2.5",1/1,Haryana
Talcher,Poor,292,"PM
2.5",1/1,Odisha
Gurugram,Poor,291,"PM
2.5",4/4,Haryana
Fatehabad,Poor,290,"PM
2.5",1/1,Haryana
Charkhi Dadri,Poor,287,"PM
2.5",1/1,Haryana
Bhubaneswar,Poor,286,"PM , O
2.5 3",2/2,Odisha
Khurja,Poor,281,"PM
2.5",1/1,Uttar Pradesh
Gwalior,Poor,280,"PM
2.5",3/4,Madhya Pradesh
Sonipat,Poor,276,"PM
2.5",1/1,Haryana
Singrauli,Poor,272,"PM
2.5",1/1,Madhya Pradesh
Cuttack,Poor,271,"PM
2.5",1/1,Odisha
Balasore,Poor,266,"PM
2.5",1/1,Odisha
Mandikhera,Poor,264,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,263,"PM
2.5",1/1,Uttar Pradesh
Kurukshetra,Poor,258,"PM
2.5",1/1,Haryana
