City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Leh,Poor,207,"O
3",1/1,Ladakh
Bhagalpur,Moderate,190,"PM , PM
2.5 10",2/2,
Mandi gobindgarh,Moderate,157,"PM
10",1/1,
Manesar,Moderate,136,"PM
2.5",1/1,Haryana
Pali,Moderate,134,"PM
10",1/1,Rajasthan
Palwal,Moderate,134,"PM
10",1/1,
Faridabad,Moderate,133,"PM , PM
2.5 10",3/4,Haryana
Panipat,Moderate,131,"PM
2.5",1/1,
Bhiwani,Moderate,131,"PM
10",1/1,
Sikar,Moderate,130,"PM
10",1/1,Rajasthan
Tonk,Moderate,126,"PM
10",1/1,
Ambala,Moderate,125,"PM
10",1/1,Haryana
Begusarai,Moderate,123,"PM
10",1/1,Bihar
Pithampur,Moderate,122,"PM
10",1/1,Madhya Pradesh
Siliguri,Moderate,120,NO2,1/1,West Bengal
Chhapra,Moderate,114,"PM
10",1/1,Gujarat
Khairthal,Moderate,112,"PM
10",1/1,
Jorapokhar,Moderate,111,"PM
10",1/1,Jharkhand
Narnaul,Moderate,109,"PM
10",1/1,
Gurugram,Moderate,109,"PM , PM
2.5 10",3/4,
Noida,Moderate,106,"PM
10",4/4,
Vatva,Moderate,105,"PM
10",1/1,
Sasaram,Moderate,105,"PM
2.5",1/1,Bihar
Bhiwadi,Moderate,104,"PM
10",1/2,
Baddi,Moderate,103,"PM
10",1/1,
Gadag,Moderate,102,"PM
10",1/1,Karnataka
Gummidipoondi,Moderate,101,"PM
10",1/1,
Siwan,Moderate,101,"PM
10",1/1,Bihar
Barbil,Moderate,101,"PM
2.5",1/1,Odisha
Nagaur,Satisfactory,100,"PM
10",1/1,
Alwar,Satisfactory,99,"PM
10",2/2,Rajasthan
Gandhinagar,Satisfactory,99,"PM
10",3/3,Gujarat
Sri ganganagar,Satisfactory,98,"PM
10",1/1,Rajasthan
Chittorgarh,Satisfactory,97,"PM
10",1/1,
Byrnihat (Assam),Satisfactory,97,"PM
2.5",1/1,
Delhi,Satisfactory,96,"PM
10",44/46,
Jind,Satisfactory,96,"PM
2.5",1/1,Haryana
Baraut,Satisfactory,94,"PM
2.5",1/1,Uttar Pradesh
Khora,Satisfactory,94,"PM
2.5",1/1,
Pratapgarh,Satisfactory,93,"PM
10",1/1,Uttar Pradesh
Jodhpur,Satisfactory,93,"PM
10",5/5,Rajasthan
Ludhiana,Satisfactory,92,"PM
2.5",1/1,Punjab
Kannur,Satisfactory,92,"PM
2.5",1/1,
Gorakhpur,Satisfactory,92,"PM
2.5",1/1,Haryana
Bikaner,Satisfactory,92,"PM
10",1/1,
Jalandhar,Satisfactory,92,CO,1/1,Punjab
Charkhi dadri,Satisfactory,92,"PM
2.5",1/1,Haryana
Jaipur,Satisfactory,91,"PM
10",6/6,Rajasthan
Greater noida,Satisfactory,91,"PM
10",2/2,Uttar Pradesh
Udaipur,Satisfactory,90,"PM
2.5",1/1,Rajasthan
Ballabgarh,Satisfactory,88,"PM
10",1/1,
Nalbari,Satisfactory,88,"PM
2.5",1/1,Assam
Ahmedabad,Satisfactory,88,"PM
10",8/9,Gujarat
Panchgaon,Satisfactory,88,CO,1/1,
Ajmer,Satisfactory,87,"PM
10",1/1,Rajasthan
Chhal,Satisfactory,87,"PM
10",1/1,Chhattisgarh
Kaithal,Satisfactory,87,"PM
10",1/1,Haryana
Talcher,Satisfactory,86,NO2,1/1,
Sawai madhopur,Satisfactory,86,"PM
10",1/1,
