City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Mandi Gobindgarh,Very Poor,350,"PM
2.5",1/1,Punjab
Singrauli,Very Poor,309,"PM
10",1/1,Madhya Pradesh
Charkhi Dadri,Poor,262,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,252,"PM
10",1/1,Haryana
Manguraha,Poor,236,"PM
2.5",1/1,Bihar
Mysuru,Poor,232,"O
3",1/1,Karnataka
Baghpat,Poor,231,"PM
10",1/2,Uttar Pradesh
Angul,Poor,231,"O
3",1/1,Odisha
Ghaziabad,Poor,228,"PM , PM
10 2.5",6/6,Uttar Pradesh
Greater Noida,Poor,222,"PM
10",2/2,Uttar Pradesh
Barbil,Poor,222,"O
3",1/1,Odisha
Rohtak,Poor,221,"PM
2.5",1/1,Haryana
Meerut,Poor,214,"PM , PM
10 2.5",4/4,Uttar Pradesh
Manesar,Poor,206,"PM
2.5",1/1,Haryana
Gurugram,Poor,206,"PM , PM
10 2.5",4/4,Haryana
Bulandshahr,Moderate,199,"PM
10",1/1,Uttar Pradesh
Bileipada,Moderate,196,"PM
2.5",1/1,Odisha
Hapur,Moderate,193,"PM
10",1/1,Uttar Pradesh
Baddi,Moderate,182,"PM
10",1/1,Himachal Pradesh
Delhi,Moderate,181,"PM
10",46/47,Delhi
Kurukshetra,Moderate,179,"PM
10",1/1,Haryana
Noida,Moderate,178,"PM
10",4/4,Uttar Pradesh
Jind,Moderate,173,"PM
2.5",1/1,Haryana
Faridabad,Moderate,172,"PM
2.5",2/4,Haryana
Muzaffarnagar,Moderate,169,"PM
10",1/1,Uttar Pradesh
Sawai Madhopur,Moderate,168,"O
3",1/1,Rajasthan
Bhiwadi,Moderate,157,"PM
10",2/2,Rajasthan
Hajipur,Moderate,154,"O
3",1/1,Bihar
Lucknow,Moderate,154,"PM , PM
10 2.5",6/6,Uttar Pradesh
Yamuna Nagar,Moderate,152,"PM
2.5",1/1,Haryana
Bahadurgarh,Moderate,151,"PM
2.5",1/1,Haryana
Byrnihat (Meghalaya),Moderate,151,"PM
10",1/1,Meghalaya
Bikaner,Moderate,151,"PM
10",1/1,Rajasthan
Dausa,Moderate,150,"O
3",1/1,Rajasthan
Bharatpur,Moderate,150,"O
3",1/1,Rajasthan
Vatva,Moderate,149,"PM
2.5",1/1,Gujarat
Jhunjhunu,Moderate,147,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,146,"PM , O
10 3",2/2,Maharashtra
Churu,Moderate,143,"PM
10",1/1,Rajasthan
Sikar,Moderate,142,"PM
10",1/1,Rajasthan
Agra,Moderate,139,"PM
10",5/6,Uttar Pradesh
Jaipur,Moderate,138,"PM , PM
10 2.5",6/6,Rajasthan
Hanumangarh,Moderate,135,"PM
10",1/1,Rajasthan
Tonk,Moderate,134,"PM
10",1/1,Rajasthan
Khurja,Moderate,133,"PM
10",1/1,Uttar Pradesh
Gaya,Moderate,128,"PM
10",2/3,Bihar
Narnaul,Moderate,128,"PM
2.5",1/1,Haryana
Katni,Moderate,127,"PM
10",1/1,Madhya Pradesh
Nandesari,Moderate,126,"PM
2.5",1/1,Gujarat
Mehsana,Moderate,125,"PM
10",1/1,Gujarat
Sasaram,Moderate,124,"PM
10",1/1,Bihar
Gummidipoondi,Moderate,124,"PM
10",1/1,Tamil Nadu
Ahmedabad,Moderate,122,"PM
10",8/9,Gujarat
Baran,Moderate,122,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,122,"PM
10",1/1,Rajasthan
Bhavnagar,Moderate,121,"PM
10",1/1,Gujarat
Vadodara,Moderate,119,"PM
10",1/1,Gujarat
Panchgaon,Moderate,119,"PM
2.5",1/1,Haryana
Bathinda,Moderate,119,"PM
10",1/1,Punjab
Damoh,Moderate,119,"PM
10",1/1,Madhya Pradesh
Hisar,Moderate,118,"O
3",1/1,Haryana
Sri Ganganagar,Moderate,118,"O
3",1/1,Rajasthan
Malegaon,Moderate,118,"PM
2.5",1/1,Maharashtra
Visakhapatnam,Moderate,117,"PM
10",1/1,Andhra Pradesh
Varanasi,Moderate,117,"PM , PM
10 2.5",4/4,Uttar Pradesh
Bhopal,Moderate,117,"PM , O
10 3",3/3,Madhya Pradesh
Gwalior,Moderate,117,"PM , O
10 3",3/4,Madhya Pradesh
Pithampur,Moderate,116,"PM
10",1/1,Madhya Pradesh
