City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Hingoli,Very Poor,319,"O
3",1/1,Maharashtra
Byrnihat (Meghalaya),Moderate,158,"PM
2.5",1/1,
Greater noida,Moderate,142,"O
3",1/2,
Pali,Moderate,134,"PM
2.5",1/1,Rajasthan
Pithampur,Moderate,128,"PM
10",1/1,
Gummidipoondi,Moderate,126,"PM
2.5",1/1,
Bhilwara,Moderate,122,"PM
10",1/1,
Vatva,Moderate,121,"PM
10",1/1,
Gorakhpur,Moderate,120,"PM
10",1/1,Haryana
Panipat,Moderate,119,"PM
10",1/1,
Siliguri,Moderate,118,NO2,1/1,
Mandi gobindgarh,Moderate,118,"PM
10",1/1,
Palwal,Moderate,110,CO,1/1,Haryana
Tonk,Moderate,109,"PM
10",1/1,Rajasthan
Udaipur,Moderate,109,"PM
10",1/1,Rajasthan
Byrnihat (Assam),Moderate,106,"PM
2.5",1/1,
Siwan,Moderate,105,"PM
10",1/1,Bihar
Gadag,Moderate,105,"PM
10",1/1,Karnataka
Samastipur,Moderate,104,"PM
2.5",1/1,Bihar
Visakhapatnam,Moderate,103,"PM
10",1/1,Andhra Pradesh
Sonipat,Moderate,103,"PM
10",1/1,
Jaisalmer,Moderate,102,"PM
10",1/1,Rajasthan
Mandideep,Moderate,101,"PM
10",1/1,
Kota,Satisfactory,95,"PM
10",3/3,
Nagaur,Satisfactory,95,"PM
10",1/1,
Baddi,Satisfactory,94,CO,1/1,
Bikaner,Satisfactory,93,"PM
10",1/1,Rajasthan
Faridabad,Satisfactory,93,"PM , PM
2.5 10",3/4,
Gandhinagar,Satisfactory,92,"PM
10",3/3,
Rajsamand,Satisfactory,91,"PM
10",1/1,Rajasthan
Ambernath,Satisfactory,89,"PM
10",1/1,
Chittorgarh,Satisfactory,88,"PM
10",1/1,
Barmer,Satisfactory,88,"PM
10",1/1,Rajasthan
Jalore,Satisfactory,88,"PM
10",1/1,
Bhopal,Satisfactory,87,"PM
10",3/3,Madhya Pradesh
Bundi,Satisfactory,87,"PM
10",1/1,Rajasthan
Yamuna nagar,Satisfactory,87,"PM
10",1/1,Haryana
Shamli,Satisfactory,87,CO,1/1,Uttar Pradesh
Talcher,Satisfactory,87,SO2,1/1,Odisha
Baran,Satisfactory,87,"PM
10",1/1,Rajasthan
