City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ghaziabad,Severe,425,"PM , PM
10 2.5",4/4,Uttar Pradesh
Noida,Severe,412,"PM
2.5",3/4,Uttar Pradesh
Delhi,Severe,410,"PM
2.5",39/40,Delhi
Panipat,Very Poor,379,"PM
2.5",1/1,Haryana
Gurugram,Very Poor,379,"PM
2.5",3/4,Haryana
Dharuhera,Very Poor,378,"PM
2.5",1/1,Haryana
Greater Noida,Very Poor,375,"PM
2.5",2/2,Uttar Pradesh
Baghpat,Very Poor,348,"PM
2.5",1/2,Uttar Pradesh
Bhiwadi,Very Poor,344,"PM
2.5",2/2,Rajasthan
Narnaul,Very Poor,337,"PM
2.5",1/1,Haryana
Balasore,Very Poor,329,"PM
2.5",1/1,Odisha
Meerut,Very Poor,319,"PM
2.5",3/3,Uttar Pradesh
Singrauli,Very Poor,317,"PM
2.5",1/1,Madhya Pradesh
Jind,Very Poor,311,"PM
2.5",1/1,Haryana
Byasanagar,Very Poor,305,"O
3",1/1,Odisha
Cuttack,Very Poor,304,"O
3",1/1,Odisha
Bikaner,Very Poor,303,"PM
2.5",1/1,Rajasthan
Manesar,Very Poor,301,"PM
2.5",1/1,Haryana
Talcher,Poor,300,"PM
2.5",1/1,Odisha
Asansol,Poor,287,"PM
2.5",4/4,West Bengal
Hapur,Poor,281,"PM
2.5",1/1,Uttar Pradesh
Bulandshahr,Poor,280,"PM
2.5",1/1,Uttar Pradesh
Churu,Poor,277,"PM
2.5",1/1,Rajasthan
Dhanbad,Poor,271,"PM
10",1/2,Jharkhand
Baripada,Poor,264,"PM
2.5",1/1,Odisha
Tonk,Poor,263,"PM
2.5",1/1,Rajasthan
Karnal,Poor,258,"PM
2.5",1/1,Haryana
Faridabad,Poor,253,"PM
2.5",3/4,Haryana
Kurukshetra,Poor,252,"PM
2.5",1/1,Haryana
Muzaffarnagar,Poor,249,"PM
2.5",1/1,Uttar Pradesh
Sikar,Poor,248,"PM
2.5",1/1,Rajasthan
Visakhapatnam,Poor,246,"PM
2.5",1/1,Andhra Pradesh
Bhubaneswar,Poor,244,"PM
2.5",2/2,Odisha
Bihar Sharif,Poor,242,"PM
2.5",1/1,Bihar
Mandikhera,Poor,238,"PM
2.5",1/1,Haryana
Jaisalmer,Poor,233,"PM
2.5",1/1,Rajasthan
Kaithal,Poor,230,"PM
2.5",1/1,Haryana
Kolkata,Poor,228,"PM
2.5",7/7,West Bengal
Angul,Poor,219,"PM
2.5",1/1,Odisha
Hajipur,Poor,217,"PM
2.5",1/1,Bihar
Gwalior,Poor,217,"PM , O
2.5 3",3/4,Madhya Pradesh
Naharlagun,Poor,217,"PM
2.5",1/1,
Jhunjhunu,Poor,215,"PM
2.5",1/1,Rajasthan
Howrah,Poor,210,"PM , PM
10 2.5",5/5,West Bengal
Gummidipoondi,Poor,210,"PM
2.5",1/1,Tamil Nadu
Bhiwani,Poor,209,"PM
2.5",1/1,Haryana
Sirsa,Poor,208,"PM
2.5",1/1,Haryana
Samastipur,Poor,203,"PM
2.5",1/1,Bihar
Jalandhar,Moderate,199,"PM
2.5",1/1,Punjab
Durgapur,Moderate,199,"PM , PM
10 2.5",3/3,West Bengal
Guwahati,Moderate,196,"PM , PM
10 2.5",3/4,Assam
Vatva,Moderate,196,"PM
2.5",1/1,Gujarat
Buxar,Moderate,196,"PM
2.5",1/1,Bihar
Fatehabad,Moderate,195,"PM
2.5",1/1,Haryana
Rajgir,Moderate,194,"PM
2.5",1/1,Bihar
Lucknow,Moderate,193,"PM , PM
10 2.5",6/6,Uttar Pradesh
Yamuna Nagar,Moderate,192,"PM
2.5",1/1,Haryana
Nagpur,Moderate,192,"PM
2.5",4/4,Maharashtra
Jaipur,Moderate,192,"PM
2.5",6/6,Rajasthan
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Nagaur,Moderate,186,"PM
2.5",1/1,Rajasthan
Sri Ganganagar,Moderate,182,"PM
10",1/1,Rajasthan
Ambala,Moderate,182,"PM
2.5",1/1,Haryana
Saharsa,Moderate,182,"PM
2.5",1/1,Bihar
Kota,Moderate,179,"PM
2.5",3/3,Rajasthan
Rourkela,Moderate,177,"PM
2.5",2/3,Odisha
Charkhi Dadri,Moderate,172,"PM
2.5",1/1,Haryana
Dholpur,Moderate,169,"PM
2.5",1/1,Rajasthan
Patna,Moderate,168,"PM , PM
10 2.5",6/6,Bihar
Sawai Madhopur,Moderate,167,"PM
2.5",1/1,Rajasthan
Khurja,Moderate,167,"PM
2.5",1/1,Uttar Pradesh
Kanpur,Moderate,163,"PM , PM
10 2.5",3/4,Uttar Pradesh
Keonjhar,Moderate,163,"PM
10",1/1,Odisha
Haldia,Moderate,162,"PM
2.5",1/1,West Bengal
Bharatpur,Moderate,161,"O
3",1/1,Rajasthan
Dausa,Moderate,161,"PM
2.5",1/1,Rajasthan
Brajrajnagar,Moderate,161,"PM
10",1/1,Odisha
Rajamahendravaram,Moderate,160,"PM
2.5",1/1,Andhra Pradesh
Gandhinagar,Moderate,155,"PM , PM
10 2.5",3/3,Gujarat
Patiala,Moderate,153,"PM
10",1/1,Punjab
Agra,Moderate,153,"PM , PM
10 2.5",5/6,Uttar Pradesh
Bundi,Moderate,152,"PM
2.5",1/1,Rajasthan
Gaya,Moderate,152,"PM , PM
10 2.5",2/3,Bihar
Moradabad,Moderate,151,"PM
2.5",6/7,Uttar Pradesh
Prayagraj,Moderate,150,"PM
2.5",3/3,Uttar Pradesh
Bhagalpur,Moderate,146,"PM , PM
10 2.5",2/2,Bihar
Baddi,Moderate,146,"PM
10",1/1,Himachal Pradesh
Ahmedabad,Moderate,144,"PM , PM
10 2.5",7/9,Gujarat
Mandideep,Moderate,144,"NO
2",1/1,Madhya Pradesh
