City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Singrauli,Very Poor,349,"PM
10",1/1,Madhya Pradesh
Baghpat,Poor,287,"PM
2.5",1/2,Uttar Pradesh
Rohtak,Poor,285,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,272,"PM
10",4/6,Uttar Pradesh
Sri Ganganagar,Poor,264,"O
3",1/1,Rajasthan
Greater Noida,Poor,260,"PM
10",2/2,Uttar Pradesh
Kaithal,Poor,251,"PM
2.5",1/1,Haryana
Meerut,Poor,243,"PM , PM
10 2.5",4/4,Uttar Pradesh
Bulandshahr,Poor,231,"PM
10",1/1,Uttar Pradesh
Sonipat,Poor,228,"PM
2.5",1/1,Haryana
Jind,Poor,227,"PM
2.5",1/1,Haryana
Panipat,Poor,227,"PM
2.5",1/1,Haryana
Noida,Poor,226,"PM
10",4/4,Uttar Pradesh
Delhi,Poor,222,"PM
10",45/47,Delhi
Manesar,Poor,220,"PM
2.5",1/1,Haryana
Hapur,Poor,218,"PM
10",1/1,Uttar Pradesh
Bahadurgarh,Poor,217,"PM
2.5",1/1,Haryana
Baddi,Poor,210,"PM
10",1/1,Himachal Pradesh
Bhiwani,Poor,201,"PM
2.5",1/1,Haryana
Nanded,Moderate,199,"PM
10",1/1,Maharashtra
Gurugram,Moderate,195,"PM , PM
10 2.5",4/4,Haryana
Hajipur,Moderate,189,"PM
10",1/1,Bihar
Sawai Madhopur,Moderate,186,"PM
10",1/1,Rajasthan
Tonk,Moderate,180,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,178,"PM , PM
10 2.5",2/2,Rajasthan
Kurukshetra,Moderate,176,"PM
10",1/1,Haryana
Yamuna Nagar,Moderate,175,"PM
2.5",1/1,Haryana
Milupara,Moderate,173,"O
3",1/1,Chhattisgarh
Panchgaon,Moderate,172,"PM
2.5",1/1,Haryana
Parbhani,Moderate,170,"PM
10",1/1,Maharashtra
Churu,Moderate,166,"PM
10",1/1,Rajasthan
Lucknow,Moderate,166,"PM
2.5",6/6,Uttar Pradesh
