City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri Ganganagar,Poor,254,"PM
2.5",1/1,Rajasthan
Sangli,Moderate,191,"O
3",1/1,Maharashtra
Greater Noida,Moderate,175,"PM
10",2/2,Uttar Pradesh
Bulandshahr,Moderate,174,"PM
10",1/1,Uttar Pradesh
Jhansi,Moderate,146,"PM
2.5",1/1,Uttar Pradesh
Baddi,Moderate,135,"PM
10",1/1,Himachal Pradesh
Ghaziabad,Moderate,134,"PM
10",4/4,Uttar Pradesh
Meerut,Moderate,127,"PM
10",3/3,Uttar Pradesh
Dausa,Moderate,122,"PM
10",1/1,Rajasthan
Baran,Moderate,120,"PM
10",1/1,Rajasthan
Gurugram,Moderate,119,"PM
10",1/4,Haryana
Baghpat,Moderate,118,"PM
10",1/2,Uttar Pradesh
Pratapgarh,Moderate,118,"PM
10",1/1,Uttar Pradesh
Purnia,Moderate,118,CO,1/1,Bihar
Noida,Moderate,116,"PM
10",4/4,Uttar Pradesh
Samastipur,Moderate,116,"PM
2.5",1/1,Bihar
Delhi,Moderate,116,"PM
10",38/39,Delhi
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Coimbatore,Moderate,114,"PM
10",1/2,Tamil Nadu
Saharsa,Moderate,113,"PM
10",1/1,Bihar
Muzaffarnagar,Moderate,111,"PM
10",1/1,Uttar Pradesh
Moradabad,Moderate,110,"PM
10",5/7,Uttar Pradesh
Banswara,Moderate,109,"PM
10",1/1,Rajasthan
Rupnagar,Moderate,107,"PM
10",1/1,Punjab
Dhanbad,Moderate,107,"PM
10",1/2,Jharkhand
Hapur,Moderate,106,"PM
10",1/1,Uttar Pradesh
Churu,Moderate,106,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,106,"PM
10",1/1,Andhra Pradesh
Pithampur,Moderate,105,"PM
10",1/1,Madhya Pradesh
Byrnihat,Moderate,105,"PM
2.5",1/1,Meghalaya
Tonk,Moderate,105,"PM
10",1/1,Rajasthan
Patiala,Moderate,104,"PM
10",1/1,Punjab
Bhiwadi,Moderate,103,"PM
10",2/2,Rajasthan
Bareilly,Moderate,102,"SO
2",1/2,Uttar Pradesh
Hanumangarh,Moderate,101,"PM
10",1/1,Rajasthan
Rajsamand,Satisfactory,100,"O
3",1/1,Rajasthan
Gummidipoondi,Satisfactory,99,"PM
2.5",1/1,Tamil Nadu
Nagaur,Satisfactory,99,"PM
10",1/1,Rajasthan
Gandhinagar,Satisfactory,98,"PM
10",3/3,Gujarat
Bikaner,Satisfactory,95,"PM
10",1/1,Rajasthan
Jaisalmer,Satisfactory,95,"PM
10",1/1,Rajasthan
Pali,Satisfactory,95,"PM
10",1/1,Rajasthan
Mandideep,Satisfactory,95,"PM
10",1/1,Madhya Pradesh
Katihar,Satisfactory,93,CO,1/1,Bihar
Bihar Sharif,Satisfactory,92,"PM
2.5",1/1,Bihar
Ratlam,Satisfactory,91,"PM
10",1/1,Madhya Pradesh
Vapi,Satisfactory,91,"PM
10",1/1,Gujarat
Dholpur,Satisfactory,91,"PM
10",1/1,Rajasthan
Kota,Satisfactory,90,"PM
10",3/3,Rajasthan
Jhalawar,Satisfactory,90,"PM
10",1/1,Rajasthan
Vatva,Satisfactory,89,"PM
10",1/1,Gujarat
Jalore,Satisfactory,89,"PM
10",1/1,Rajasthan
Rajgir,Satisfactory,89,CO,1/1,Bihar
Bundi,Satisfactory,89,"PM
10",1/1,Rajasthan
Jhunjhunu,Satisfactory,89,"PM
10",1/1,Rajasthan
Dungarpur,Satisfactory,88,"PM
10",1/1,Rajasthan
Barmer,Satisfactory,88,"PM
10",1/1,Rajasthan
Jaipur,Satisfactory,88,"PM
10",6/6,Rajasthan
Keonjhar,Satisfactory,87,"PM
10",1/1,Odisha
Khanna,Satisfactory,87,"PM
10",1/1,Punjab
Sikar,Satisfactory,86,"PM
10",1/1,Rajasthan
Thoothukudi,Satisfactory,86,"PM
10",1/1,Tamil Nadu
Khurja,Satisfactory,85,"PM
10",1/1,Uttar Pradesh
Baripada,Satisfactory,83,"PM
10",1/1,Odisha
Suakati,Satisfactory,83,"PM
2.5",1/1,Odisha
Katni,Satisfactory,83,"PM
10",1/1,Madhya Pradesh
Gwalior,Satisfactory,81,"PM
10",3/4,Madhya Pradesh
Bhilwara,Satisfactory,80,"PM
10",1/1,Rajasthan
Jalandhar,Satisfactory,79,"PM
10",1/1,Punjab
Dewas,Satisfactory,79,"PM
10",1/1,Madhya Pradesh
Byasanagar,Satisfactory,78,CO,1/1,Odisha
Bhopal,Satisfactory,78,"PM
10",3/3,Madhya Pradesh
Milupara,Satisfactory,78,"PM
10",1/1,Chhattisgarh
Bhiwandi,Satisfactory,78,"PM
10",1/1,Maharashtra
Ajmer,Satisfactory,77,"PM
10",1/1,Rajasthan
Ulhasnagar,Satisfactory,77,"PM
10",1/1,Maharashtra
Pimpri-Chinchwad,Satisfactory,77,"PM
10",3/4,Maharashtra
Bettiah,Satisfactory,76,CO,1/1,Bihar
Malegaon,Satisfactory,74,"PM
10",1/1,Maharashtra
Bhagalpur,Satisfactory,74,"PM
10",2/2,Bihar
Tumidih,Satisfactory,74,"PM
10",1/1,Chhattisgarh
Kanchipuram,Satisfactory,73,"PM
10",1/1,Tamil Nadu
Udaipur,Satisfactory,73,"PM
10",1/1,Rajasthan
Karur,Satisfactory,73,CO,1/1,Tamil Nadu
Angul,Satisfactory,72,CO,1/1,Odisha
Chennai,Satisfactory,72,"PM , CO
10",7/9,Tamil Nadu
Nashik,Satisfactory,72,"PM
10",4/4,Maharashtra
Pune,Satisfactory,71,"PM , PM , CO
10 2.5",7/13,Maharashtra
Talcher,Satisfactory,71,"PM
2.5",1/1,Odisha
Surat,Satisfactory,70,"PM
10",1/1,Gujarat
Badlapur,Satisfactory,70,"PM
10",1/1,Maharashtra
Rairangpur,Satisfactory,70,"PM
10",1/1,Odisha
Sagar,Satisfactory,70,"PM , CO
10",2/2,Madhya Pradesh
Chittorgarh,Satisfactory,69,"PM
10",1/1,Rajasthan
Kalyan,Satisfactory,68,"PM , CO
10",2/2,Maharashtra
Damoh,Satisfactory,68,"PM
10",1/1,Madhya Pradesh
Anantapur,Satisfactory,68,"PM
2.5",1/1,Andhra Pradesh
Navi Mumbai,Satisfactory,68,"PM
10",5/8,Maharashtra
