City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Singrauli,Poor,277,"PM
10",1/1,Madhya Pradesh
Ballabgarh,Poor,214,"PM
10",1/1,Haryana
Bileipada,Poor,208,"PM
2.5",1/1,Odisha
Hajipur,Poor,206,"PM
2.5",1/1,Bihar
Greater Noida,Moderate,196,"PM
10",2/2,Uttar Pradesh
Angul,Moderate,190,"PM
2.5",1/1,Odisha
Gurugram,Moderate,185,"PM , PM
10 2.5",3/4,Haryana
Agartala,Moderate,182,"PM
2.5",1/2,Tripura
Dhanbad,Moderate,181,"NO
2",1/2,Jharkhand
Byasanagar,Moderate,181,"PM
2.5",1/1,Odisha
Ghaziabad,Moderate,174,"PM
10",4/4,Uttar Pradesh
Samastipur,Moderate,170,"PM
2.5",1/1,Bihar
Bharatpur,Moderate,167,"O
3",1/1,Rajasthan
Gwalior,Moderate,165,"PM , PM , O
10 2.5 3",3/4,Madhya Pradesh
Tonk,Moderate,163,"PM
10",1/1,Rajasthan
Baddi,Moderate,159,"PM
10",1/1,Himachal Pradesh
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Faridabad,Moderate,155,"PM , PM
10 2.5",3/4,Haryana
Sawai Madhopur,Moderate,150,"PM
10",1/1,Rajasthan
Barbil,Moderate,149,"PM
10",1/1,Odisha
Chhapra,Moderate,148,"PM
10",1/1,Bihar
Solapur,Moderate,148,"PM , PM
10 2.5",2/3,Maharashtra
Rupnagar,Moderate,147,"PM
2.5",1/1,Punjab
Nandesari,Moderate,144,"PM
2.5",1/1,Gujarat
Bulandshahr,Moderate,144,"PM
10",1/1,Uttar Pradesh
Delhi,Moderate,144,"PM , PM , O
10 2.5 3",45/47,Delhi
Nayagarh,Moderate,144,"PM
10",1/1,Odisha
Chhal,Moderate,143,"O
3",1/1,Chhattisgarh
Jorapokhar,Moderate,139,"PM
10",1/1,Jharkhand
Patna,Moderate,137,"PM
10",6/6,Bihar
Jaisalmer,Moderate,137,"PM
10",1/1,Rajasthan
Noida,Moderate,136,"PM
10",4/4,Uttar Pradesh
Belapur,Moderate,135,"PM
10",1/1,Maharashtra
Begusarai,Moderate,135,"PM
2.5",1/1,Bihar
Gummidipoondi,Moderate,134,"PM
2.5",1/1,Tamil Nadu
Fatehabad,Moderate,134,"PM
10",1/1,Haryana
Muzaffarpur,Moderate,131,"PM
2.5",3/3,Bihar
Mandi Gobindgarh,Moderate,128,"PM
2.5",1/1,Punjab
Milupara,Moderate,128,"O
3",1/1,Chhattisgarh
Malegaon,Moderate,127,"PM
10",1/1,Maharashtra
Visakhapatnam,Moderate,126,"PM
10",1/1,Andhra Pradesh
Bhiwandi,Moderate,126,"PM
10",1/1,Maharashtra
Barmer,Moderate,125,"PM
10",1/1,Rajasthan
Charkhi Dadri,Moderate,124,"PM
2.5",1/1,Haryana
Byrnihat,Moderate,123,"PM
2.5",1/1,Meghalaya
Bhiwadi,Moderate,122,"PM
10",2/2,Rajasthan
Rohtak,Moderate,120,"PM
2.5",1/1,Haryana
Panipat,Moderate,118,"PM
10",1/1,Haryana
Gaya,Moderate,118,"PM , PM
10 2.5",3/3,Bihar
Baran,Moderate,117,"PM
10",1/1,Rajasthan
Keonjhar,Moderate,117,"PM
10",1/1,Odisha
Jhalawar,Moderate,117,"PM
10",1/1,Rajasthan
Mahad,Moderate,116,"PM
2.5",1/1,Maharashtra
Saharsa,Moderate,116,"PM
10",1/1,Bihar
Agra,Moderate,115,"PM
10",6/6,Uttar Pradesh
Pali,Moderate,115,"PM
10",1/1,Rajasthan
Ludhiana,Moderate,114,"PM
10",1/1,Punjab
Jaipur,Moderate,112,"PM , O , NO
10 3 2",6/6,Rajasthan
Cuttack,Moderate,112,"PM
10",1/1,Odisha
Dhule,Moderate,111,"PM
10",1/1,Maharashtra
Asansol,Moderate,111,"PM , PM
10 2.5",4/4,West Bengal
Pune,Moderate,111,"PM , PM
10 2.5",8/13,Maharashtra
Hapur,Moderate,111,"PM
10",1/1,Uttar Pradesh
Talcher,Moderate,111,"PM
2.5",1/1,Odisha
Chandrapur,Moderate,110,"PM
10",2/2,Maharashtra
Pimpri-Chinchwad,Moderate,110,"PM
10",4/4,Maharashtra
Vatva,Moderate,109,"PM
10",1/1,Gujarat
Nashik,Moderate,109,"PM
10",4/4,Maharashtra
Nanded,Moderate,108,"PM
10",1/1,Maharashtra
Sri Ganganagar,Moderate,108,"O
3",1/1,Rajasthan
Mehsana,Moderate,107,"PM
10",1/1,Gujarat
Karauli,Moderate,107,"PM
10",1/1,Rajasthan
Ahmedabad,Moderate,107,"PM
10",8/9,Gujarat
Baghpat,Moderate,106,"PM
10",1/2,Uttar Pradesh
Nagpur,Moderate,106,"PM , PM
10 2.5",4/4,Maharashtra
Varanasi,Moderate,105,"PM
10",4/4,Uttar Pradesh
Bhavnagar,Moderate,105,"PM
10",1/1,Gujarat
Vadodara,Moderate,105,"PM
2.5",1/1,Gujarat
Khurja,Moderate,105,"PM
10",1/1,Uttar Pradesh
Bengaluru,Moderate,104,"PM
10",8/14,Karnataka
Sirsa,Moderate,104,"PM
10",1/1,Haryana
Badlapur,Moderate,104,"PM
10",1/1,Maharashtra
Jalgaon,Moderate,103,"PM
10",1/1,Maharashtra
Latur,Moderate,103,"PM
10",1/1,Maharashtra
Manesar,Moderate,103,"PM
2.5",1/1,Haryana
Yamuna Nagar,Moderate,102,"PM
2.5",1/1,Haryana
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Araria,Satisfactory,100,"PM
2.5",1/1,Bihar
Dausa,Satisfactory,100,"O
3",1/1,Rajasthan
Rourkela,Satisfactory,100,"PM , PM
10 2.5",3/3,Odisha
Siwan,Satisfactory,100,"PM
10",1/1,Bihar
