City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Poor,227,"PM
10",2/2,Uttar Pradesh
Narnaul,Moderate,200,"PM
2.5",1/1,Haryana
Bhiwadi,Moderate,180,"PM , PM
2.5 10",2/2,Rajasthan
Karnal,Moderate,162,"PM
10",1/1,Haryana
Noida,Moderate,158,"PM
10",4/4,Uttar Pradesh
Gurugram,Moderate,153,"PM , PM
2.5 10",3/4,Haryana
Muzaffarnagar,Moderate,152,"O
3",1/1,Uttar Pradesh
Ghaziabad,Moderate,150,"PM , PM
2.5 10",4/4,Uttar Pradesh
Bulandshahr,Moderate,139,"PM
10",1/1,Uttar Pradesh
Gorakhpur,Moderate,139,"O
3",1/1,Uttar Pradesh
Delhi,Moderate,138,"O , PM
3 10",37/39,Delhi
Meerut,Moderate,130,"O , PM
3 10",3/3,Uttar Pradesh
Mandi Gobindgarh,Moderate,125,"PM
2.5",1/1,Punjab
Baddi,Moderate,124,"PM
10",1/1,Himachal Pradesh
Manesar,Moderate,123,"PM
2.5",1/1,Haryana
Visakhapatnam,Moderate,122,"PM
10",1/1,Andhra Pradesh
Bahadurgarh,Moderate,121,"PM
10",1/1,Haryana
Palwal,Moderate,116,"PM
10",1/1,Haryana
Gummidipoondi,Moderate,115,"PM
2.5",1/1,Tamil Nadu
Hanumangarh,Moderate,114,"PM
2.5",1/1,Rajasthan
Jaipur,Moderate,113,"NO , O , CO
2 3",6/6,Rajasthan
Dindigul,Moderate,110,CO,1/1,Tamil Nadu
Faridabad,Moderate,108,"PM , PM
2.5 10",3/4,Haryana
Byrnihat,Moderate,108,"PM
2.5",1/1,Meghalaya
Jodhpur,Moderate,103,"O , PM
3 10",4/5,Rajasthan
Amritsar,Moderate,103,"PM
10",1/1,Punjab
Mandikhera,Moderate,102,CO,1/1,Haryana
Sri Ganganagar,Satisfactory,99,"PM
10",1/1,Rajasthan
Panipat,Satisfactory,99,"PM
10",1/1,Haryana
Dhanbad,Satisfactory,97,"NO
2",1/2,Jharkhand
Namakkal,Satisfactory,96,"PM
10",1/1,Tamil Nadu
Katihar,Satisfactory,93,CO,1/1,Bihar
Rajgir,Satisfactory,92,"PM
10",1/1,Bihar
Chittoor,Satisfactory,90,"PM
2.5",1/1,Andhra Pradesh
Khanna,Satisfactory,89,"PM
10",1/1,Punjab
Hapur,Satisfactory,87,"PM
2.5",1/1,Uttar Pradesh
Mandideep,Satisfactory,87,"PM
10",1/1,Madhya Pradesh
Rohtak,Satisfactory,86,"PM
2.5",1/1,Haryana
Ludhiana,Satisfactory,86,"PM
10",1/1,Punjab
Banswara,Satisfactory,86,"PM
10",1/1,Rajasthan
Panchgaon,Satisfactory,85,"PM
10",1/1,Haryana
Jhunjhunu,Satisfactory,85,"O
3",1/1,Rajasthan
Vapi,Satisfactory,85,"PM
10",1/1,Gujarat
Vatva,Satisfactory,84,"PM
2.5",1/1,Gujarat
Eloor,Satisfactory,84,CO,1/1,Kerala
Jhalawar,Satisfactory,84,"O
3",1/1,Rajasthan
Pali,Satisfactory,82,"PM
10",1/1,Rajasthan
Chhal,Satisfactory,81,"O
3",1/1,Chhattisgarh
Jalandhar,Satisfactory,80,"PM
10",1/1,Punjab
Charkhi Dadri,Satisfactory,79,"PM
10",1/1,Haryana
Bathinda,Satisfactory,78,"PM
10",1/1,Punjab
Tonk,Satisfactory,78,"PM
10",1/1,Rajasthan
Pithampur,Satisfactory,78,"PM
2.5",1/1,Madhya Pradesh
Baran,Satisfactory,78,"O
3",1/1,Rajasthan
Bikaner,Satisfactory,77,"PM
10",1/1,Rajasthan
Churu,Satisfactory,75,"PM
10",1/1,Rajasthan
Tirupati,Satisfactory,74,"PM
2.5",1/1,Andhra Pradesh
Moradabad,Satisfactory,74,"PM
10",6/7,Uttar Pradesh
Bharatpur,Satisfactory,71,"O
3",1/1,Rajasthan
Chandigarh,Satisfactory,71,"PM
10",3/3,Chandigarh
Kohima,Satisfactory,70,"SO
2",1/1,Nagaland
Thoothukudi,Satisfactory,69,"PM
10",1/1,Tamil Nadu
Rajamahendravaram,Satisfactory,69,"PM
10",1/1,Andhra Pradesh
Kanchipuram,Satisfactory,69,"PM
2.5",1/1,Tamil Nadu
Ulhasnagar,Satisfactory,68,"PM
10",1/1,Maharashtra
Patiala,Satisfactory,68,"PM
10",1/1,Punjab
Nagaur,Satisfactory,67,"O
3",1/1,Rajasthan
Sirsa,Satisfactory,67,"PM
10",1/1,Haryana
Gandhinagar,Satisfactory,65,"CO, PM
10",3/3,Gujarat
Jalna,Satisfactory,64,"PM
10",1/1,Maharashtra
Badlapur,Satisfactory,64,"PM
10",1/1,Maharashtra
Vijayawada,Satisfactory,63,"PM , PM , O
2.5 10 3",3/4,Andhra Pradesh
Hyderabad,Satisfactory,63,"PM , PM
2.5 10",9/14,Telangana
Bihar Sharif,Satisfactory,63,"PM
10",1/1,Bihar
Thiruvananthapuram,Satisfactory,63,"PM , PM
2.5 10",2/2,Kerala
Barmer,Satisfactory,63,"O
3",1/1,Rajasthan
Lucknow,Satisfactory,63,"PM , CO
2.5",6/6,Uttar Pradesh
Keonjhar,Satisfactory,62,"PM
10",1/1,Odisha
Chandrapur,Satisfactory,62,"PM
10",2/2,Maharashtra
Kota,Satisfactory,62,"PM
10",3/3,Rajasthan
Ajmer,Satisfactory,61,"PM
10",1/1,Rajasthan
Ahmedabad,Satisfactory,61,"SO , PM
2 10",7/9,Gujarat
Kannur,Satisfactory,61,"PM
10",1/1,Kerala
Chennai,Satisfactory,61,"CO, PM
10",6/9,Tamil Nadu
Coimbatore,Satisfactory,60,"PM , PM
2.5 10",2/2,Tamil Nadu
Vrindavan,Satisfactory,60,"PM
10",1/1,Uttar Pradesh
Rairangpur,Satisfactory,59,"PM
10",1/1,Odisha
Bhopal,Satisfactory,58,"O , PM
3 10",3/3,Madhya Pradesh
Chengalpattu,Satisfactory,57,"PM
2.5",1/1,Tamil Nadu
Agra,Satisfactory,57,"PM , PM
2.5 10",6/6,Uttar Pradesh
Malegaon,Satisfactory,57,"PM
10",1/1,Maharashtra
Nalbari,Satisfactory,57,"O
3",1/1,Assam
Byasanagar,Satisfactory,56,"O
3",1/1,Odisha
Nagaon,Satisfactory,56,"PM
2.5",1/1,Assam
Tumidih,Satisfactory,55,"PM
10",1/1,Chhattisgarh
