City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Panchgaon,Poor,267,"PM
2.5",1/1,
Panipat,Poor,253,"PM
10",1/1,Haryana
Greater noida,Poor,249,"PM
10",2/2,Uttar Pradesh
Charkhi dadri,Poor,248,"PM
2.5",1/1,
Sonipat,Poor,235,"PM
2.5",1/1,
Jind,Poor,232,"PM
2.5",1/1,Haryana
Khora,Poor,209,"PM
2.5",1/1,
Ballabgarh,Poor,208,"PM
2.5",1/1,Haryana
Gurugram,Poor,208,"PM , PM
2.5 10",4/4,Haryana
Bahadurgarh,Poor,202,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,191,"PM
10",1/1,Uttar Pradesh
Ghaziabad,Moderate,183,"PM
10",5/6,Uttar Pradesh
Delhi,Moderate,176,"PM
10",43/46,
Meerut,Moderate,173,"PM , PM
2.5 10",4/4,Uttar Pradesh
Noida,Moderate,172,"PM
10",4/4,
Karnal,Moderate,169,"PM
2.5",1/1,Haryana
Manesar,Moderate,162,"PM
2.5",1/1,
Amaravati,Moderate,159,"PM
10",1/1,Andhra Pradesh
Muzaffarnagar,Moderate,159,"PM
10",1/1,
Baddi,Moderate,157,"PM
10",1/1,
Pali,Moderate,155,"PM
2.5",1/1,
Churu,Moderate,153,"PM
10",1/1,Rajasthan
Faridabad,Moderate,153,"PM , PM
2.5 10",3/4,
Visakhapatnam,Moderate,148,"PM
10",1/1,
Alwar,Moderate,146,"PM
2.5",1/1,Rajasthan
Kurukshetra,Moderate,146,"PM
10",1/1,Haryana
Jaipur,Moderate,144,"PM , PM
2.5 10",6/6,
Hisar,Moderate,143,"PM
10",1/1,
Fatehabad,Moderate,140,"PM
10",1/1,Haryana
Rupnagar,Moderate,134,"PM
2.5",1/1,Punjab
Mandi gobindgarh,Moderate,133,"PM
10",1/1,
Tonk,Moderate,131,"PM
10",1/1,
Bikaner,Moderate,131,"PM
10",1/1,Rajasthan
Hajipur,Moderate,130,"O
3",1/1,Bihar
Yamuna nagar,Moderate,130,"PM
2.5",1/1,Haryana
Jhunjhunu,Moderate,130,"PM
10",1/1,Rajasthan
Ambala,Moderate,129,"PM
10",1/1,Haryana
Rohtak,Moderate,127,"PM
2.5",1/1,Haryana
Raebareli,Moderate,125,"PM
10",1/2,
Dausa,Moderate,124,"PM
10",1/1,Rajasthan
Dharuhera,Moderate,123,"PM
2.5",1/1,
Gummidipoondi,Moderate,122,"PM
10",1/1,
Bhiwadi,Moderate,119,"PM
10",2/2,
Katni,Moderate,118,"PM
10",1/1,
Mathura,Moderate,118,"PM
10",1/1,Uttar Pradesh
Jaisalmer,Moderate,117,"PM
10",1/1,
Baghpat,Moderate,117,"PM
10",1/1,Uttar Pradesh
Sawai madhopur,Moderate,117,"PM
10",1/1,Rajasthan
Siliguri,Moderate,116,NO2,1/1,
Byrnihat (Meghalaya),Moderate,116,"PM
2.5",1/1,
Narnaul,Moderate,114,"PM
2.5",1/1,Haryana
Ludhiana,Moderate,114,"PM
10",1/1,Punjab
Chhapra,Moderate,113,"PM
10",1/1,Gujarat
Ajmer,Moderate,111,"PM
10",1/1,Rajasthan
Patiala,Moderate,111,"PM
10",1/1,
Anantapur,Moderate,109,"PM
2.5",1/1,
Amritsar,Moderate,108,"PM
10",1/1,
Sirsa,Moderate,107,"PM
10",1/1,
Jorapokhar,Moderate,107,"PM
10",1/1,Jharkhand
Agra,Moderate,105,"PM , PM
10 2.5",6/6,Uttar Pradesh
Mandideep,Moderate,105,"PM
10",1/1,Madhya Pradesh
Bihar sharif,Moderate,103,CO,1/1,Bihar
Chennai,Moderate,102,"PM
10",6/9,
Udaipur,Satisfactory,100,"PM
10",1/1,
Singrauli,Satisfactory,100,"PM
10",1/1,
Dhanbad,Satisfactory,99,NO2,1/2,
Vadodara,Satisfactory,99,CO,1/1,
Rajamahendravaram,Satisfactory,99,"PM
10",1/1,
Bhilwara,Satisfactory,98,"PM
10",1/1,
Barmer,Satisfactory,95,"PM
10",1/1,Rajasthan
Baran,Satisfactory,94,"PM
10",1/1,Rajasthan
Motihari,Satisfactory,94,"PM
2.5",1/1,Bihar
Moradabad,Satisfactory,92,"PM
10",6/6,
Vatva,Satisfactory,92,"PM
10",1/1,
Byrnihat (Assam),Satisfactory,92,"PM
2.5",1/1,
Dewas,Satisfactory,91,NO2,1/1,
Katihar,Satisfactory,91,CO,1/1,
Bhopal,Satisfactory,91,"PM
10",3/3,Madhya Pradesh
Karauli,Satisfactory,91,"PM
10",1/1,Rajasthan
Palwal,Satisfactory,91,"PM
10",1/1,Haryana
Rajkot,Satisfactory,91,CO,1/1,Gujarat
Hanumangarh,Satisfactory,90,"PM
10",1/1,Rajasthan
Nagaur,Satisfactory,90,"PM
10",1/1,Rajasthan
Jalandhar,Satisfactory,90,"PM
10",1/1,
Banswara,Satisfactory,89,"PM
10",1/1,Rajasthan
Pampore,Satisfactory,89,"PM
10",1/1,
Kanpur,Satisfactory,87,"PM , PM
2.5 10",3/4,Uttar Pradesh
Bhiwani,Satisfactory,87,"PM
2.5",1/1,Haryana
Agartala,Satisfactory,84,"PM
10",1/2,Tripura
Khurja,Satisfactory,84,"PM
10",1/1,Uttar Pradesh
Jalore,Satisfactory,83,"PM
10",1/1,
Bhubaneswar,Satisfactory,83,"PM , CO
2.5",2/2,Odisha
Dharwad,Satisfactory,83,"PM
10",1/1,
Bhavnagar,Satisfactory,82,CO,1/1,
Srinagar,Satisfactory,81,"PM , PM
2.5 10",2/2,Jammu and Kashmir
Virar,Satisfactory,81,"PM
10",1/1,
Guwahati,Satisfactory,80,"PM , SO2
2.5",4/4,Assam
Mandikhera,Satisfactory,79,"PM
10",1/1,Haryana
Bundi,Satisfactory,78,"PM
10",1/1,
Akola,Satisfactory,78,"PM
10",1/1,Maharashtra
Bathinda,Satisfactory,78,CO,1/1,
Bharatpur,Satisfactory,78,"PM
10",1/1,
Chittorgarh,Satisfactory,77,"PM
10",1/1,Rajasthan
Gaya,Satisfactory,77,"CO, PM
10",2/3,
Chikkaballapur,Satisfactory,77,"PM
10",1/1,
Pithampur,Satisfactory,77,"PM
2.5",1/1,
Gwalior,Satisfactory,76,"PM , PM
10 2.5",3/4,Madhya Pradesh
Chandrapur,Satisfactory,76,"PM
10",2/2,
Jodhpur,Satisfactory,76,"PM
10",5/5,Rajasthan
