City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Araria,Moderate,157,"PM
2.5",1/1,Bihar
Sri Ganganagar,Moderate,153,"PM
10",1/1,Rajasthan
Barmer,Moderate,129,"PM
10",1/1,Rajasthan
Jalore,Moderate,121,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,120,"PM
10",1/1,Rajasthan
Dausa,Moderate,119,"PM
10",1/1,Rajasthan
Kota,Moderate,117,"PM
10",3/3,Rajasthan
Greater Noida,Moderate,113,"PM
10",2/2,Uttar Pradesh
Pali,Moderate,112,"PM
2.5",1/1,Rajasthan
Bikaner,Moderate,112,"PM
10",1/1,Rajasthan
Udaipur,Moderate,111,"PM
10",1/1,Rajasthan
Pithampur,Moderate,111,"PM
10",1/1,Madhya Pradesh
Dholpur,Moderate,110,"PM
10",1/1,Rajasthan
Jaipur,Moderate,109,"PM , PM
2.5 10",6/6,Rajasthan
Vapi,Moderate,108,"PM
10",1/1,Gujarat
Byrnihat,Moderate,104,"PM
2.5",1/1,Meghalaya
Dungarpur,Moderate,104,"PM
10",1/1,Rajasthan
Sirohi,Moderate,104,"PM
10",1/1,Rajasthan
Tumidih,Moderate,103,"PM
10",1/1,Chhattisgarh
Banswara,Moderate,102,"PM
10",1/1,Rajasthan
Baddi,Satisfactory,99,"PM
10",1/1,Himachal Pradesh
Ajmer,Satisfactory,99,"PM
10",1/1,Rajasthan
Gummidipoondi,Satisfactory,99,"PM
10",1/1,Tamil Nadu
Rajsamand,Satisfactory,98,"PM
10",1/1,Rajasthan
Visakhapatnam,Satisfactory,95,"PM
10",1/1,Andhra Pradesh
Gandhinagar,Satisfactory,95,"PM
10",3/3,Gujarat
Dewas,Satisfactory,94,"PM
10",1/1,Madhya Pradesh
Pratapgarh,Satisfactory,94,"PM
10",1/1,Uttar Pradesh
Keonjhar,Satisfactory,93,CO,1/1,Odisha
Ratlam,Satisfactory,91,"PM
10",1/1,Madhya Pradesh
Bhiwandi,Satisfactory,89,"PM
10",1/1,Maharashtra
Rajgir,Satisfactory,89,CO,1/1,Bihar
Brajrajnagar,Satisfactory,87,CO,1/1,Odisha
Noida,Satisfactory,86,"PM , O
10 3",3/4,Uttar Pradesh
Rupnagar,Satisfactory,86,"PM
10",1/1,Punjab
Churu,Satisfactory,85,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,85,"PM
10",4/4,Uttar Pradesh
Saharsa,Satisfactory,82,"PM
10",1/1,Bihar
Ahmedabad,Satisfactory,82,"PM
10",8/9,Gujarat
Nashik,Satisfactory,82,"PM
10",4/4,Maharashtra
Korba,Satisfactory,82,"PM
10",1/2,Chhattisgarh
Durgapur,Satisfactory,82,"PM
10",2/3,West Bengal
Tonk,Satisfactory,81,"PM
10",1/1,Rajasthan
Sagar,Satisfactory,81,"CO, PM
10",2/2,Madhya Pradesh
Dhanbad,Satisfactory,81,"NO
2",1/2,Jharkhand
Dhule,Satisfactory,80,"PM
10",1/1,Maharashtra
Malegaon,Satisfactory,80,"PM
10",1/1,Maharashtra
Alwar,Satisfactory,79,CO,1/1,Rajasthan
Akola,Satisfactory,79,"PM
10",1/1,Maharashtra
Agartala,Satisfactory,78,"PM
10",1/2,Tripura
Jhunjhunu,Satisfactory,78,"PM
10",1/1,Rajasthan
Kalyan,Satisfactory,78,"PM
10",2/2,Maharashtra
Ankleshwar,Satisfactory,78,"SO
2",1/1,Gujarat
Bundi,Satisfactory,78,"PM
10",1/1,Rajasthan
Sangli,Satisfactory,77,"PM
10",1/1,Maharashtra
Begusarai,Satisfactory,77,"NO
2",1/1,Bihar
Byasanagar,Satisfactory,77,CO,1/1,Odisha
Bileipada,Satisfactory,74,"PM
2.5",1/1,Odisha
Pimpri-Chinchwad,Satisfactory,74,"PM
10",4/4,Maharashtra
Pune,Satisfactory,73,"PM
10",8/13,Maharashtra
Katni,Satisfactory,73,"PM
10",1/1,Madhya Pradesh
Jodhpur,Satisfactory,73,"PM
10",5/5,Rajasthan
Guwahati,Satisfactory,72,"PM , PM
2.5 10",2/4,Assam
Bareilly,Satisfactory,72,"CO, SO
2",2/2,Uttar Pradesh
Bhilwara,Satisfactory,72,"PM
10",1/1,Rajasthan
Chittoor,Satisfactory,71,"PM
2.5",1/1,Andhra Pradesh
Gaya,Satisfactory,71,"PM
10",2/3,Bihar
Hyderabad,Satisfactory,71,"PM , PM
2.5 10",12/14,Telangana
Delhi,Satisfactory,70,"PM
10",37/39,Delhi
Jalgaon,Satisfactory,70,"PM
10",1/1,Maharashtra
Suakati,Satisfactory,69,"PM
10",1/1,Odisha
Sikar,Satisfactory,69,"PM
10",1/1,Rajasthan
Tiruchirappalli,Satisfactory,68,"PM
2.5",1/1,Tamil Nadu
Amravati,Satisfactory,68,"PM
10",2/2,Maharashtra
Ahmednagar,Satisfactory,68,"PM
10",1/1,Maharashtra
Indore,Satisfactory,68,"NO , PM
2 10",6/6,Madhya Pradesh
Chittorgarh,Satisfactory,67,"PM
10",1/1,Rajasthan
Thoothukudi,Satisfactory,67,CO,1/1,Tamil Nadu
Mahad,Satisfactory,67,"PM
10",1/1,Maharashtra
Chandrapur,Satisfactory,66,"PM
10",2/2,Maharashtra
Bhiwadi,Satisfactory,66,"PM
10",2/2,Rajasthan
Boisar,Satisfactory,66,"O
3",1/1,Maharashtra
Badlapur,Satisfactory,66,"PM
10",1/1,Maharashtra
Mandi Gobindgarh,Satisfactory,65,"PM
2.5",1/1,Punjab
Vatva,Satisfactory,65,"PM
10",1/1,Gujarat
Kohima,Satisfactory,65,"SO
2",1/1,Nagaland
Lucknow,Satisfactory,64,"CO, SO , PM
2 10",5/6,Uttar Pradesh
Eloor,Satisfactory,64,CO,1/1,Kerala
Nagaon,Satisfactory,64,"PM
2.5",1/1,Assam
Singrauli,Satisfactory,63,"PM
2.5",1/1,Madhya Pradesh
Chennai,Satisfactory,63,"CO, PM , PM
2.5 10",7/9,Tamil Nadu
"Aurangabad
(Maharashtra)",Satisfactory,62,"PM
10",3/3,Maharashtra
Rairangpur,Satisfactory,62,"PM
10",1/1,Odisha
Mumbai,Satisfactory,62,"PM
10",26/30,Maharashtra
Vijayawada,Satisfactory,62,"PM , PM
2.5 10",3/4,Andhra Pradesh
Milupara,Satisfactory,61,"PM
10",1/1,Chhattisgarh
Ulhasnagar,Satisfactory,61,"PM
10",1/1,Maharashtra
Bhopal,Satisfactory,61,"PM
10",3/3,Madhya Pradesh
Gwalior,Satisfactory,60,"PM
10",1/4,Madhya Pradesh
Anantapur,Satisfactory,60,"PM
2.5",1/1,Andhra Pradesh
Kadapa,Satisfactory,60,"PM
2.5",1/1,Andhra Pradesh
Khanna,Satisfactory,59,"PM
2.5",1/1,Punjab
Baran,Satisfactory,59,"O
3",1/1,Rajasthan
Dharwad,Satisfactory,59,"PM
10",1/1,Karnataka
Kolhapur,Satisfactory,58,"PM
10",2/2,Maharashtra
Mira-Bhayandar,Satisfactory,58,"PM
10",1/1,Maharashtra
Kalaburagi,Satisfactory,58,"PM
10",2/2,Karnataka
Khurja,Satisfactory,58,"PM
10",1/1,Uttar Pradesh
Hapur,Satisfactory,57,"SO
2",1/1,Uttar Pradesh
Naharlagun,Satisfactory,57,"PM
10",1/1,
Moradabad,Satisfactory,57,"PM , PM , O
2.5 10 3",4/7,Uttar Pradesh
Thane,Satisfactory,57,"PM
10",2/2,Maharashtra
Nagpur,Satisfactory,56,"PM
10",4/4,Maharashtra
Solapur,Satisfactory,56,"PM
10",2/3,Maharashtra
Howrah,Satisfactory,56,"NO , PM
2 10",5/5,West Bengal
Sawai Madhopur,Satisfactory,55,"PM
10",1/1,Rajasthan
Nagaur,Satisfactory,55,"PM
10",1/1,Rajasthan
Chhal,Satisfactory,55,"PM
10",1/1,Chhattisgarh
Navi Mumbai,Satisfactory,54,"PM
10",6/8,Maharashtra
Patna,Satisfactory,54,"CO, PM , O
10 3",5/6,Bihar
Bhubaneswar,Satisfactory,54,"CO, PM
10",2/2,Odisha
Chikkamagaluru,Satisfactory,54,"PM
10",1/1,Karnataka
Cuttack,Satisfactory,54,"PM
10",1/1,Odisha
Ludhiana,Satisfactory,52,CO,1/1,Punjab
Thiruvananthapuram,Satisfactory,52,"PM , PM
2.5 10",2/2,Kerala
Kanpur,Satisfactory,52,"CO, PM
10",3/4,Uttar Pradesh
Hassan,Satisfactory,52,"PM
10",1/1,Karnataka
Bhagalpur,Satisfactory,52,"SO
2",1/2,Bihar
Bilaspur,Satisfactory,52,"PM
10",1/1,Chhattisgarh
Ariyalur,Satisfactory,52,"PM
10",1/1,Tamil Nadu
Rajamahendravaram,Satisfactory,52,"O
3",1/1,Andhra Pradesh
Salem,Satisfactory,52,"SO
2",1/1,Tamil Nadu
Kolkata,Satisfactory,52,"NO , PM
2 10",6/7,West Bengal
Kannur,Satisfactory,52,"PM
10",1/1,Kerala
Jhalawar,Satisfactory,52,"O
3",1/1,Rajasthan
Aurangabad (Bihar),Satisfactory,51,CO,1/1,Bihar
Nanded,Satisfactory,51,"PM
10",1/1,Maharashtra
Meerut,Satisfactory,51,"PM , O
10 3",3/3,Uttar Pradesh
Jalandhar,Good,50,"PM
10",1/1,Punjab
Tumakuru,Good,50,"PM
10",1/1,Karnataka
Virar,Good,50,"PM
10",1/1,Maharashtra
Jabalpur,Good,50,"CO, PM
10",3/4,Madhya Pradesh
Nalbari,Good,50,"PM
2.5",1/1,Assam
Angul,Good,50,"PM
10",1/1,Odisha
Asansol,Good,50,"PM
10",4/4,West Bengal
Haldia,Good,50,"PM
10",1/1,West Bengal
Hosur,Good,49,"PM
10",1/1,Tamil Nadu
Bagalkot,Good,49,"PM
10",1/1,Karnataka
Bengaluru,Good,48,"PM
10",9/14,Karnataka
Belapur,Good,48,"PM
10",1/1,Maharashtra
Balasore,Good,47,"PM
10",1/1,Odisha
Silchar,Good,47,"PM
10",1/1,Assam
Patiala,Good,47,"O
3",1/1,Punjab
Vijayapura,Good,47,"PM
10",1/1,Karnataka
Chandigarh,Good,47,"CO, PM , NO
10 2",3/3,Chandigarh
Barbil,Good,46,"PM
10",1/1,Odisha
Agra,Good,46,"PM , PM
2.5 10",5/6,Uttar Pradesh
Damoh,Good,46,"PM
10",1/1,Madhya Pradesh
Ramanathapuram,Good,46,"PM
10",1/1,Tamil Nadu
Shivamogga,Good,46,"PM
10",1/1,Karnataka
Thrissur,Good,46,"PM
10",1/1,Kerala
Amaravati,Good,44,"PM
10",1/1,Andhra Pradesh
Baghpat,Good,44,"PM
10",1/2,Uttar Pradesh
Bathinda,Good,44,"NO
2",1/1,Punjab
Chamarajanagar,Good,44,"PM
10",1/1,Karnataka
Jalna,Good,44,"NO
2",1/1,Maharashtra
Perundurai,Good,44,CO,1/1,Tamil Nadu
Coimbatore,Good,44,"PM
2.5",1/2,Tamil Nadu
Rourkela,Good,43,"PM
10",1/3,Odisha
Purnia,Good,43,"PM
10",1/1,Bihar
Muzaffarnagar,Good,43,"PM
10",1/1,Uttar Pradesh
Bhilai,Good,43,"CO, PM
2.5",2/3,Chhattisgarh
Haveri,Good,42,"PM
10",1/1,Karnataka
Siliguri,Good,42,CO,1/1,West Bengal
Hubballi,Good,41,"PM
10",1/2,Karnataka
Vrindavan,Good,40,"PM
10",1/1,Uttar Pradesh
