City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Nalbari,Very Poor,305,"O
3",1/1,Assam
Barmer,Moderate,196,"PM
10",1/1,Rajasthan
Gummidipoondi,Moderate,150,"PM
2.5",1/1,Tamil Nadu
Jalore,Moderate,137,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,125,"PM
10",1/1,Andhra Pradesh
Byrnihat,Moderate,122,"PM
2.5",1/1,Meghalaya
Dhanbad,Moderate,120,"NO
2",1/2,Jharkhand
Pali,Moderate,109,"PM
10",1/1,Rajasthan
Faridabad,Moderate,108,"PM , PM
10 2.5",3/4,Haryana
Karnal,Moderate,107,"PM
10",1/1,Haryana
Sri Ganganagar,Moderate,106,"PM
10",1/1,Rajasthan
Siwan,Moderate,101,"PM
10",1/1,Bihar
Jaisalmer,Satisfactory,99,"PM
10",1/1,Rajasthan
Tonk,Satisfactory,99,"PM
10",1/1,Rajasthan
Pithampur,Satisfactory,98,"PM
2.5",1/1,Madhya Pradesh
Bileipada,Satisfactory,98,"PM
10",1/1,Odisha
Thoothukudi,Satisfactory,98,"PM
10",1/1,Tamil Nadu
Singrauli,Satisfactory,96,"PM
10",1/1,Madhya Pradesh
Dholpur,Satisfactory,96,"PM
10",1/1,Rajasthan
Durgapur,Satisfactory,95,"PM
10",3/3,West Bengal
Udaipur,Satisfactory,94,"PM
10",1/1,Rajasthan
Bhilwara,Satisfactory,93,"PM
10",1/1,Rajasthan
Kishanganj,Satisfactory,92,"PM
10",1/1,Bihar
Gaya,Satisfactory,91,"PM , PM
10 2.5",3/3,Bihar
Vapi,Satisfactory,91,"PM
10",1/1,Gujarat
Maihar,Satisfactory,91,"PM
10",1/1,Madhya Pradesh
Keonjhar,Satisfactory,89,"PM
10",1/1,Odisha
Rajgir,Satisfactory,89,CO,1/1,Bihar
Chennai,Satisfactory,89,"PM , CO
10",5/9,Tamil Nadu
Dharuhera,Satisfactory,88,"PM
2.5",1/1,Haryana
Bhiwandi,Satisfactory,87,"PM
10",1/1,Maharashtra
Sirohi,Satisfactory,87,"PM
10",1/1,Rajasthan
Rourkela,Satisfactory,86,"PM , PM
10 2.5",2/3,Odisha
Chittoor,Satisfactory,86,"PM
2.5",1/1,Andhra Pradesh
Coimbatore,Satisfactory,85,"PM
10",1/2,Tamil Nadu
Mandikhera,Satisfactory,85,CO,1/1,Haryana
Samastipur,Satisfactory,84,"PM
2.5",1/1,Bihar
Rairangpur,Satisfactory,84,"PM
10",1/1,Odisha
Jabalpur,Satisfactory,84,"PM , CO
10",4/4,Madhya Pradesh
Ajmer,Satisfactory,83,"PM
10",1/1,Rajasthan
Eloor,Satisfactory,82,CO,1/1,Kerala
Banswara,Satisfactory,82,"PM
10",1/1,Rajasthan
Thiruvananthapuram,Satisfactory,82,"PM , PM
10 2.5",2/2,Kerala
Narnaul,Satisfactory,82,"PM
2.5",1/1,Haryana
Ratlam,Satisfactory,81,"PM
10",1/1,Madhya Pradesh
Howrah,Satisfactory,80,"PM , CO, PM
10 2.5",4/5,West Bengal
Amritsar,Satisfactory,79,"PM
10",1/1,Punjab
Tirupati,Satisfactory,79,"PM
2.5",1/1,Andhra Pradesh
Katni,Satisfactory,76,"PM
10",1/1,Madhya Pradesh
Rajsamand,Satisfactory,76,"PM
10",1/1,Rajasthan
Bhiwadi,Satisfactory,76,"PM
10",2/2,Rajasthan
Byasanagar,Satisfactory,75,"PM
10",1/1,Odisha
Aurangabad (Bihar),Satisfactory,75,CO,1/1,Bihar
