City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Charkhi Dadri,Very Poor,317,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,281,"PM
10",1/1,Uttar Pradesh
Singrauli,Poor,250,"PM
10",1/1,Madhya Pradesh
Greater Noida,Poor,236,"PM
10",2/2,Uttar Pradesh
Meerut,Poor,233,"O , PM
3 10",4/4,Uttar Pradesh
Ghaziabad,Poor,212,"PM
10",6/6,Uttar Pradesh
Bhiwadi,Poor,204,"PM , PM
10 2.5",2/2,Rajasthan
Ballabgarh,Poor,201,"PM
2.5",1/1,Haryana
Sikar,Moderate,199,"PM
10",1/1,Rajasthan
Byrnihat (Assam),Moderate,194,"PM
2.5",1/1,Meghalaya
Hajipur,Moderate,185,"PM
2.5",1/1,Bihar
Noida,Moderate,181,"PM
10",4/4,Uttar Pradesh
Delhi,Moderate,173,"PM
10",43/47,Delhi
Sawai Madhopur,Moderate,172,"PM
10",1/1,Rajasthan
Faridabad,Moderate,171,"PM , PM
10 2.5",3/4,Haryana
Angul,Moderate,170,"O
3",1/1,Odisha
Dhanbad,Moderate,170,"NO
2",1/2,Jharkhand
Panipat,Moderate,169,"PM
10",1/1,Haryana
Byasanagar,Moderate,169,"O
3",1/1,Odisha
Lucknow,Moderate,166,"PM , PM
10 2.5",6/6,Uttar Pradesh
Baghpat,Moderate,165,"PM
10",1/2,Uttar Pradesh
Muzaffarnagar,Moderate,164,"PM
10",1/1,Uttar Pradesh
Pithampur,Moderate,162,"O
3",1/1,Madhya Pradesh
Jaipur,Moderate,161,"PM , PM
10 2.5",5/6,Rajasthan
Kurukshetra,Moderate,160,"PM
10",1/1,Haryana
Balasore,Moderate,160,"O
3",1/1,Odisha
Dharuhera,Moderate,158,"PM
2.5",1/1,Haryana
Jind,Moderate,157,"PM
2.5",1/1,Haryana
Gurugram,Moderate,157,"PM , PM
10 2.5",4/4,Haryana
Gwalior,Moderate,157,"PM
10",3/4,Madhya Pradesh
Hanumangarh,Moderate,156,"PM
10",1/1,Rajasthan
Churu,Moderate,155,"PM
10",1/1,Rajasthan
Ambala,Moderate,153,"PM
2.5",1/1,Haryana
Dewas,Moderate,151,"NO
2",1/1,Madhya Pradesh
Katni,Moderate,148,"PM
10",1/1,Madhya Pradesh
Kashipur,Moderate,148,"PM
2.5",1/1,Uttarakhand
Kaithal,Moderate,145,"PM
2.5",1/1,Haryana
Agra,Moderate,145,"PM , PM
10 2.5",6/6,Uttar Pradesh
Manguraha,Moderate,143,"PM
2.5",1/1,Bihar
Bharatpur,Moderate,143,"PM
10",1/1,Rajasthan
Hapur,Moderate,143,"PM
10",1/1,Uttar Pradesh
Mehsana,Moderate,143,"PM
10",1/1,Gujarat
Jhunjhunu,Moderate,140,"PM
10",1/1,Rajasthan
Bileipada,Moderate,139,"PM
2.5",1/1,Odisha
Bahadurgarh,Moderate,139,"PM
2.5",1/1,Haryana
Yamuna Nagar,Moderate,138,"PM
2.5",1/1,Haryana
Tonk,Moderate,138,"PM
10",1/1,Rajasthan
Khanna,Moderate,136,"PM
2.5",1/1,Punjab
Chandrapur,Moderate,130,"O , PM
3 10",2/2,Maharashtra
Pali,Moderate,129,"PM
10",1/1,Rajasthan
Khurja,Moderate,129,"PM
10",1/1,Uttar Pradesh
Bhilwara,Moderate,127,"PM
10",1/1,Rajasthan
Bikaner,Moderate,127,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,124,"PM
10",1/1,Rajasthan
Dholpur,Moderate,123,"PM
10",1/1,Rajasthan
Kanpur,Moderate,122,"PM , PM
10 2.5",3/4,Uttar Pradesh
Begusarai,Moderate,121,"PM
10",1/1,Bihar
Tirupati,Moderate,120,"PM
2.5",1/1,Andhra Pradesh
Baran,Moderate,120,"PM
10",1/1,Rajasthan
Nanded,Moderate,119,"PM
10",1/1,Maharashtra
Jorapokhar,Moderate,118,"PM
10",1/1,Jharkhand
Ratlam,Moderate,118,"PM
10",1/1,Madhya Pradesh
Jhansi,Moderate,115,"PM
10",1/1,Uttar Pradesh
Vatva,Moderate,113,"PM
2.5",1/1,Gujarat
Moradabad,Moderate,113,"PM
10",6/7,Uttar Pradesh
Bundi,Moderate,112,"O
3",1/1,Rajasthan
Patiala,Moderate,112,"PM
10",1/1,Punjab
Chittorgarh,Moderate,111,"PM
10",1/1,Rajasthan
Fatehabad,Moderate,111,"PM
10",1/1,Haryana
Patna,Moderate,111,"PM
10",6/6,Bihar
Aurangabad (Bihar),Moderate,111,CO,1/1,Bihar
Ludhiana,Moderate,110,"PM
10",1/1,Punjab
Pratapgarh,Moderate,110,"PM
10",1/1,Uttar Pradesh
Vadodara,Moderate,109,"PM
10",1/1,Gujarat
Bhavnagar,Moderate,108,"PM
10",1/1,Gujarat
Udaipur,Moderate,107,"PM
10",1/1,Rajasthan
Barmer,Moderate,107,"PM
10",1/1,Rajasthan
Alwar,Moderate,106,"PM
10",1/1,Rajasthan
Rohtak,Moderate,106,"PM
10",1/1,Haryana
Bhopal,Moderate,105,"O , PM
3 10",3/3,Madhya Pradesh
Kota,Moderate,104,"PM
10",2/3,Rajasthan
Amritsar,Moderate,104,"PM
10",1/1,Punjab
Varanasi,Moderate,104,"PM
10",4/4,Uttar Pradesh
Firozabad,Moderate,103,"PM
10",2/2,Uttar Pradesh
Banswara,Moderate,102,"PM
10",1/1,Rajasthan
Parbhani,Moderate,102,"O
3",1/1,Maharashtra
"Aurangabad
(Maharashtra)",Moderate,102,"PM
10",2/3,Maharashtra
Milupara,Moderate,102,"O
3",1/1,Chhattisgarh
Jhalawar,Moderate,102,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,102,"PM
10",1/1,Uttar Pradesh
Gummidipoondi,Moderate,101,"PM
10",1/1,Tamil Nadu
Gandhinagar,Moderate,101,"PM
10",3/3,Gujarat
Barbil,Moderate,101,"PM
10",1/1,Odisha
Kalyan,Satisfactory,100,CO,1/2,Maharashtra
Chittoor,Satisfactory,100,"PM
2.5",1/1,Andhra Pradesh
Ahmedabad,Satisfactory,100,"PM
10",8/9,Gujarat
Jalandhar,Satisfactory,99,"PM
10",1/1,Punjab
Gaya,Satisfactory,99,"O , PM , PM
3 10 2.5",3/3,Bihar
Panchkula,Satisfactory,98,"PM
2.5",1/1,Haryana
Nandesari,Satisfactory,98,"PM
2.5",1/1,Gujarat
Jodhpur,Satisfactory,98,"PM
10",5/5,Rajasthan
Ajmer,Satisfactory,97,"PM
10",1/1,Rajasthan
Sagar,Satisfactory,96,"PM
10",1/2,Madhya Pradesh
Surat,Satisfactory,96,"PM
10",2/2,Gujarat
Karnal,Satisfactory,96,"PM
2.5",1/1,Haryana
