City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater noida,Poor,297,"PM
10",2/2,Uttar Pradesh
Rupnagar,Poor,261,"PM
2.5",1/1,Punjab
Khora,Poor,259,"PM
2.5",1/1,
Sonipat,Poor,258,"PM
2.5",1/1,Haryana
Panchgaon,Poor,253,"PM
2.5",1/1,
Bahadurgarh,Poor,241,"PM
2.5",1/1,
Kaithal,Poor,240,"PM
2.5",1/1,Haryana
Panipat,Poor,231,"PM
10",1/1,Haryana
Bulandshahr,Poor,228,"PM
10",1/1,Uttar Pradesh
Ballabgarh,Poor,227,"PM
2.5",1/1,Haryana
Charkhi dadri,Poor,222,"PM
2.5",1/1,
Ghaziabad,Poor,220,"PM
10",3/6,Uttar Pradesh
Meerut,Poor,201,"PM , PM
2.5 10",4/4,
Noida,Moderate,198,"PM
10",4/4,
Gurugram,Moderate,198,"PM , PM
2.5 10",4/4,
Delhi,Moderate,177,"PM
10",43/46,National Capital Territory of Delhi
Jind,Moderate,168,"PM
2.5",1/1,Haryana
Hapur,Moderate,167,"PM
10",1/1,Uttar Pradesh
Fatehabad,Moderate,162,"PM
10",1/1,
Muzaffarnagar,Moderate,158,"PM
10",1/1,Uttar Pradesh
Modinagar,Moderate,151,"PM
2.5",1/1,Rajasthan
Sri ganganagar,Moderate,148,"PM
10",1/1,
Ambala,Moderate,144,"PM
10",1/1,Haryana
Agra,Moderate,143,"PM , PM
2.5 10",6/6,Uttar Pradesh
Pali,Moderate,140,"PM
2.5",1/1,Rajasthan
Baddi,Moderate,139,"PM
10",1/1,
Hisar,Moderate,139,"PM
10",1/1,Haryana
Kurukshetra,Moderate,139,"PM
10",1/1,Haryana
Dausa,Moderate,138,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,137,"PM
10",1/1,
Jaipur,Moderate,136,"PM , PM
2.5 10",6/6,Rajasthan
Faridabad,Moderate,134,"PM , PM
2.5 10",3/4,
Churu,Moderate,133,"PM
10",1/1,Rajasthan
Alwar,Moderate,132,"PM
2.5",1/1,Rajasthan
Sasaram,Moderate,130,"PM
10",1/1,Bihar
Baghpat,Moderate,129,"PM
10",1/1,
Bhiwani,Moderate,128,"PM
2.5",1/1,Haryana
Mandi gobindgarh,Moderate,126,"PM
10",1/1,
Gorakhpur,Moderate,124,"PM
10",1/1,Haryana
Tonk,Moderate,123,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,120,"PM
10",1/1,Rajasthan
Chhapra,Moderate,118,"PM
10",1/1,
Khairthal,Moderate,118,"PM
10",1/1,Rajasthan
Karnal,Moderate,118,"PM
2.5",1/1,Haryana
Siliguri,Moderate,117,NO2,1/1,West Bengal
Bhiwadi,Moderate,117,"PM
10",2/2,
Jhunjhunu,Moderate,117,"PM
10",1/1,Rajasthan
Bikaner,Moderate,116,"PM
10",1/1,Rajasthan
Byrnihat (Meghalaya),Moderate,115,"PM
2.5",1/1,
Raebareli,Moderate,115,"PM
10",1/2,
Rohtak,Moderate,115,"PM
10",1/1,
