City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Singrauli,Very Poor,320,"PM
2.5",1/1,Madhya Pradesh
Bhiwadi,Very Poor,310,"PM , PM
2.5 10",2/2,Rajasthan
Ghaziabad,Very Poor,309,"PM , PM
2.5 10",3/4,Uttar Pradesh
Greater Noida,Very Poor,305,"PM
10",2/2,Uttar Pradesh
Noida,Poor,274,"PM , PM
2.5 10",4/4,Uttar Pradesh
Gurugram,Poor,273,"PM
2.5",4/4,Haryana
Hanumangarh,Poor,269,"PM
10",1/1,Rajasthan
Dehradun,Poor,267,"PM
2.5",1/1,Uttarakhand
Dharuhera,Poor,265,"PM
2.5",1/1,Haryana
Hapur,Poor,264,"PM
2.5",1/1,Uttar Pradesh
Manesar,Poor,260,"PM
2.5",1/1,Haryana
Meerut,Poor,255,"PM , PM
2.5 10",2/3,Uttar Pradesh
Delhi,Poor,247,"O , PM
3 10",44/46,Delhi
Bahadurgarh,Poor,241,"PM
2.5",1/1,Haryana
Mandideep,Poor,238,"PM
2.5",1/1,Madhya Pradesh
Baghpat,Poor,237,"PM
2.5",1/2,Uttar Pradesh
Faridabad,Poor,230,"PM , PM
2.5 10",3/4,Haryana
Kishanganj,Poor,225,"PM
2.5",1/1,Bihar
Ballabgarh,Poor,221,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,220,"PM
2.5",1/1,Uttar Pradesh
Karnal,Poor,214,"PM
2.5",1/1,Haryana
Hajipur,Poor,209,"PM
2.5",1/1,Bihar
Baddi,Poor,206,"PM
2.5",1/1,Himachal Pradesh
Lucknow,Poor,205,"PM , PM
2.5 10",6/6,Uttar Pradesh
Saharsa,Poor,202,"PM
10",1/1,Bihar
Sawai Madhopur,Moderate,196,"O
3",1/1,Rajasthan
Muzaffarnagar,Moderate,188,"PM
2.5",1/1,Uttar Pradesh
Gaya,Moderate,186,"PM
2.5",3/3,Bihar
Siliguri,Moderate,182,"PM
10",1/1,West Bengal
Byrnihat,Moderate,176,"PM
2.5",1/1,Meghalaya
Khurja,Moderate,176,"PM
2.5",1/1,Uttar Pradesh
Rishikesh,Moderate,175,"O
3",1/1,Uttarakhand
Chhapra,Moderate,175,"PM
2.5",1/1,Bihar
Bhavnagar,Moderate,174,"PM
10",1/1,Gujarat
Samastipur,Moderate,172,"PM
2.5",1/1,Bihar
Patna,Moderate,171,"PM , PM
2.5 10",6/6,Bihar
Ahmedabad,Moderate,168,"PM , NO
2.5 2",8/9,Gujarat
Kurukshetra,Moderate,166,"PM
10",1/1,Haryana
