City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Angul,Very Poor,313,"O
3",1/1,Odisha
Pithampur,Poor,244,"PM
10",1/1,Madhya Pradesh
Greater Noida,Poor,242,"PM
10",2/2,Uttar Pradesh
Sawai Madhopur,Poor,207,"O
3",1/1,Rajasthan
Nanded,Moderate,197,"O
3",1/1,Maharashtra
Bulandshahr,Moderate,188,"PM
10",1/1,Uttar Pradesh
Singrauli,Moderate,181,"PM
10",1/1,Madhya Pradesh
Ghaziabad,Moderate,175,"PM , PM
2.5 10",5/5,Uttar Pradesh
Gurugram,Moderate,172,"PM , PM
10 2.5",3/4,Haryana
Vatva,Moderate,165,"PM
2.5",1/1,Gujarat
Bhiwadi,Moderate,160,"PM , PM
10 2.5",2/2,Rajasthan
Mandideep,Moderate,159,"PM
2.5",1/1,Madhya Pradesh
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Mandi Gobindgarh,Moderate,155,"PM
2.5",1/1,Punjab
Hapur,Moderate,154,"PM
2.5",1/1,Uttar Pradesh
Gwalior,Moderate,153,"O , PM
3 2.5",3/4,Madhya Pradesh
Churu,Moderate,152,"O
3",1/1,Rajasthan
Hajipur,Moderate,152,"O
3",1/1,Bihar
Barbil,Moderate,152,"O
3",1/1,Odisha
Delhi,Moderate,151,"O , PM
3 10",44/47,Delhi
Bundi,Moderate,150,"O
3",1/1,Rajasthan
Chandrapur,Moderate,150,"O , PM
3 2.5",2/2,Maharashtra
Noida,Moderate,150,"PM
10",4/4,Uttar Pradesh
Patna,Moderate,150,"O , PM
3 10",6/6,Bihar
Gandhinagar,Moderate,149,"PM
10",3/3,Gujarat
Ankleshwar,Moderate,149,"PM
10",1/1,Gujarat
Bileipada,Moderate,149,"PM
10",1/1,Odisha
Belapur,Moderate,147,"PM
10",1/1,Maharashtra
Charkhi Dadri,Moderate,144,"PM
2.5",1/1,Haryana
Manesar,Moderate,144,"PM
2.5",1/1,Haryana
Faridabad,Moderate,143,"PM , PM
10 2.5",3/4,Haryana
Rajkot,Moderate,138,"PM
10",1/1,Gujarat
Parbhani,Moderate,138,"PM
10",1/1,Maharashtra
Ahmedabad,Moderate,137,"PM
10",7/9,Gujarat
Yadgir,Moderate,135,"PM
10",1/1,Karnataka
Navi Mumbai,Moderate,135,"PM , PM
2.5 10",6/8,Maharashtra
Bhiwandi,Moderate,134,"PM
10",1/1,Maharashtra
Baran,Moderate,131,"O
3",1/1,Rajasthan
Baddi,Moderate,131,"PM
10",1/1,Himachal Pradesh
Dewas,Moderate,129,"PM
10",1/1,Madhya Pradesh
Bhavnagar,Moderate,128,"PM
10",1/1,Gujarat
Pimpri-Chinchwad,Moderate,127,"PM , PM
10 2.5",5/8,Maharashtra
Bhopal,Moderate,126,"O , PM
3 10",3/3,Madhya Pradesh
