City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri Ganganagar,Poor,207,"PM
2.5",1/1,Rajasthan
Kalyan,Moderate,161,"PM
10",1/2,Maharashtra
Greater Noida,Moderate,135,"PM
10",2/2,Uttar Pradesh
Dausa,Moderate,132,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,116,"PM
10",2/2,Maharashtra
Bileipada,Moderate,115,"PM
10",1/1,Odisha
Baddi,Moderate,114,"PM
10",1/1,Himachal Pradesh
Ghaziabad,Moderate,113,"PM
10",3/4,Uttar Pradesh
Byrnihat,Moderate,113,"PM
2.5",1/1,Meghalaya
Katni,Moderate,113,"PM
10",1/1,Madhya Pradesh
Chhapra,Moderate,113,"NO
2",1/1,Bihar
Barbil,Moderate,106,"PM
10",1/1,Odisha
Noida,Moderate,106,"PM
10",4/4,Uttar Pradesh
Churu,Moderate,105,"PM
10",1/1,Rajasthan
Rairangpur,Moderate,104,"PM
10",1/1,Odisha
Sangli,Moderate,102,"PM
10",1/1,Maharashtra
Keonjhar,Moderate,102,"PM
10",1/1,Odisha
Ankleshwar,Moderate,101,"PM
10",1/1,Gujarat
Panchgaon,Satisfactory,100,"PM
2.5",1/1,Haryana
Jaisalmer,Satisfactory,100,"PM
10",1/1,Rajasthan
Jaipur,Satisfactory,100,"PM , PM
10 2.5",6/6,Rajasthan
Vapi,Satisfactory,100,"PM
10",1/1,Gujarat
Delhi,Satisfactory,97,"PM
10",38/39,Delhi
Durgapur,Satisfactory,97,"PM
10",3/3,West Bengal
Tonk,Satisfactory,97,"PM
10",1/1,Rajasthan
Aurangabad (Bihar),Satisfactory,94,"PM
10",1/1,Bihar
Bihar Sharif,Satisfactory,93,"PM
2.5",1/1,Bihar
Ranipet,Satisfactory,92,"PM
10",1/1,Tamil Nadu
Visakhapatnam,Satisfactory,91,"PM
10",1/1,Andhra Pradesh
Gummidipoondi,Satisfactory,91,"PM
10",1/1,Tamil Nadu
Rajgir,Satisfactory,91,CO,1/1,Bihar
Nagaur,Satisfactory,89,"PM
10",1/1,Rajasthan
Byasanagar,Satisfactory,88,"PM
10",1/1,Odisha
Dholpur,Satisfactory,87,"PM
10",1/1,Rajasthan
Angul,Satisfactory,87,"PM
10",1/1,Odisha
Pithampur,Satisfactory,84,"PM
10",1/1,Madhya Pradesh
Bulandshahr,Satisfactory,84,"PM
10",1/1,Uttar Pradesh
Nanded,Satisfactory,83,"PM
10",1/1,Maharashtra
Hyderabad,Satisfactory,82,"PM , PM
10 2.5",13/14,Telangana
Belapur,Satisfactory,82,"O
3",1/1,Maharashtra
Jhunjhunu,Satisfactory,82,"PM
10",1/1,Rajasthan
Ulhasnagar,Satisfactory,82,"PM
10",1/1,Maharashtra
Katihar,Satisfactory,82,CO,1/1,Bihar
Bhiwadi,Satisfactory,80,"PM
10",2/2,Rajasthan
Pimpri-Chinchwad,Satisfactory,80,"PM , CO
10",4/4,Maharashtra
Dhanbad,Satisfactory,80,"NO
2",1/2,Jharkhand
Brajrajnagar,Satisfactory,78,"PM
10",1/1,Odisha
Bundi,Satisfactory,78,"PM
10",1/1,Rajasthan
Amravati,Satisfactory,78,"PM
10",2/2,Maharashtra
Jalore,Satisfactory,78,"PM
10",1/1,Rajasthan
Bikaner,Satisfactory,77,"PM
10",1/1,Rajasthan
Sagar,Satisfactory,76,"PM
10",2/2,Madhya Pradesh
Jorapokhar,Satisfactory,76,"PM
10",1/1,Jharkhand
Kunjemura,Satisfactory,76,"PM
10",1/1,Chhattisgarh
Araria,Satisfactory,75,CO,1/1,Bihar
Sikar,Satisfactory,75,"PM
10",1/1,Rajasthan
Amaravati,Satisfactory,75,"PM
10",1/1,Andhra Pradesh
Banswara,Satisfactory,74,"PM
10",1/1,Rajasthan
Ludhiana,Satisfactory,74,"PM
10",1/1,Punjab
Pune,Satisfactory,74,"PM , PM
10 2.5",8/13,Maharashtra
Thoothukudi,Satisfactory,74,"PM
10",1/1,Tamil Nadu
Nagpur,Satisfactory,74,"PM
10",4/4,Maharashtra
Vijayawada,Satisfactory,74,"PM , PM
10 2.5",3/4,Andhra Pradesh
Jhansi,Satisfactory,73,"PM
10",1/1,Uttar Pradesh
Karur,Satisfactory,73,CO,1/1,Tamil Nadu
Dhule,Satisfactory,73,"PM
10",1/1,Maharashtra
Rupnagar,Satisfactory,73,"PM
10",1/1,Punjab
Hanumangarh,Satisfactory,72,"PM
10",1/1,Rajasthan
Bettiah,Satisfactory,72,CO,1/1,Bihar
Baripada,Satisfactory,72,"PM
10",1/1,Odisha
Solapur,Satisfactory,72,"PM
10",2/3,Maharashtra
Buxar,Satisfactory,71,"PM
10",1/1,Bihar
Pratapgarh,Satisfactory,70,"PM
10",1/1,Uttar Pradesh
Kanchipuram,Satisfactory,70,"PM
10",1/1,Tamil Nadu
Tensa,Satisfactory,70,"PM
10",1/1,Odisha
Singrauli,Satisfactory,70,"PM
2.5",1/1,Madhya Pradesh
Cuttack,Satisfactory,70,"PM
10",1/1,Odisha
Rajsamand,Satisfactory,69,"O
3",1/1,Rajasthan
Kota,Satisfactory,69,"PM
10",3/3,Rajasthan
Tumidih,Satisfactory,69,"PM
10",1/1,Chhattisgarh
Badlapur,Satisfactory,69,"PM
10",1/1,Maharashtra
Bhopal,Satisfactory,68,"PM , CO
10",3/3,Madhya Pradesh
Motihari,Satisfactory,68,"PM
2.5",1/1,Bihar
Dewas,Satisfactory,68,"PM
10",1/1,Madhya Pradesh
Haldia,Satisfactory,67,"PM
10",1/1,West Bengal
Pali,Satisfactory,67,CO,1/1,Rajasthan
Barmer,Satisfactory,67,"PM
10",1/1,Rajasthan
Ajmer,Satisfactory,66,"PM
10",1/1,Rajasthan
Ratlam,Satisfactory,66,"PM
10",1/1,Madhya Pradesh
Rourkela,Satisfactory,66,"PM , PM
10 2.5",2/3,Odisha
Muzaffarnagar,Satisfactory,66,"PM
2.5",1/1,Uttar Pradesh
Kohima,Satisfactory,66,"SO
2",1/1,Nagaland
Chengalpattu,Satisfactory,66,"PM
10",1/1,Tamil Nadu
Bhubaneswar,Satisfactory,66,"PM , CO
10",2/2,Odisha
Mandideep,Satisfactory,65,"PM
10",1/1,Madhya Pradesh
Chittoor,Satisfactory,65,"PM
2.5",1/1,Andhra Pradesh
Boisar,Satisfactory,65,"O
3",1/1,Maharashtra
Chennai,Satisfactory,65,"PM
10",6/9,Tamil Nadu
Chhal,Satisfactory,65,"PM
10",1/1,Chhattisgarh
Gwalior,Satisfactory,64,"PM
10",3/4,Madhya Pradesh
Nashik,Satisfactory,64,"PM
10",4/4,Maharashtra
Talcher,Satisfactory,64,"PM
10",1/1,Odisha
Jhalawar,Satisfactory,64,"NO
2",1/1,Rajasthan
Ariyalur,Satisfactory,63,"PM
10",1/1,Tamil Nadu
Rajamahendravaram,Satisfactory,63,"PM
10",1/1,Andhra Pradesh
Jalandhar,Satisfactory,62,"PM
10",1/1,Punjab
Hapur,Satisfactory,62,"PM
10",1/1,Uttar Pradesh
Barrackpore,Satisfactory,62,"PM
10",1/1,West Bengal
Balasore,Satisfactory,61,"PM
10",1/1,Odisha
Vatva,Satisfactory,61,"PM
10",1/1,Gujarat
Meerut,Satisfactory,60,"PM
10",2/3,Uttar Pradesh
Sirohi,Satisfactory,60,"PM
10",1/1,Rajasthan
Damoh,Satisfactory,60,"PM
10",1/1,Madhya Pradesh
Bhilai,Satisfactory,60,"PM
10",2/3,Chhattisgarh
Bhagalpur,Satisfactory,60,"PM , CO
10",2/2,Bihar
Kolkata,Satisfactory,59,"PM , NO
10 2",5/7,West Bengal
Bhiwandi,Satisfactory,59,"PM
10",1/1,Maharashtra
Kannur,Satisfactory,59,"PM
10",1/1,Kerala
Patna,Satisfactory,59,CO,4/6,Bihar
Firozabad,Satisfactory,58,"O
3",1/2,Uttar Pradesh
Hosur,Satisfactory,58,"PM
10",1/1,Tamil Nadu
Jabalpur,Satisfactory,58,"PM , CO, O
10 3",4/4,Madhya Pradesh
Alwar,Satisfactory,58,CO,1/1,Rajasthan
Sawai Madhopur,Satisfactory,58,"PM
10",1/1,Rajasthan
Navi Mumbai,Satisfactory,58,"PM
10",6/8,Maharashtra
Kadapa,Satisfactory,58,"PM
2.5",1/1,Andhra Pradesh
Moradabad,Satisfactory,58,"PM , CO, O
2.5 3",4/7,Uttar Pradesh
Chandigarh,Satisfactory,58,"PM , CO, O
10 3",3/3,Chandigarh
Vrindavan,Satisfactory,57,"PM
10",1/1,Uttar Pradesh
Nagaon,Satisfactory,57,"PM
10",1/1,Assam
Asansol,Satisfactory,57,"PM
10",4/4,West Bengal
Dungarpur,Satisfactory,57,"PM
10",1/1,Rajasthan
Indore,Satisfactory,57,"PM , PM
10 2.5",4/6,Madhya Pradesh
Bilaspur,Satisfactory,57,"PM
10",1/1,Chhattisgarh
Agra,Satisfactory,57,"PM
10",5/6,Uttar Pradesh
Khanna,Satisfactory,57,"PM
10",1/1,Punjab
Akola,Satisfactory,56,"PM
10",1/1,Maharashtra
Ahmednagar,Satisfactory,56,"PM
10",1/1,Maharashtra
Thane,Satisfactory,56,"PM
10",2/2,Maharashtra
Jalgaon,Satisfactory,56,"PM
10",1/1,Maharashtra
Muzaffarpur,Satisfactory,56,"PM , PM , O
10 2.5 3",3/3,Bihar
Jodhpur,Satisfactory,56,"PM , CO
10",4/5,Rajasthan
Mumbai,Satisfactory,56,"PM
10",25/30,Maharashtra
Raipur,Satisfactory,56,"PM
10",4/4,Chhattisgarh
Howrah,Satisfactory,56,"PM
10",3/5,West Bengal
Nayagarh,Satisfactory,54,"PM
10",1/1,Odisha
Dharwad,Satisfactory,54,"PM
10",1/1,Karnataka
Bhilwara,Satisfactory,53,"PM
10",1/1,Rajasthan
Udaipur,Satisfactory,52,"PM
10",1/1,Rajasthan
Shivamogga,Satisfactory,52,"PM
10",1/1,Karnataka
Tiruchirappalli,Satisfactory,52,"PM
10",1/1,Tamil Nadu
Sasaram,Satisfactory,52,CO,1/1,Bihar
Amritsar,Satisfactory,52,"PM
10",1/1,Punjab
Saharsa,Satisfactory,51,"PM
10",1/1,Bihar
Ahmedabad,Satisfactory,51,"PM , CO
10",9/9,Gujarat
"Aurangabad
(Maharashtra)",Satisfactory,51,"PM , O
10 3",3/3,Maharashtra
Bareilly,Good,50,CO,1/2,Uttar Pradesh
Baran,Good,50,"PM
10",1/1,Rajasthan
Thrissur,Good,50,"PM
10",1/1,Kerala
Guwahati,Good,50,"PM , SO
2.5 2",3/4,Assam
Khurja,Good,50,"PM
10",1/1,Uttar Pradesh
Bagalkot,Good,49,"PM
10",1/1,Karnataka
Bharatpur,Good,48,"PM
10",1/1,Rajasthan
Hajipur,Good,48,"O
3",1/1,Bihar
Thiruvananthapuram,Good,47,"PM , PM
10 2.5",2/2,Kerala
Surat,Good,47,"PM
10",1/1,Gujarat
Chamarajanagar,Good,47,"PM
10",1/1,Karnataka
Begusarai,Good,47,CO,1/1,Bihar
Vijayapura,Good,47,"PM
10",1/1,Karnataka
Gangtok,Good,46,"O
3",1/1,Sikkim
Virar,Good,46,"PM
10",1/1,Maharashtra
Virudhunagar,Good,46,"PM
10",1/1,Tamil Nadu
Karauli,Good,46,"NO
2",1/1,Rajasthan
Tirupati,Good,46,"PM
10",1/1,Andhra Pradesh
Arrah,Good,45,"PM
10",1/1,Bihar
Kanpur,Good,45,"PM , CO
10",3/4,Uttar Pradesh
Mira-Bhayandar,Good,45,"PM
10",1/1,Maharashtra
Lucknow,Good,45,"SO , CO, O
2 3",6/6,Uttar Pradesh
Mandi Gobindgarh,Good,44,CO,1/1,Punjab
Jalna,Good,44,"NO
2",1/1,Maharashtra
Kalaburagi,Good,44,"PM , CO
10",2/2,Karnataka
Gandhinagar,Good,44,"PM , PM
10 2.5",3/3,Gujarat
Chittorgarh,Good,44,"PM
2.5",1/1,Rajasthan
Coimbatore,Good,44,"PM , PM
10 2.5",2/2,Tamil Nadu
Siwan,Good,44,"PM
2.5",1/1,Bihar
Pudukottai,Good,44,"PM
10",1/1,Tamil Nadu
