City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Saharsa,Poor,239,"PM
10",1/1,Bihar
Gorakhpur,Poor,214,"PM
2.5",1/1,Haryana
Leh,Moderate,183,CO,1/1,Ladakh
Raebareli,Moderate,168,"PM , PM
2.5 10",2/2,Uttar Pradesh
Samastipur,Moderate,154,"PM
2.5",1/1,
Charkhi dadri,Moderate,146,"PM
2.5",1/1,
Gaya,Moderate,146,"PM , PM
2.5 10",3/3,
Pali,Moderate,144,"PM
10",1/1,
Motihari,Moderate,140,"PM
2.5",1/1,
Byrnihat (Meghalaya),Moderate,134,"PM
2.5",1/1,
Ballabgarh,Moderate,133,"PM
10",1/1,Haryana
Shamli,Moderate,126,CO,1/1,Uttar Pradesh
Khora,Moderate,118,"PM
2.5",1/1,
Faridabad,Moderate,118,"PM , PM
2.5 10",3/4,
Siliguri,Moderate,117,NO2,1/1,West Bengal
Begusarai,Moderate,116,"PM
10",1/1,Bihar
Eloor,Moderate,115,CO,1/1,
Chhapra,Moderate,115,"PM
10",1/1,
Sonipat,Moderate,113,"PM
10",1/1,Haryana
Bhagalpur,Moderate,113,"PM , PM
10 2.5",2/2,
Vatva,Moderate,112,"PM
2.5",1/1,
Sri ganganagar,Moderate,106,"O
3",1/1,Rajasthan
Gurugram,Moderate,106,"PM , PM
2.5 10",3/4,Haryana
Siwan,Moderate,105,"PM
10",1/1,Bihar
Palwal,Moderate,103,"PM
10",1/1,
Baddi,Moderate,103,"PM
10",1/1,
Jaisalmer,Moderate,102,"PM
10",1/1,Rajasthan
Alwar,Satisfactory,100,"PM
10",2/2,Rajasthan
Kaithal,Satisfactory,99,SO2,1/1,
Visakhapatnam,Satisfactory,98,"PM
10",1/1,
Dholpur,Satisfactory,98,"PM
10",1/1,Rajasthan
Dharuhera,Satisfactory,97,"PM
2.5",1/1,Haryana
Amaravati,Satisfactory,96,"PM
10",1/1,Andhra Pradesh
Ambala,Satisfactory,96,"PM
10",1/1,Haryana
Jalandhar,Satisfactory,94,"PM
2.5",1/1,Punjab
Bhilwara,Satisfactory,92,"PM
10",1/1,
Sirsa,Satisfactory,92,CO,1/1,
Ajmer,Satisfactory,91,"PM
10",1/1,Rajasthan
Mandi gobindgarh,Satisfactory,91,"PM
10",1/1,
Bhiwadi,Satisfactory,90,"PM
10",1/2,
Gummidipoondi,Satisfactory,88,"PM
2.5",1/1,
Sikar,Satisfactory,87,"PM
10",1/1,
Udaipur,Satisfactory,86,"PM
10",1/1,
Pithampur,Satisfactory,85,"PM
10",1/1,
Greater noida,Satisfactory,84,"PM
10",2/2,
Byrnihat (Assam),Satisfactory,83,"PM
2.5",1/1,
Yamuna nagar,Satisfactory,83,"PM
2.5",1/1,Haryana
Gwalior,Satisfactory,82,"CO, PM , O
10 3",3/4,
Angul,Satisfactory,82,CO,1/1,Odisha
