City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Thoothukudi,Poor,251,"PM
10",1/1,Tamil Nadu
Guwahati,Moderate,124,"O , SO , PM
3 2 2.5",3/4,Assam
Saharsa,Moderate,117,"PM
10",1/1,Bihar
Sri Ganganagar,Moderate,117,"PM
2.5",1/1,Rajasthan
Bileipada,Moderate,117,"PM
10",1/1,Odisha
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Noida,Moderate,106,"O , PM
3 10",4/4,Uttar Pradesh
Chandigarh,Moderate,104,"O , CO
3",2/3,Chandigarh
Baddi,Satisfactory,100,"PM
10",1/1,Himachal Pradesh
Bihar Sharif,Satisfactory,96,"PM
2.5",1/1,Bihar
Patna,Satisfactory,93,"PM , CO, PM
10 2.5",6/6,Bihar
Rajsamand,Satisfactory,91,"O
3",1/1,Rajasthan
Rairangpur,Satisfactory,90,"PM
10",1/1,Odisha
Aurangabad (Bihar),Satisfactory,89,"PM
10",1/1,Bihar
Amaravati,Satisfactory,89,"PM
10",1/1,Andhra Pradesh
Visakhapatnam,Satisfactory,86,"PM
10",1/1,Andhra Pradesh
Gummidipoondi,Satisfactory,82,"PM
10",1/1,Tamil Nadu
Delhi,Satisfactory,82,"PM , PM
10 2.5",35/39,Delhi
Kanchipuram,Satisfactory,82,"PM
10",1/1,Tamil Nadu
Ghaziabad,Satisfactory,81,"O , PM , PM
3 10 2.5",4/4,Uttar Pradesh
Howrah,Satisfactory,80,"PM
10",5/5,West Bengal
Moradabad,Satisfactory,80,"PM , PM
10 2.5",5/7,Uttar Pradesh
Sagar,Satisfactory,80,"PM
10",1/2,Madhya Pradesh
Ratlam,Satisfactory,78,"PM
10",1/1,Madhya Pradesh
Keonjhar,Satisfactory,78,"PM
10",1/1,Odisha
Hyderabad,Satisfactory,78,"PM , PM
10 2.5",9/14,Telangana
Chandrapur,Satisfactory,78,"PM
10",2/2,Maharashtra
Alwar,Satisfactory,76,"NO
2",1/1,Rajasthan
Chennai,Satisfactory,76,"PM
10",6/9,Tamil Nadu
Chittoor,Satisfactory,76,"PM
2.5",1/1,Andhra Pradesh
Kadapa,Satisfactory,75,"PM
10",1/1,Andhra Pradesh
Sangli,Satisfactory,75,"PM
10",1/1,Maharashtra
Vapi,Satisfactory,73,"PM
10",1/1,Gujarat
Tumidih,Satisfactory,73,"PM
10",1/1,Chhattisgarh
Angul,Satisfactory,72,"PM
10",1/1,Odisha
Bhagalpur,Satisfactory,72,"PM
10",2/2,Bihar
Rourkela,Satisfactory,71,"PM , PM
10 2.5",2/3,Odisha
Buxar,Satisfactory,71,"PM
10",1/1,Bihar
Durgapur,Satisfactory,71,"PM
10",3/3,West Bengal
Barbil,Satisfactory,71,"PM
10",1/1,Odisha
Coimbatore,Satisfactory,69,CO,1/2,Tamil Nadu
Badlapur,Satisfactory,69,"PM
10",1/1,Maharashtra
Kalyan,Satisfactory,68,"PM
10",1/2,Maharashtra
Kohima,Satisfactory,68,"SO
2",1/1,Nagaland
Malegaon,Satisfactory,68,"PM
10",1/1,Maharashtra
Gorakhpur,Satisfactory,67,"PM
2.5",1/1,Uttar Pradesh
Katihar,Satisfactory,67,CO,1/1,Bihar
Gaya,Satisfactory,66,"PM
10",2/3,Bihar
Banswara,Satisfactory,66,"PM
10",1/1,Rajasthan
Muzaffarnagar,Satisfactory,66,"PM
2.5",1/1,Uttar Pradesh
Thiruvananthapuram,Satisfactory,65,"NO , PM
2 10",2/2,Kerala
Rupnagar,Satisfactory,65,"PM
10",1/1,Punjab
Ankleshwar,Satisfactory,63,"SO
2",1/1,Gujarat
Haldia,Satisfactory,63,"PM
10",1/1,West Bengal
Mira-Bhayandar,Satisfactory,63,"NO
2",1/1,Maharashtra
Motihari,Satisfactory,63,"PM
2.5",1/1,Bihar
Vijayawada,Satisfactory,62,"PM
2.5",2/4,Andhra Pradesh
Dewas,Satisfactory,62,"PM
10",1/1,Madhya Pradesh
Byasanagar,Satisfactory,61,"PM
10",1/1,Odisha
Ajmer,Satisfactory,61,"NO
2",1/1,Rajasthan
Ulhasnagar,Satisfactory,60,"PM
10",1/1,Maharashtra
Satna,Satisfactory,59,"PM
10",1/1,Madhya Pradesh
Balasore,Satisfactory,58,"PM
10",1/1,Odisha
Bettiah,Satisfactory,58,CO,1/1,Bihar
Barrackpore,Satisfactory,58,"PM
10",1/1,West Bengal
Dhule,Satisfactory,58,"PM
10",1/1,Maharashtra
Jalna,Satisfactory,58,"PM
10",1/1,Maharashtra
