City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bikaner,Poor,282,"PM
10",1/1,
Mandi Gobindgarh,Poor,281,"PM
2.5",1/1,
Ballabgarh,Poor,227,"PM
10",1/1,
Greater Noida,Poor,226,"PM
10",2/2,
Bhiwadi,Poor,206,"PM
2.5",1/2,
Rupnagar,Moderate,196,"PM
2.5",1/1,
Barmer,Moderate,188,"PM
10",1/1,
Hajipur,Moderate,181,"PM
2.5",1/1,
Bulandshahr,Moderate,178,"PM
10",1/1,
Sikar,Moderate,174,"PM
10",1/1,
Byrnihat (Meghalaya),Moderate,170,"PM
2.5",1/1,
Meerut,Moderate,164,"PM , PM
2.5 10",4/4,
Tonk,Moderate,161,"PM
10",1/1,
Singrauli,Moderate,154,"PM
10",1/1,
Suakati,Moderate,154,"O
3",1/1,
Siliguri,Moderate,149,"NO
2",1/1,
Ghaziabad,Moderate,147,"PM
10",5/6,
Angul,Moderate,147,"PM
10",1/1,
Byrnihat (Assam),Moderate,146,"PM
2.5",1/1,
Noida,Moderate,144,"PM
10",3/4,
Udaipur,Moderate,142,"PM
10",1/1,
Bahadurgarh,Moderate,141,"PM
2.5",1/1,
Buxar,Moderate,141,"O
3",1/1,
Kota,Moderate,140,"PM , PM
2.5 10",3/3,
Sawai Madhopur,Moderate,140,"PM
10",1/1,
Sirsa,Moderate,138,"O
3",1/1,
Chhapra,Moderate,136,"PM
10",1/1,
Sirohi,Moderate,135,"PM
10",1/1,
Faridabad,Moderate,135,"PM , O
2.5 3",3/4,
Dhanbad,Moderate,133,"PM
10",1/2,
Muzaffarnagar,Moderate,133,"PM
10",1/1,
Bhilwara,Moderate,129,"PM
10",1/1,
Baddi,Moderate,124,"O
3",1/1,
Jaisalmer,Moderate,124,"PM
10",1/1,
Gummidipoondi,Moderate,121,"PM
10",1/1,
Balasore,Moderate,121,"PM
10",1/1,
Gwalior,Moderate,120,"PM
10",3/4,
Jaipur,Moderate,118,"PM , O
10 3",6/6,
Delhi,Moderate,116,"PM
10",43/46,
Dausa,Moderate,116,"PM
10",1/1,
Milupara,Moderate,115,"O
3",1/1,
Baghpat,Moderate,115,"PM
10",1/1,
Vatva,Moderate,115,"PM
10",1/1,
Bhiwani,Moderate,114,"PM
2.5",1/1,
Mathura,Moderate,113,"PM
10",1/1,
Pali,Moderate,113,"PM
10",1/1,
Baran,Moderate,112,"PM
10",1/1,
Varanasi,Moderate,111,"PM
10",4/4,
Gaya,Moderate,111,"PM , PM
2.5 10",3/3,
Chittorgarh,Moderate,108,"PM
10",1/1,
Talcher,Moderate,108,CO,1/1,
Bharatpur,Moderate,108,"O
3",1/1,
Barbil,Moderate,108,"PM
10",1/1,
Kishanganj,Moderate,107,"PM
2.5",1/1,
Agra,Moderate,105,"PM
10",6/6,
Bundi,Moderate,105,"PM
10",1/1,
Patna,Moderate,104,"PM
10",6/6,
Tumidih,Moderate,102,"O
3",1/1,
Aurangabad (Bihar),Moderate,102,CO,1/1,
Churu,Moderate,102,"PM
10",1/1,
Manguraha,Moderate,102,"PM
2.5",1/1,
Raebareli,Moderate,101,"O
3",1/1,
Dholpur,Satisfactory,100,"PM
10",1/1,
Karnal,Satisfactory,99,"PM
10",1/1,
Moradabad,Satisfactory,99,"PM
10",6/6,
Banswara,Satisfactory,99,"PM
10",1/1,
Muzaffarpur,Satisfactory,98,"PM , PM
2.5 10",2/3,
Kurukshetra,Satisfactory,98,"PM
10",1/1,
Ajmer,Satisfactory,98,"PM
10",1/1,
Ludhiana,Satisfactory,97,"PM
10",1/1,
Mahad,Satisfactory,97,"PM
2.5",1/1,
Machilipatnam,Satisfactory,97,"PM
2.5",1/1,
Katni,Satisfactory,97,"PM
10",1/1,
Pithampur,Satisfactory,97,"PM
10",1/1,
Jhansi,Satisfactory,96,"PM
10",1/1,
Lucknow,Satisfactory,96,"PM , PM
2.5 10",6/6,
Chandrapur,Satisfactory,96,"PM
10",2/2,
Siwan,Satisfactory,96,CO,1/1,
Visakhapatnam,Satisfactory,96,"PM
10",1/1,
Rishikesh,Satisfactory,94,"O
3",1/1,
Kanpur,Satisfactory,92,"PM , PM
2.5 10",3/4,
Kunjemura,Satisfactory,91,"PM
10",1/1,
Dharwad,Satisfactory,90,"PM
10",1/1,
Ambala,Satisfactory,89,"PM
10",1/1,
Khanna,Satisfactory,89,"PM
10",1/1,
Pratapgarh,Satisfactory,89,"PM
10",1/1,
Dewas,Satisfactory,89,"NO
2",1/1,
Begusarai,Satisfactory,88,"PM
10",1/1,
Howrah,Satisfactory,88,"O , PM
3 10",4/5,
