City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bundi,Very Poor,318,"PM
2.5",1/1,Rajasthan
Nandesari,Poor,209,"PM
2.5",1/1,Gujarat
Byrnihat,Moderate,145,"PM
2.5",1/1,Meghalaya
Bikaner,Moderate,135,"PM
10",1/1,Rajasthan
Karauli,Moderate,130,"PM
2.5",1/1,Rajasthan
Gummidipoondi,Moderate,127,"PM
2.5",1/1,Tamil Nadu
Sagar,Moderate,126,"PM
2.5",1/2,Madhya Pradesh
Greater Noida,Moderate,118,"PM
10",2/2,Uttar Pradesh
Khurja,Moderate,117,"PM
10",1/1,Uttar Pradesh
Ludhiana,Moderate,111,"PM
10",1/1,Punjab
Jalore,Moderate,110,"PM
10",1/1,Rajasthan
Jhunjhunu,Moderate,110,"PM
10",1/1,Rajasthan
Baddi,Moderate,101,"PM
10",1/1,Himachal Pradesh
Bhiwadi,Satisfactory,96,"PM , PM
2.5 10",2/2,Rajasthan
Begusarai,Satisfactory,96,"PM
2.5",1/1,Bihar
Delhi,Satisfactory,95,"PM , PM
2.5 10",35/39,Delhi
Churu,Satisfactory,95,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,94,"PM , PM
2.5 10",4/4,Uttar Pradesh
Kota,Satisfactory,93,"PM
10",3/3,Rajasthan
Barmer,Satisfactory,93,"PM
10",1/1,Rajasthan
Pali,Satisfactory,92,"PM
10",1/1,Rajasthan
Hajipur,Satisfactory,90,"O
3",1/1,Bihar
Muzaffarnagar,Satisfactory,88,"PM
2.5",1/1,Uttar Pradesh
Suakati,Satisfactory,87,"PM
10",1/1,Odisha
Jaisalmer,Satisfactory,87,"PM
10",1/1,Rajasthan
Gwalior,Satisfactory,83,"CO, PM
10",3/4,Madhya Pradesh
Salem,Satisfactory,82,"SO
2",1/1,Tamil Nadu
Vapi,Satisfactory,82,"PM
10",1/1,Gujarat
Noida,Satisfactory,80,"PM
10",4/4,Uttar Pradesh
Panchgaon,Satisfactory,80,"O
3",1/1,Haryana
Dhanbad,Satisfactory,80,"NO
2",1/2,Jharkhand
Dausa,Satisfactory,80,"PM
10",1/1,Rajasthan
Bareilly,Satisfactory,80,"SO
2",2/2,Uttar Pradesh
Ankleshwar,Satisfactory,80,"O
3",1/1,Gujarat
Brajrajnagar,Satisfactory,78,"NO
2",1/1,Odisha
Rourkela,Satisfactory,78,"PM
10",2/3,Odisha
Sri Ganganagar,Satisfactory,77,"PM
10",1/1,Rajasthan
Chennai,Satisfactory,77,"O , PM
3 10",7/9,Tamil Nadu
Kalyan,Satisfactory,76,"PM
10",1/2,Maharashtra
Byasanagar,Satisfactory,76,CO,1/1,Odisha
Gandhinagar,Satisfactory,76,"PM
10",2/3,Gujarat
Visakhapatnam,Satisfactory,75,"NO
2",1/1,Andhra Pradesh
Sirohi,Satisfactory,74,"PM
10",1/1,Rajasthan
Badlapur,Satisfactory,73,"PM
10",1/1,Maharashtra
Bulandshahr,Satisfactory,73,"PM
10",1/1,Uttar Pradesh
Bileipada,Satisfactory,73,"PM
10",1/1,Odisha
Chittoor,Satisfactory,72,"PM
2.5",1/1,Andhra Pradesh
Kanpur,Satisfactory,70,"CO, PM
10",3/4,Uttar Pradesh
Hyderabad,Satisfactory,70,"PM
10",11/14,Telangana
Angul,Satisfactory,70,CO,1/1,Odisha
Pimpri-Chinchwad,Satisfactory,69,"PM
10",4/4,Maharashtra
Bhiwandi,Satisfactory,69,"PM
10",1/1,Maharashtra
Gaya,Satisfactory,69,"CO, PM , PM
2.5 10",3/3,Bihar
