City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Rohtak,Moderate,176,"PM
2.5",1/1,Haryana
Meerut,Moderate,159,"PM
2.5",1/3,Uttar Pradesh
Ghaziabad,Moderate,148,"PM
10",3/4,Uttar Pradesh
Greater Noida,Moderate,139,"PM
10",2/2,Uttar Pradesh
Noida,Moderate,136,"PM
10",4/4,Uttar Pradesh
Muzaffarnagar,Moderate,136,"PM
2.5",1/1,Uttar Pradesh
Panipat,Moderate,132,"PM
2.5",1/1,Haryana
Bahadurgarh,Moderate,128,"PM
10",1/1,Haryana
Baghpat,Moderate,128,"PM
10",1/2,Uttar Pradesh
Mandi Gobindgarh,Moderate,127,"PM
2.5",1/1,Punjab
Delhi,Moderate,123,"PM , PM
10 2.5",37/39,Delhi
Faridabad,Moderate,121,"PM , PM
10 2.5",3/4,Haryana
Narnaul,Moderate,118,"PM
2.5",1/1,Haryana
Hapur,Moderate,113,"PM
2.5",1/1,Uttar Pradesh
Moradabad,Moderate,111,"PM
2.5",6/7,Uttar Pradesh
Bhiwadi,Moderate,104,"PM , PM
10 2.5",2/2,Rajasthan
Gummidipoondi,Moderate,102,"PM
10",1/1,Tamil Nadu
Ludhiana,Moderate,102,"PM
10",1/1,Punjab
Malegaon,Satisfactory,98,"PM
10",1/1,Maharashtra
Chandigarh,Satisfactory,97,"PM , PM
10 2.5",3/3,Chandigarh
Mandideep,Satisfactory,97,"PM
2.5",1/1,Madhya Pradesh
Hanumangarh,Satisfactory,96,"PM
10",1/1,Rajasthan
Dhanbad,Satisfactory,95,"NO
2",1/2,Jharkhand
Gurugram,Satisfactory,94,"PM , PM
10 2.5",3/4,Haryana
Pali,Satisfactory,91,"PM
10",1/1,Rajasthan
Thiruvananthapuram,Satisfactory,91,"PM
2.5",1/2,Kerala
Sirsa,Satisfactory,90,"PM
10",1/1,Haryana
Bulandshahr,Satisfactory,90,"PM
10",1/1,Uttar Pradesh
Jaipur,Satisfactory,90,"NO , PM , O
2 10 3",5/6,Rajasthan
Amritsar,Satisfactory,90,"PM
10",1/1,Punjab
Kishanganj,Satisfactory,87,"PM
2.5",1/1,Bihar
Sri Ganganagar,Satisfactory,87,"PM
10",1/1,Rajasthan
Khanna,Satisfactory,85,"PM
10",1/1,Punjab
Chandrapur,Satisfactory,84,"PM
10",2/2,Maharashtra
Eloor,Satisfactory,84,CO,1/1,Kerala
Coimbatore,Satisfactory,84,"PM , PM
10 2.5",2/2,Tamil Nadu
Chittoor,Satisfactory,84,"PM
2.5",1/1,Andhra Pradesh
Visakhapatnam,Satisfactory,83,"PM
10",1/1,Andhra Pradesh
Sikar,Satisfactory,83,"O
3",1/1,Rajasthan
Jhunjhunu,Satisfactory,79,"PM
10",1/1,Rajasthan
Churu,Satisfactory,78,"PM
10",1/1,Rajasthan
Tonk,Satisfactory,76,"PM
10",1/1,Rajasthan
Lucknow,Satisfactory,76,"PM
10",6/6,Uttar Pradesh
Ambala,Satisfactory,75,"PM
2.5",1/1,Haryana
Namakkal,Satisfactory,74,"PM
10",1/1,Tamil Nadu
Pithampur,Satisfactory,74,"PM
10",1/1,Madhya Pradesh
Nalbari,Satisfactory,73,"O
3",1/1,Assam
Rairangpur,Satisfactory,72,"PM
10",1/1,Odisha
Jaisalmer,Satisfactory,71,"PM
10",1/1,Rajasthan
Patiala,Satisfactory,70,"PM
10",1/1,Punjab
Rupnagar,Satisfactory,70,"PM
10",1/1,Punjab
Kohima,Satisfactory,70,"SO
2",1/1,Nagaland
Pimpri-Chinchwad,Satisfactory,70,"PM , CO
10",4/4,Maharashtra
Buxar,Satisfactory,70,"PM
10",1/1,Bihar
Chennai,Satisfactory,70,"PM
10",8/9,Tamil Nadu
Ratlam,Satisfactory,68,"PM
10",1/1,Madhya Pradesh
Dewas,Satisfactory,67,"PM
10",1/1,Madhya Pradesh
Bathinda,Satisfactory,66,"PM
10",1/1,Punjab
Ajmer,Satisfactory,66,"PM
10",1/1,Rajasthan
Rourkela,Satisfactory,66,"PM , O
2.5 3",2/3,Odisha
Bihar Sharif,Satisfactory,65,"PM
10",1/1,Bihar
Cuddalore,Satisfactory,65,"PM , PM
10 2.5",2/2,Tamil Nadu
Katni,Satisfactory,64,"O
3",1/1,Madhya Pradesh
Vrindavan,Satisfactory,64,"PM
10",1/1,Uttar Pradesh
Vatva,Satisfactory,64,"PM
2.5",1/1,Gujarat
Jalore,Satisfactory,64,"PM
10",1/1,Rajasthan
Kanchipuram,Satisfactory,64,"PM
2.5",1/1,Tamil Nadu
Maihar,Satisfactory,64,"PM
10",1/1,Madhya Pradesh
Bhopal,Satisfactory,64,"PM
10",2/3,Madhya Pradesh
Ankleshwar,Satisfactory,64,"SO
2",1/1,Gujarat
Banswara,Satisfactory,64,"PM
10",1/1,Rajasthan
Hyderabad,Satisfactory,63,"PM
10",10/14,Telangana
Rishikesh,Satisfactory,63,"PM
10",1/1,Uttarakhand
Vijayawada,Satisfactory,63,"O , PM
3 2.5",2/4,Andhra Pradesh
Kota,Satisfactory,63,"PM
10",3/3,Rajasthan
Jind,Satisfactory,62,"PM
2.5",1/1,Haryana
Jhansi,Satisfactory,62,"PM
10",1/1,Uttar Pradesh
Panchgaon,Satisfactory,60,"PM
10",1/1,Haryana
Nanded,Satisfactory,59,"PM
10",1/1,Maharashtra
Agra,Satisfactory,59,"PM , SO , PM
10 2 2.5",5/6,Uttar Pradesh
Bharatpur,Satisfactory,58,"O
3",1/1,Rajasthan
Jhalawar,Satisfactory,58,"O
3",1/1,Rajasthan
Virudhunagar,Satisfactory,58,"PM
10",1/1,Tamil Nadu
Singrauli,Satisfactory,58,"PM
10",1/1,Madhya Pradesh
Bhiwandi,Satisfactory,58,"PM
10",1/1,Maharashtra
Bhilwara,Satisfactory,58,"PM
10",1/1,Rajasthan
Dausa,Satisfactory,58,"PM
10",1/1,Rajasthan
Barmer,Satisfactory,58,"PM
10",1/1,Rajasthan
Chengalpattu,Satisfactory,57,"PM
2.5",1/1,Tamil Nadu
Bhagalpur,Satisfactory,56,"SO
2",2/2,Bihar
Nagaon,Satisfactory,56,"PM
2.5",1/1,Assam
Thrissur,Satisfactory,56,"PM
2.5",1/1,Kerala
Jalandhar,Satisfactory,55,"PM
10",1/1,Punjab
Sasaram,Satisfactory,55,CO,1/1,Bihar
Thoothukudi,Satisfactory,55,"PM
10",1/1,Tamil Nadu
Dehradun,Satisfactory,55,"PM
2.5",1/1,Uttarakhand
Angul,Satisfactory,54,CO,1/1,Odisha
Dhule,Satisfactory,54,"PM
10",1/1,Maharashtra
Bareilly,Satisfactory,54,"PM , SO
10 2",2/2,Uttar Pradesh
Ulhasnagar,Satisfactory,54,"PM
10",1/1,Maharashtra
Vellore,Satisfactory,54,"PM
10",1/1,Tamil Nadu
Chhal,Satisfactory,54,"O
3",1/1,Chhattisgarh
Satna,Satisfactory,53,"PM
10",1/1,Madhya Pradesh
Chittorgarh,Satisfactory,53,"O
3",1/1,Rajasthan
Bettiah,Satisfactory,53,"PM
10",1/1,Bihar
Patna,Satisfactory,53,"NO , PM
2 2.5",5/6,Bihar
Sawai Madhopur,Satisfactory,53,"PM
10",1/1,Rajasthan
Tumidih,Satisfactory,52,"PM
10",1/1,Chhattisgarh
Bengaluru,Satisfactory,52,"PM
10",10/14,Karnataka
Baran,Satisfactory,52,"PM
10",1/1,Rajasthan
Ahmedabad,Satisfactory,52,"PM , O
10 3",8/9,Gujarat
Udaipur,Satisfactory,51,"PM
10",1/1,Rajasthan
Nagaur,Satisfactory,51,"PM
10",1/1,Rajasthan
Tiruchirappalli,Satisfactory,51,"PM
10",1/1,Tamil Nadu
Silchar,Satisfactory,51,"PM
10",1/1,Assam
Badlapur,Satisfactory,51,"PM
10",1/1,Maharashtra
Vapi,Good,50,"PM
10",1/1,Gujarat
Arrah,Good,50,CO,1/1,Bihar
