City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Singrauli,Poor,278,"PM
10",1/1,Madhya Pradesh
Charkhi Dadri,Poor,269,"PM
2.5",1/1,Haryana
Greater Noida,Poor,260,"PM
10",2/2,Uttar Pradesh
Bulandshahr,Poor,259,"PM
10",1/1,Uttar Pradesh
Meerut,Poor,242,"O , PM
3 10",4/4,Uttar Pradesh
Bhiwadi,Poor,232,"PM , PM
10 2.5",2/2,Rajasthan
Ghaziabad,Poor,205,"PM , O , PM
10 3 2.5",5/6,Uttar Pradesh
Hajipur,Moderate,199,"O
3",1/1,Bihar
Kaithal,Moderate,186,"PM
2.5",1/1,Haryana
Baddi,Moderate,185,"PM
10",1/1,Himachal Pradesh
Samastipur,Moderate,184,"PM
2.5",1/1,Bihar
Faridabad,Moderate,183,"PM , PM
10 2.5",3/4,Haryana
Angul,Moderate,176,"O
3",1/1,Odisha
Khanna,Moderate,176,"PM
2.5",1/1,Punjab
Narnaul,Moderate,175,"PM
2.5",1/1,Haryana
Noida,Moderate,175,"PM
10",4/4,Uttar Pradesh
Delhi,Moderate,174,"PM
10",45/47,Delhi
Gurugram,Moderate,172,"PM , PM
10 2.5",4/4,Haryana
Baghpat,Moderate,172,"PM
10",1/2,Uttar Pradesh
Manesar,Moderate,170,"PM
2.5",1/1,Haryana
Jind,Moderate,169,"PM
2.5",1/1,Haryana
Dausa,Moderate,168,"PM
10",1/1,Rajasthan
Panipat,Moderate,167,"PM
10",1/1,Haryana
Kurukshetra,Moderate,166,"PM
10",1/1,Haryana
Dewas,Moderate,165,"O
3",1/1,Madhya Pradesh
Muzaffarnagar,Moderate,162,"PM
10",1/1,Uttar Pradesh
Nanded,Moderate,161,"PM
10",1/1,Maharashtra
Bharatpur,Moderate,160,"O
3",1/1,Rajasthan
Dharuhera,Moderate,160,"PM
2.5",1/1,Haryana
Hapur,Moderate,157,"PM
10",1/1,Uttar Pradesh
Begusarai,Moderate,157,"PM
2.5",1/1,Bihar
Byrnihat (Assam),Moderate,157,"PM
2.5",1/1,Meghalaya
Bikaner,Moderate,156,"PM
10",1/1,Rajasthan
Sawai Madhopur,Moderate,154,"O
3",1/1,Rajasthan
Yamuna Nagar,Moderate,153,"O
3",1/1,Haryana
Bahadurgarh,Moderate,149,"PM
2.5",1/1,Haryana
Dhanbad,Moderate,149,"NO
2",1/2,Jharkhand
Sikar,Moderate,146,"PM
10",1/1,Rajasthan
Churu,Moderate,145,"PM
10",1/1,Rajasthan
Ballabgarh,Moderate,143,"PM
2.5",1/1,Haryana
