City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Angul,Very Poor,301,"O
3",1/1,Odisha
Ballabgarh,Poor,284,"PM
10",1/1,Haryana
Hajipur,Poor,251,"PM
2.5",1/1,Bihar
Charkhi Dadri,Poor,249,"PM
2.5",1/1,Haryana
Baghpat,Poor,245,"PM
10",1/2,Uttar Pradesh
Ghaziabad,Poor,245,"PM , PM
2.5 10",6/6,Uttar Pradesh
Rohtak,Poor,236,"PM
2.5",1/1,Haryana
Meerut,Poor,236,"PM , PM
10 2.5",4/4,Uttar Pradesh
Hapur,Poor,235,"PM
10",1/1,Uttar Pradesh
Baddi,Poor,222,"PM
10",1/1,Himachal Pradesh
Greater Noida,Poor,214,"PM
10",2/2,Uttar Pradesh
Tirupati,Poor,202,"PM
2.5",1/1,Andhra Pradesh
Mandi Gobindgarh,Poor,202,"PM
10",1/1,Punjab
Bulandshahr,Moderate,199,"PM
10",1/1,Uttar Pradesh
Patna,Moderate,190,"PM , PM
10 2.5",6/6,Bihar
Kurukshetra,Moderate,184,"PM
10",1/1,Haryana
Panipat,Moderate,184,"PM
10",1/1,Haryana
Jind,Moderate,183,"PM
2.5",1/1,Haryana
Byasanagar,Moderate,179,"O
3",1/1,Odisha
Noida,Moderate,178,"PM
10",4/4,Uttar Pradesh
Delhi,Moderate,177,"PM
10",45/47,Delhi
Gurugram,Moderate,175,"PM , PM
10 2.5",4/4,Haryana
Suakati,Moderate,173,"PM
2.5",1/1,Odisha
Yamuna Nagar,Moderate,172,"PM
2.5",1/1,Haryana
Manesar,Moderate,172,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,171,"O
3",1/1,Rajasthan
Bhiwadi,Moderate,170,"PM , PM
2.5 10",2/2,Rajasthan
Hisar,Moderate,167,"O
3",1/1,Haryana
Bahadurgarh,Moderate,166,"PM
2.5",1/1,Haryana
Chandrapur,Moderate,162,"O , PM
3 10",2/2,Maharashtra
Muzaffarnagar,Moderate,162,"PM
10",1/1,Uttar Pradesh
Balasore,Moderate,159,"O
3",1/1,Odisha
Bharatpur,Moderate,157,"O
3",1/1,Rajasthan
Bathinda,Moderate,155,"PM
10",1/1,Punjab
Kalyan,Moderate,151,"PM
2.5",1/2,Maharashtra
Bhagalpur,Moderate,150,"PM , PM
10 2.5",2/2,Bihar
Barbil,Moderate,150,"O
3",1/1,Odisha
Mehsana,Moderate,148,"PM
10",1/1,Gujarat
Sikar,Moderate,148,"PM
10",1/1,Rajasthan
Saharsa,Moderate,147,"PM
10",1/1,Bihar
Sawai Madhopur,Moderate,141,"O
3",1/1,Rajasthan
Nandesari,Moderate,140,"PM
2.5",1/1,Gujarat
Singrauli,Moderate,139,"PM
10",1/1,Madhya Pradesh
Khurja,Moderate,137,"PM
10",1/1,Uttar Pradesh
Bhavnagar,Moderate,136,"PM
10",1/1,Gujarat
Begusarai,Moderate,136,"PM
2.5",1/1,Bihar
Churu,Moderate,136,"O
3",1/1,Rajasthan
Jaipur,Moderate,136,"PM
10",6/6,Rajasthan
Muzaffarpur,Moderate,136,"O , PM
3 2.5",3/3,Bihar
Lucknow,Moderate,136,"PM , PM
10 2.5",6/6,Uttar Pradesh
Amritsar,Moderate,135,"NO
2",1/1,Punjab
Motihari,Moderate,131,"PM
2.5",1/1,Bihar
Hanumangarh,Moderate,131,"PM
10",1/1,Rajasthan
Faridabad,Moderate,130,"PM , PM
10 2.5",3/4,Haryana
Gwalior,Moderate,130,"O , PM
3 10",2/4,Madhya Pradesh
Tonk,Moderate,129,"PM
10",1/1,Rajasthan
Panchgaon,Moderate,129,"PM
2.5",1/1,Haryana
Narnaul,Moderate,128,"PM
2.5",1/1,Haryana
Gaya,Moderate,127,"PM , PM
2.5 10",3/3,Bihar
Agra,Moderate,127,"PM
10",5/6,Uttar Pradesh
Palwal,Moderate,127,"PM
2.5",1/1,Haryana
Vadodara,Moderate,126,"PM
2.5",1/1,Gujarat
Nanded,Moderate,124,"PM
10",1/1,Maharashtra
Sonipat,Moderate,124,"PM
10",1/1,Haryana
Vatva,Moderate,123,"PM
10",1/1,Gujarat
Baran,Moderate,121,"PM
10",1/1,Rajasthan
Gandhinagar,Moderate,121,"PM
10",3/3,Gujarat
Gorakhpur,Moderate,120,"PM
10",1/1,Uttar Pradesh
Jaisalmer,Moderate,118,"PM
10",1/1,Rajasthan
Dharuhera,Moderate,118,"PM
2.5",1/1,Haryana
Jhunjhunu,Moderate,118,"PM
10",1/1,Rajasthan
Thane,Moderate,116,"PM
10",1/2,Maharashtra
Visakhapatnam,Moderate,116,"PM
10",1/1,Andhra Pradesh
Parbhani,Moderate,115,"PM
10",1/1,Maharashtra
Nayagarh,Moderate,114,"PM
10",1/1,Odisha
Nagaur,Moderate,113,"PM
10",1/1,Rajasthan
Arrah,Moderate,112,"PM
2.5",1/1,Bihar
Pali,Moderate,112,"PM
10",1/1,Rajasthan
Sirsa,Moderate,111,"O
3",1/1,Haryana
Siwan,Moderate,111,"PM
10",1/1,Bihar
Pithampur,Moderate,109,"PM
10",1/1,Madhya Pradesh
Sagar,Moderate,109,"O
3",1/2,Madhya Pradesh
Dhule,Moderate,108,"PM
10",1/1,Maharashtra
Kaithal,Moderate,108,"PM
10",1/1,Haryana
Katni,Moderate,108,"PM
10",1/1,Madhya Pradesh
Malegaon,Moderate,108,"PM
10",1/1,Maharashtra
Mandideep,Moderate,107,"O
3",1/1,Madhya Pradesh
Mysuru,Moderate,107,"O
3",1/1,Karnataka
Bhilwara,Moderate,106,"PM
10",1/1,Rajasthan
Bhopal,Moderate,106,"O , PM
3 10",3/3,Madhya Pradesh
Patiala,Moderate,106,"PM
10",1/1,Punjab
Udaipur,Moderate,105,"PM
10",1/1,Rajasthan
Jorapokhar,Moderate,105,"PM
10",1/1,Jharkhand
Pratapgarh,Moderate,104,"PM
10",1/1,Uttar Pradesh
Ajmer,Moderate,104,"PM
10",1/1,Rajasthan
Byrnihat (Assam),Moderate,104,"PM
2.5",1/1,Meghalaya
Alwar,Moderate,104,"PM
10",1/1,Rajasthan
Ahmedabad,Moderate,104,"PM
10",8/9,Gujarat
Karnal,Moderate,104,"PM
2.5",1/1,Haryana
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Mahad,Moderate,102,"PM
10",1/1,Maharashtra
Kunjemura,Moderate,102,"PM
10",1/1,Chhattisgarh
Moradabad,Moderate,102,"PM
10",6/7,Uttar Pradesh
Kota,Satisfactory,100,"PM , PM
10 2.5",3/3,Rajasthan
Ludhiana,Satisfactory,100,"PM
10",1/1,Punjab
Varanasi,Satisfactory,100,"PM
10",4/4,Uttar Pradesh
Firozabad,Satisfactory,100,"PM
10",2/2,Uttar Pradesh
Sasaram,Satisfactory,99,"PM
10",1/1,Bihar
Bundi,Satisfactory,99,"O
3",1/1,Rajasthan
Ahmednagar,Satisfactory,99,"O
3",1/1,Maharashtra
Damoh,Satisfactory,99,"PM
10",1/1,Madhya Pradesh
Vrindavan,Satisfactory,99,"PM
10",1/1,Uttar Pradesh
Dausa,Satisfactory,99,"O
3",1/1,Rajasthan
Durgapur,Satisfactory,98,"O , PM
3 10",3/3,West Bengal
Dewas,Satisfactory,98,"PM
10",1/1,Madhya Pradesh
Bengaluru,Satisfactory,98,"O , PM
3 10",11/14,Karnataka
Panchkula,Satisfactory,97,"PM
2.5",1/1,Haryana
Dholpur,Satisfactory,96,"PM
10",1/1,Rajasthan
Banswara,Satisfactory,95,"PM
10",1/1,Rajasthan
Jodhpur,Satisfactory,95,"O , PM
3 10",5/5,Rajasthan
Gummidipoondi,Satisfactory,95,"PM
10",1/1,Tamil Nadu
Chittorgarh,Satisfactory,94,"O
3",1/1,Rajasthan
