City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Leh,Moderate,187,CO,1/1,
Bhagalpur,Moderate,172,"PM
2.5",1/2,
Ambala,Moderate,160,"PM
10",1/1,Haryana
Tonk,Moderate,140,"PM
10",1/1,Rajasthan
Noida,Moderate,139,"PM , PM
10 2.5",4/4,Uttar Pradesh
Khora,Moderate,139,"PM
2.5",1/1,
Palwal,Moderate,139,"PM
10",1/1,Haryana
Bhiwani,Moderate,138,"PM
10",1/1,
Faridabad,Moderate,135,"PM , PM
2.5 10",3/4,Haryana
Manesar,Moderate,133,"PM
2.5",1/1,
Pithampur,Moderate,131,"PM
10",1/1,
Charkhi dadri,Moderate,124,"PM
2.5",1/1,Haryana
Khairthal,Moderate,122,"PM
2.5",1/1,Rajasthan
Baraut,Moderate,120,"PM
2.5",1/1,Uttar Pradesh
Panipat,Moderate,120,"PM
2.5",1/1,Haryana
Siliguri,Moderate,120,NO2,1/1,
Vatva,Moderate,114,"PM
10",1/1,
Jind,Moderate,114,"PM
2.5",1/1,Haryana
Chhapra,Moderate,113,"PM
10",1/1,
Delhi,Moderate,111,"PM , PM
2.5 10",44/46,National Capital Territory of Delhi
Narnaul,Moderate,110,"PM
10",1/1,Haryana
Byrnihat (Assam),Moderate,108,"PM
2.5",1/1,
Gurugram,Moderate,108,"PM , PM
2.5 10",3/4,
Muzaffarnagar,Moderate,107,"PM
2.5",1/1,
Sri ganganagar,Moderate,107,"PM
10",1/1,Rajasthan
Siwan,Moderate,105,"PM
10",1/1,
Dhanbad,Moderate,104,NO2,1/2,Jharkhand
Jorapokhar,Moderate,104,"PM
10",1/1,Jharkhand
Gandhinagar,Moderate,103,"PM
10",3/3,
Ajmer,Moderate,103,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,102,"PM
10",1/2,
Chittorgarh,Moderate,102,"PM
10",1/1,
Greater noida,Moderate,102,"PM
10",2/2,
Jodhpur,Moderate,101,"PM
10",4/5,Rajasthan
Alwar,Moderate,101,"PM
10",2/2,Rajasthan
Gadag,Satisfactory,99,"PM
10",1/1,
Jalandhar,Satisfactory,98,"PM
2.5",1/1,Punjab
Jaipur,Satisfactory,97,"CO, PM
10",5/6,Rajasthan
Gummidipoondi,Satisfactory,96,"PM
2.5",1/1,
Dharuhera,Satisfactory,96,"PM
2.5",1/1,Haryana
Kaithal,Satisfactory,94,"PM
10",1/1,Haryana
Nagaur,Satisfactory,94,"PM
10",1/1,
Pratapgarh,Satisfactory,93,"PM
10",1/1,Uttar Pradesh
Udaipur,Satisfactory,93,"PM
2.5",1/1,Rajasthan
Mehsana,Satisfactory,93,"PM
10",1/1,Gujarat
Samastipur,Satisfactory,93,"PM
2.5",1/1,Bihar
Ballabgarh,Satisfactory,93,"PM
10",1/1,Haryana
Baddi,Satisfactory,92,"PM
10",1/1,
Meerut,Satisfactory,92,"PM
10",3/4,Uttar Pradesh
Bahadurgarh,Satisfactory,91,"PM
10",1/1,
Gaya,Satisfactory,90,"PM
10",2/3,
Ambernath,Satisfactory,89,"PM
10",1/1,
Baghpat,Satisfactory,89,"PM
10",1/1,
Kalyan,Satisfactory,88,"PM
10",2/2,Maharashtra
Sirohi,Satisfactory,87,"PM
10",1/1,Rajasthan
Jalore,Satisfactory,87,"PM
10",1/1,
Ahmedabad,Satisfactory,87,"PM
10",8/9,Gujarat
Bikaner,Satisfactory,86,"PM
10",1/1,Rajasthan
Manguraha,Satisfactory,86,"PM
10",1/1,Bihar
Kannur,Satisfactory,86,"PM
2.5",1/1,Kerala
Jhunjhunu,Satisfactory,86,CO,1/1,Rajasthan
Khurja,Satisfactory,86,"PM
10",1/1,
Hisar,Satisfactory,86,"PM
10",1/1,
Ghaziabad,Satisfactory,86,"PM , CO, PM
10 2.5",5/7,Uttar Pradesh
Mysuru,Satisfactory,85,"O
3",1/1,Karnataka
Sirsa,Satisfactory,85,CO,1/1,Haryana
Shamli,Satisfactory,84,"PM
10",1/1,
