City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Visakhapatnam,Poor,235,"PM
10",1/1,Andhra Pradesh
Thiruvananthapuram,Moderate,185,"O , PM
3 10",2/2,Kerala
Gummidipoondi,Moderate,155,"PM
2.5",1/1,Tamil Nadu
Bileipada,Moderate,142,"PM
2.5",1/1,Odisha
Banswara,Moderate,131,"PM
10",1/1,Rajasthan
Bulandshahr,Moderate,128,"PM
10",1/1,Uttar Pradesh
Kishanganj,Moderate,128,"PM
2.5",1/1,Bihar
Chittoor,Moderate,124,"PM
2.5",1/1,Andhra Pradesh
Greater Noida,Moderate,124,"PM
10",2/2,Uttar Pradesh
Vapi,Moderate,122,"PM
10",1/1,Gujarat
Patna,Moderate,120,"PM , PM
10 2.5",5/6,Bihar
Motihari,Moderate,117,"PM
2.5",1/1,Bihar
Surat,Moderate,116,CO,1/1,Gujarat
Mandi Gobindgarh,Moderate,115,"PM
10",1/1,Punjab
Bihar Sharif,Moderate,114,"PM
2.5",1/1,Bihar
Coimbatore,Moderate,112,"CO, PM
2.5",2/2,Tamil Nadu
Gorakhpur,Moderate,111,"PM
2.5",1/1,Uttar Pradesh
Sawai Madhopur,Moderate,109,"PM
10",1/1,Rajasthan
Pratapgarh,Moderate,108,"PM
10",1/1,Uttar Pradesh
Ghaziabad,Moderate,108,"PM
10",3/4,Uttar Pradesh
Barbil,Moderate,105,"PM
10",1/1,Odisha
Saharsa,Moderate,104,"PM
10",1/1,Bihar
Siwan,Moderate,104,"PM
10",1/1,Bihar
Baddi,Moderate,103,"PM
10",1/1,Himachal Pradesh
Jalore,Moderate,103,"PM
10",1/1,Rajasthan
Nalbari,Moderate,102,"PM
2.5",1/1,Assam
Tonk,Satisfactory,99,"PM
10",1/1,Rajasthan
Aurangabad (Bihar),Satisfactory,98,"PM
10",1/1,Bihar
Ulhasnagar,Satisfactory,97,"PM
10",1/1,Maharashtra
Rairangpur,Satisfactory,96,"PM
10",1/1,Odisha
Manguraha,Satisfactory,96,CO,1/1,Bihar
Jaisalmer,Satisfactory,96,"PM
10",1/1,Rajasthan
Udaipur,Satisfactory,94,"PM
10",1/1,Rajasthan
Hanumangarh,Satisfactory,94,"NO
2",1/1,Rajasthan
Durgapur,Satisfactory,91,"PM
10",3/3,West Bengal
Rajgir,Satisfactory,91,CO,1/1,Bihar
Jaipur,Satisfactory,90,"CO, PM
10",6/6,Rajasthan
Boisar,Satisfactory,90,"PM
10",1/1,Maharashtra
Bhilwara,Satisfactory,89,"PM
10",1/1,Rajasthan
Katihar,Satisfactory,89,CO,1/1,Bihar
Kalyan,Satisfactory,87,"PM
10",1/2,Maharashtra
Eloor,Satisfactory,87,CO,1/1,Kerala
Bhagalpur,Satisfactory,87,"SO , PM
2 2.5",2/2,Bihar
Chennai,Satisfactory,86,"CO, PM
10",6/9,Tamil Nadu
Ludhiana,Satisfactory,86,"PM
10",1/1,Punjab
Kadapa,Satisfactory,86,"PM
10",1/1,Andhra Pradesh
Brajrajnagar,Satisfactory,86,"PM
10",1/1,Odisha
Dholpur,Satisfactory,86,"PM
10",1/1,Rajasthan
Pali,Satisfactory,85,"PM
10",1/1,Rajasthan
Jhansi,Satisfactory,85,"PM
10",1/1,Uttar Pradesh
Badlapur,Satisfactory,84,"PM
10",1/1,Maharashtra
Dhanbad,Satisfactory,84,"PM
10",1/2,Jharkhand
Jhalawar,Satisfactory,84,"PM
10",1/1,Rajasthan
Kota,Satisfactory,83,"PM
10",3/3,Rajasthan
Noida,Satisfactory,82,"PM
10",4/4,Uttar Pradesh
Hyderabad,Satisfactory,80,"PM , PM
10 2.5",11/14,Telangana
Bhiwadi,Satisfactory,80,"PM
10",2/2,Rajasthan
Delhi,Satisfactory,80,"PM
10",36/39,Delhi
Barmer,Satisfactory,79,"PM
10",1/1,Rajasthan
Baran,Satisfactory,79,"PM
10",1/1,Rajasthan
Sirohi,Satisfactory,79,"PM
10",1/1,Rajasthan
Tiruchirappalli,Satisfactory,79,"PM
2.5",1/1,Tamil Nadu
Dausa,Satisfactory,79,"PM
10",1/1,Rajasthan
Sangli,Satisfactory,78,"PM
10",1/1,Maharashtra
Bengaluru,Satisfactory,78,"PM , PM
10 2.5",11/14,Karnataka
Ariyalur,Satisfactory,77,"PM
2.5",1/1,Tamil Nadu
Munger,Satisfactory,77,"PM
2.5",1/1,Bihar
Moradabad,Satisfactory,76,"SO , PM , PM
2 10 2.5",6/7,Uttar Pradesh
Navi Mumbai,Satisfactory,76,"PM
10",6/8,Maharashtra
Agra,Satisfactory,75,"PM , PM
10 2.5",6/6,Uttar Pradesh
Nashik,Satisfactory,75,"PM
10",4/4,Maharashtra
Mandideep,Satisfactory,75,"PM
10",1/1,Madhya Pradesh
Chittorgarh,Satisfactory,75,"PM
10",1/1,Rajasthan
Dewas,Satisfactory,75,"PM
10",1/1,Madhya Pradesh
Angul,Satisfactory,75,"PM
10",1/1,Odisha
Ratlam,Satisfactory,75,"PM
10",1/1,Madhya Pradesh
Ankleshwar,Satisfactory,74,"SO
2",1/1,Gujarat
Alwar,Satisfactory,74,"NO
2",1/1,Rajasthan
Thane,Satisfactory,74,"PM
10",2/2,Maharashtra
