City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bhagalpur,Poor,201,NO2,1/2,
Gummidipoondi,Moderate,175,"PM
2.5",1/1,
Pali,Moderate,133,"PM
10",1/1,
Sonipat,Moderate,132,"PM
10",1/1,
Sri ganganagar,Moderate,126,"PM
10",1/1,
Gandhinagar,Moderate,120,"PM
10",3/3,
Narnaul,Moderate,118,"PM
2.5",1/1,Haryana
Charkhi dadri,Moderate,116,"PM
2.5",1/1,
Siliguri,Moderate,116,NO2,1/1,West Bengal
Pithampur,Moderate,115,"PM
10",1/1,
Gurugram,Moderate,111,"PM , PM , CO
2.5 10",3/4,
Jodhpur,Moderate,110,"PM
10",5/5,Rajasthan
Greater noida,Moderate,109,"PM
10",2/2,Uttar Pradesh
Bhilwara,Moderate,106,"PM
10",1/1,Rajasthan
Baddi,Moderate,106,"PM
10",1/1,
Jhunjhunu,Moderate,106,"PM
10",1/1,
Alwar,Moderate,106,"PM , PM
2.5 10",2/2,Rajasthan
Vatva,Moderate,104,"PM
10",1/1,
Dhanbad,Moderate,104,NO2,1/2,
Siwan,Moderate,104,"PM
10",1/1,
Bikaner,Moderate,103,"PM
10",1/1,Rajasthan
Khora,Moderate,102,CO,1/1,
Mandideep,Moderate,101,"PM
10",1/1,Madhya Pradesh
Chittorgarh,Satisfactory,100,"PM
10",1/1,Rajasthan
Chennai,Satisfactory,97,"PM
10",7/9,
Jalore,Satisfactory,97,"PM
10",1/1,
Bhiwadi,Satisfactory,92,"PM
10",2/2,Rajasthan
Visakhapatnam,Satisfactory,92,"PM
10",1/1,Andhra Pradesh
Rajsamand,Satisfactory,91,"O
3",1/1,Rajasthan
Bathinda,Satisfactory,90,"PM
10",1/1,
Jaisalmer,Satisfactory,90,"PM
10",1/1,Rajasthan
Chhapra,Satisfactory,89,CO,1/1,Gujarat
Ahmedabad,Satisfactory,89,"PM
10",6/9,Gujarat
Mandi gobindgarh,Satisfactory,85,"PM
10",1/1,
Sirsa,Satisfactory,85,CO,1/1,
Ambala,Satisfactory,85,"PM
10",1/1,Haryana
Noida,Satisfactory,82,"PM , O
10 3",4/4,
Bahadurgarh,Satisfactory,81,"PM
10",1/1,Haryana
Ludhiana,Satisfactory,79,"PM
10",1/1,
Jorapokhar,Satisfactory,79,"PM
10",1/1,Jharkhand
Mandikhera,Satisfactory,78,"PM
10",1/1,
Nagaur,Satisfactory,78,"PM
10",1/1,
Yamuna nagar,Satisfactory,78,"PM
10",1/1,
Mehsana,Satisfactory,77,"PM
10",1/1,
Delhi,Satisfactory,77,"PM
10",44/46,
Dharwad,Satisfactory,76,"PM
10",1/1,
Dharuhera,Satisfactory,76,"PM
2.5",1/1,
Ambernath,Satisfactory,75,"PM
10",1/1,
Karnal,Satisfactory,75,"PM
10",1/1,Haryana
Fatehabad,Satisfactory,75,"PM
10",1/1,
Barmer,Satisfactory,75,"PM
10",1/1,Rajasthan
Nandesari,Satisfactory,74,"PM
2.5",1/1,
Khurja,Satisfactory,73,"PM
10",1/1,
Tumidih,Satisfactory,73,"PM
2.5",1/1,
Ankleshwar,Satisfactory,72,"PM
10",1/1,
Manguraha,Satisfactory,71,"PM
10",1/1,
Satna,Satisfactory,71,"PM
10",1/1,Madhya Pradesh
Amritsar,Satisfactory,71,"PM
10",1/1,
Khanna,Satisfactory,70,"PM
10",1/1,
Surat,Satisfactory,70,"PM
10",2/2,Gujarat
Churu,Satisfactory,70,"PM
10",1/1,Rajasthan
Jhansi,Satisfactory,69,"PM
10",1/1,
Vadodara,Satisfactory,69,CO,1/1,
Agra,Satisfactory,69,"PM , PM , SO2
2.5 10",6/6,Uttar Pradesh
Katihar,Satisfactory,68,CO,1/1,Bihar
Byrnihat (Meghalaya),Satisfactory,68,"PM
2.5",1/1,
Hapur,Satisfactory,68,CO,1/1,Uttar Pradesh
Rajkot,Satisfactory,68,"PM
10",1/1,Gujarat
Udaipur,Satisfactory,68,"PM
10",1/1,
Begusarai,Satisfactory,66,"PM
10",1/1,
Ghaziabad,Satisfactory,66,"CO, PM
10",6/7,
Nagaon,Satisfactory,66,"PM
2.5",1/1,
Machilipatnam,Satisfactory,66,"PM
2.5",1/1,
