City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Agartala,Poor,269,"PM
10",1/2,Tripura
Sri Ganganagar,Poor,220,"PM
2.5",1/1,Rajasthan
Churu,Moderate,132,"PM
10",1/1,Rajasthan
Byrnihat,Moderate,119,"PM
2.5",1/1,Meghalaya
Jaisalmer,Moderate,105,"PM
10",1/1,Rajasthan
Barmer,Moderate,104,"PM
10",1/1,Rajasthan
Kota,Moderate,101,"PM
10",3/3,Rajasthan
Visakhapatnam,Moderate,101,"PM
10",1/1,Andhra Pradesh
Talcher,Satisfactory,100,CO,1/1,Odisha
Nagaur,Satisfactory,100,"PM
10",1/1,Rajasthan
Bikaner,Satisfactory,98,"PM
10",1/1,Rajasthan
Dausa,Satisfactory,97,"PM
10",1/1,Rajasthan
Dhanbad,Satisfactory,96,"PM
10",1/2,Jharkhand
Jalore,Satisfactory,95,"PM
10",1/1,Rajasthan
Eloor,Satisfactory,94,CO,1/1,Kerala
Vapi,Satisfactory,93,"PM
10",1/1,Gujarat
Jhunjhunu,Satisfactory,92,"PM
10",1/1,Rajasthan
Pali,Satisfactory,91,"PM
10",1/1,Rajasthan
Baddi,Satisfactory,88,"PM
10",1/1,Himachal Pradesh
Thoothukudi,Satisfactory,87,CO,1/1,Tamil Nadu
Jaipur,Satisfactory,87,"PM
10",6/6,Rajasthan
Sikar,Satisfactory,85,"PM
10",1/1,Rajasthan
Rajgir,Satisfactory,84,CO,1/1,Bihar
Bhiwadi,Satisfactory,82,"PM
10",2/2,Rajasthan
Durgapur,Satisfactory,81,"CO, PM
10",3/3,West Bengal
Chandigarh,Satisfactory,81,"CO, O , PM
3 10",3/3,Chandigarh
Tonk,Satisfactory,79,"PM
10",1/1,Rajasthan
Ludhiana,Satisfactory,79,"PM
10",1/1,Punjab
Bhagalpur,Satisfactory,79,"PM
10",1/2,Bihar
Chennai,Satisfactory,78,"PM
10",8/9,Tamil Nadu
Jhalawar,Satisfactory,78,CO,1/1,Rajasthan
Vatva,Satisfactory,78,"PM
10",1/1,Gujarat
Byasanagar,Satisfactory,76,CO,1/1,Odisha
Rajsamand,Satisfactory,75,"O
3",1/1,Rajasthan
Alwar,Satisfactory,75,CO,1/1,Rajasthan
Keonjhar,Satisfactory,74,CO,1/1,Odisha
Greater Noida,Satisfactory,73,"CO, PM
10",2/2,Uttar Pradesh
