City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Angul,Very Poor,305,"O
3",1/1,Odisha
Cuttack,Poor,231,"O
3",1/1,Odisha
Faridabad,Moderate,185,"PM , PM
10 2.5",3/4,Haryana
Ballabgarh,Moderate,179,"PM
10",1/1,Haryana
Dausa,Moderate,174,"PM
10",1/1,Rajasthan
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Bikaner,Moderate,156,"PM
10",1/1,Rajasthan
Greater Noida,Moderate,150,"PM , PM
10 2.5",2/2,Uttar Pradesh
Nandesari,Moderate,140,"PM
2.5",1/1,Gujarat
Gurugram,Moderate,138,"PM , PM
10 2.5",3/4,Haryana
Khanna,Moderate,135,"PM
2.5",1/1,Punjab
Rohtak,Moderate,133,"PM
2.5",1/1,Haryana
Ghaziabad,Moderate,133,"PM
2.5",4/4,Uttar Pradesh
Dharuhera,Moderate,130,"PM
2.5",1/1,Haryana
Vatva,Moderate,129,"PM
10",1/1,Gujarat
Fatehabad,Moderate,127,"PM
10",1/1,Haryana
Karauli,Moderate,126,CO,1/1,Rajasthan
Anantapur,Moderate,121,CO,1/1,Andhra Pradesh
Noida,Moderate,119,"PM , PM
10 2.5",4/4,Uttar Pradesh
Delhi,Moderate,119,"PM , PM
10 2.5",43/47,Delhi
Singrauli,Moderate,114,"NO
2",1/1,Madhya Pradesh
Bahadurgarh,Moderate,109,"PM
2.5",1/1,Haryana
Sawai Madhopur,Moderate,109,"O
3",1/1,Rajasthan
Sri Ganganagar,Moderate,109,"O
3",1/1,Rajasthan
Hanumangarh,Moderate,108,"PM
10",1/1,Rajasthan
Mahad,Moderate,108,"PM
2.5",1/1,Maharashtra
Rajkot,Moderate,107,"PM
2.5",1/1,Gujarat
Chandrapur,Moderate,106,"PM
10",2/2,Maharashtra
Bhiwadi,Moderate,106,"PM
10",2/2,Rajasthan
Ahmedabad,Moderate,105,"PM
10",7/9,Gujarat
Charkhi Dadri,Moderate,104,CO,1/1,Haryana
Mehsana,Moderate,104,CO,1/1,Gujarat
Solapur,Moderate,104,"PM
10",2/3,Maharashtra
Balasore,Moderate,103,"O
3",1/1,Odisha
Palwal,Moderate,103,CO,1/1,Haryana
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Patna,Moderate,101,"PM , O
10 3",4/6,Bihar
