City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Rupnagar,Poor,203,"PM
2.5",1/1,Punjab
Panipat,Moderate,196,"PM
10",1/1,Haryana
Yamuna nagar,Moderate,185,"PM
2.5",1/1,Haryana
Greater noida,Moderate,184,"PM
10",2/2,Uttar Pradesh
Jind,Moderate,183,"PM
2.5",1/1,Haryana
Baddi,Moderate,171,"PM
10",1/1,Himachal Pradesh
Sonipat,Moderate,170,"PM
2.5",1/1,Haryana
Khora,Moderate,169,"PM
2.5",1/1,
Charkhi dadri,Moderate,165,"PM
2.5",1/1,Haryana
Fatehabad,Moderate,163,"PM
10",1/1,Haryana
Bahadurgarh,Moderate,163,"PM
2.5",1/1,Haryana
Gurugram,Moderate,161,"PM , PM
2.5 10",4/4,Haryana
Churu,Moderate,160,"PM
10",1/1,Rajasthan
Hisar,Moderate,158,"PM
10",1/1,Haryana
Panchgaon,Moderate,156,"PM
2.5",1/1,
Meerut,Moderate,152,"PM , PM
2.5 10",4/4,Uttar Pradesh
Jaisalmer,Moderate,147,"PM
10",1/1,Rajasthan
Ambala,Moderate,143,"PM
10",1/1,
Bikaner,Moderate,143,"PM
10",1/1,Rajasthan
Noida,Moderate,141,"PM
10",4/4,Uttar Pradesh
Vatva,Moderate,140,"PM
2.5",1/1,
Jaipur,Moderate,140,"PM , PM
2.5 10",6/6,Rajasthan
Ghaziabad,Moderate,139,"PM
10",5/6,Uttar Pradesh
Tonk,Moderate,138,"PM
10",1/1,Rajasthan
Ballabgarh,Moderate,138,"PM
10",1/1,Haryana
Kurukshetra,Moderate,138,"PM
10",1/1,Haryana
Delhi,Moderate,136,"PM
10",45/46,National Capital Territory of Delhi
Amaravati,Moderate,135,"PM
10",1/1,Andhra Pradesh
Muzaffarnagar,Moderate,134,"PM
10",1/1,Uttar Pradesh
Bhiwani,Moderate,133,"PM
2.5",1/1,Haryana
Jhunjhunu,Moderate,132,"PM
10",1/1,Rajasthan
Pali,Moderate,132,"PM
2.5",1/1,Rajasthan
Faridabad,Moderate,130,"PM , PM
2.5 10",3/4,Haryana
Manesar,Moderate,130,"PM
2.5",1/1,Haryana
Narnaul,Moderate,127,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,126,"PM
10",1/1,Uttar Pradesh
Dausa,Moderate,126,"PM
10",1/1,Rajasthan
Sirsa,Moderate,126,"PM
10",1/1,Haryana
Katni,Moderate,124,"PM
10",1/1,Madhya Pradesh
Patiala,Moderate,119,"PM
10",1/1,Punjab
Siliguri,Moderate,119,NO2,1/1,West Bengal
Sawai madhopur,Moderate,119,"PM
10",1/1,Rajasthan
Karauli,Moderate,116,"PM
10",1/1,Rajasthan
Bileipada,Moderate,115,"PM
10",1/1,
Hapur,Moderate,115,"PM
10",1/1,Uttar Pradesh
Dharuhera,Moderate,115,"PM
2.5",1/1,Haryana
Hanumangarh,Moderate,112,"PM
10",1/1,Rajasthan
Chhapra,Moderate,111,"PM
10",1/1,Gujarat
Barmer,Moderate,108,"PM
10",1/1,Rajasthan
Raebareli,Moderate,106,"PM
10",1/2,Uttar Pradesh
Gummidipoondi,Moderate,106,"PM
10",1/1,
Karnal,Moderate,106,"PM
2.5",1/1,Haryana
Udaipur,Moderate,106,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,105,"PM
10",2/2,Rajasthan
Bihar sharif,Moderate,105,CO,1/1,Bihar
Thoothukudi,Moderate,105,"PM
10",1/1,Tamil Nadu
Sri ganganagar,Moderate,105,"PM
10",1/1,Rajasthan
Bhagalpur,Moderate,103,"PM
10",1/2,Bihar
Mathura,Moderate,103,"PM
10",1/1,Uttar Pradesh
Alwar,Moderate,102,"PM
2.5",1/1,Rajasthan
Amritsar,Moderate,102,"PM
10",1/1,Punjab
Sikar,Moderate,102,"PM
10",1/1,Rajasthan
Chennai,Moderate,101,"PM
10",6/9,Tamil Nadu
Ludhiana,Satisfactory,100,"PM
10",1/1,Punjab
Dhanbad,Satisfactory,99,NO2,1/2,Jharkhand
Saharsa,Satisfactory,98,"PM
10",1/1,Bihar
Khairthal,Satisfactory,98,"PM
10",1/1,Rajasthan
Jorapokhar,Satisfactory,98,"PM
10",1/1,Jharkhand
Banswara,Satisfactory,98,"PM
10",1/1,Rajasthan
Vadodara,Satisfactory,97,CO,1/1,Gujarat
Munger,Satisfactory,97,"PM
10",1/1,Bihar
Buxar,Satisfactory,95,"O
3",1/1,Bihar
Gwalior,Satisfactory,94,"PM , PM
10 2.5",3/4,Madhya Pradesh
Baran,Satisfactory,93,"PM
10",1/1,Rajasthan
Agra,Satisfactory,92,"PM , PM , SO2
10 2.5",6/6,Uttar Pradesh
Rajkot,Satisfactory,91,CO,1/1,Gujarat
Mandi gobindgarh,Satisfactory,91,"PM
10",1/1,
Varanasi,Satisfactory,91,"PM , PM
2.5 10",4/4,Uttar Pradesh
