City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Angul,Poor,286,"O
3",1/1,Odisha
Kaithal,Poor,273,"PM
2.5",1/1,Haryana
Singrauli,Poor,271,"PM
10",1/1,Madhya Pradesh
Meerut,Poor,265,"PM , PM
10 2.5",4/4,Uttar Pradesh
Baghpat,Poor,255,"PM
10",1/2,Uttar Pradesh
Ghaziabad,Poor,252,"PM , PM
10 2.5",6/6,Uttar Pradesh
Bileipada,Poor,241,"PM
10",1/1,Odisha
Byrnihat (Meghalaya),Poor,240,"PM
10",1/1,Meghalaya
Rohtak,Poor,236,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,233,"PM
10",1/1,Uttar Pradesh
Greater Noida,Poor,230,"PM
10",2/2,Uttar Pradesh
Kurukshetra,Poor,227,"PM
10",1/1,Haryana
Hapur,Poor,226,"PM
10",1/1,Uttar Pradesh
Charkhi Dadri,Poor,223,"PM
2.5",1/1,Haryana
Byasanagar,Poor,222,"O
3",1/1,Odisha
Nayagarh,Poor,214,"PM
10",1/1,Odisha
Jind,Poor,212,"PM
2.5",1/1,Haryana
Bahadurgarh,Poor,203,"PM
2.5",1/1,Haryana
Baddi,Poor,201,"PM
10",1/1,Himachal Pradesh
Cuttack,Moderate,197,"O
3",1/1,Odisha
Hajipur,Moderate,197,"PM
2.5",1/1,Bihar
Talcher,Moderate,195,"PM
10",1/1,Odisha
Barbil,Moderate,194,"PM
10",1/1,Odisha
Yamuna Nagar,Moderate,193,"PM
2.5",1/1,Haryana
Muzaffarnagar,Moderate,190,"O
3",1/1,Uttar Pradesh
Suakati,Moderate,184,"PM
2.5",1/1,Odisha
Parbhani,Moderate,176,"PM
2.5",1/1,Maharashtra
Delhi,Moderate,176,"PM
10",45/47,Delhi
Khurja,Moderate,176,"PM
2.5",1/1,Uttar Pradesh
Lucknow,Moderate,174,"PM , PM
10 2.5",6/6,Uttar Pradesh
Noida,Moderate,171,"PM
10",4/4,Uttar Pradesh
Panchkula,Moderate,164,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,161,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,158,"PM
10",1/2,Rajasthan
Panipat,Moderate,157,"PM
10",1/1,Haryana
Dhanbad,Moderate,157,"PM
10",1/2,Jharkhand
Baran,Moderate,155,"PM
2.5",1/1,Rajasthan
Sawai Madhopur,Moderate,153,"O
3",1/1,Rajasthan
Nanded,Moderate,151,"PM
10",1/1,Maharashtra
Manesar,Moderate,146,"PM
2.5",1/1,Haryana
Mehsana,Moderate,146,"PM
10",1/1,Gujarat
Pithampur,Moderate,144,"O
3",1/1,Madhya Pradesh
Patna,Moderate,141,"PM
10",6/6,Bihar
Bundi,Moderate,138,"O
3",1/1,Rajasthan
Karnal,Moderate,138,"PM
2.5",1/1,Haryana
