City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Very Poor,391,"PM
2.5",4/4,Uttar Pradesh
Greater Noida,Very Poor,381,"PM
10",2/2,Uttar Pradesh
Delhi,Very Poor,377,"PM
2.5",39/39,Delhi
Manesar,Very Poor,368,"PM
2.5",1/1,Haryana
Ghaziabad,Very Poor,358,"PM , PM
10 2.5",4/4,Uttar Pradesh
Dharuhera,Very Poor,350,"PM
2.5",1/1,Haryana
Bhiwadi,Very Poor,349,"PM
2.5",2/2,Rajasthan
Hapur,Very Poor,344,"PM
2.5",1/1,Uttar Pradesh
Sonipat,Very Poor,331,"PM
2.5",1/1,Haryana
Rohtak,Very Poor,329,"PM
2.5",1/1,Haryana
Gurugram,Very Poor,317,"PM
2.5",3/4,Haryana
Charkhi Dadri,Very Poor,317,"PM
2.5",1/1,Haryana
Meerut,Very Poor,308,"PM , PM
10 2.5",3/3,Uttar Pradesh
Bhiwani,Very Poor,301,"PM
2.5",1/1,Haryana
Pithampur,Poor,291,"PM
2.5",1/1,Madhya Pradesh
Baghpat,Poor,287,"PM
2.5",1/2,Uttar Pradesh
Dewas,Poor,280,"PM
2.5",1/1,Madhya Pradesh
Surat,Poor,277,"PM
10",1/1,Gujarat
Nandesari,Poor,273,"PM
2.5",1/1,Gujarat
Bulandshahr,Poor,269,"PM
2.5",1/1,Uttar Pradesh
Muzaffarnagar,Poor,266,"PM
2.5",1/1,Uttar Pradesh
Bhubaneswar,Poor,260,"PM
2.5",2/2,Odisha
Dholpur,Poor,259,"PM
2.5",1/1,Rajasthan
Amaravati,Poor,258,"PM
2.5",1/1,Andhra Pradesh
Cuttack,Poor,256,"PM
2.5",1/1,Odisha
Karnal,Poor,255,"PM
2.5",1/1,Haryana
Kollam,Poor,250,"PM
2.5",1/1,Kerala
Gummidipoondi,Poor,245,"PM
2.5",1/1,Tamil Nadu
Khurja,Poor,244,"PM
2.5",1/1,Uttar Pradesh
Jind,Poor,243,"PM
2.5",1/1,Haryana
