City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bikaner,Poor,276,"PM
10",1/1,Rajasthan
Churu,Poor,253,"PM
10",1/1,Rajasthan
Jaisalmer,Poor,234,"PM
10",1/1,Rajasthan
Nagaur,Poor,219,"PM
10",1/1,Rajasthan
Barmer,Poor,211,"PM
10",1/1,Rajasthan
Dausa,Poor,206,"PM
10",1/1,Rajasthan
Baghpat,Moderate,199,"PM
10",1/2,Uttar Pradesh
Delhi,Moderate,197,"PM , PM
2.5 10",33/39,Delhi
Rajgir,Moderate,194,"PM
2.5",1/1,Bihar
Bulandshahr,Moderate,192,"PM
10",1/1,Uttar Pradesh
Gurugram,Moderate,192,"PM
10",1/4,Haryana
Sawai Madhopur,Moderate,187,"PM
10",1/1,Rajasthan
Hanumangarh,Moderate,182,"PM
10",1/1,Rajasthan
Sikar,Moderate,182,"PM
10",1/1,Rajasthan
Jaipur,Moderate,180,"PM , PM
2.5 10",6/6,Rajasthan
Baddi,Moderate,177,"O
3",1/1,Himachal Pradesh
Jhunjhunu,Moderate,173,"PM
10",1/1,Rajasthan
Hajipur,Moderate,168,"O
3",1/1,Bihar
Barbil,Moderate,166,"O
3",1/1,Odisha
Tonk,Moderate,163,"PM
10",1/1,Rajasthan
Muzaffarnagar,Moderate,157,"O
3",1/1,Uttar Pradesh
Chandigarh,Moderate,156,"PM , O , PM
2.5 3 10",3/3,Chandigarh
Ghaziabad,Moderate,152,"PM
10",4/4,Uttar Pradesh
Vapi,Moderate,152,"PM
10",1/1,Gujarat
Amritsar,Moderate,151,"PM
2.5",1/1,Punjab
Visakhapatnam,Moderate,150,"PM
10",1/1,Andhra Pradesh
Pali,Moderate,149,"PM
10",1/1,Rajasthan
Samastipur,Moderate,146,"PM
10",1/1,Bihar
Noida,Moderate,146,"PM
10",4/4,Uttar Pradesh
Bhiwadi,Moderate,144,"PM , PM
2.5 10",2/2,Rajasthan
Sri Ganganagar,Moderate,143,"PM
10",1/1,Rajasthan
Karauli,Moderate,142,"PM
10",1/1,Rajasthan
Brajrajnagar,Moderate,141,"O
3",1/1,Odisha
Kota,Moderate,140,"PM
10",3/3,Rajasthan
Meerut,Moderate,140,"PM , CO
10",3/3,Uttar Pradesh
Udaipur,Moderate,138,"PM
10",1/1,Rajasthan
Bundi,Moderate,137,"PM
10",1/1,Rajasthan
Patna,Moderate,136,"PM , PM
2.5 10",5/6,Bihar
Ajmer,Moderate,135,"PM
10",1/1,Rajasthan
