City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Severe,455,"PM
2.5",4/4,Uttar Pradesh
Greater Noida,Severe,442,"PM
2.5",2/2,Uttar Pradesh
Delhi,Severe,431,"PM
2.5",39/40,Delhi
Ghaziabad,Severe,430,"PM , PM
10 2.5",2/4,Uttar Pradesh
Panipat,Severe,426,"PM
10",1/1,Haryana
Dharuhera,Very Poor,368,"PM
2.5",1/1,Haryana
Ballabgarh,Very Poor,356,"PM
10",1/1,Haryana
Hapur,Very Poor,355,"PM
2.5",1/1,Uttar Pradesh
Meerut,Very Poor,355,"PM , PM
10 2.5",3/3,Uttar Pradesh
Bahadurgarh,Very Poor,353,"PM
2.5",1/1,Haryana
Manesar,Very Poor,351,"PM
2.5",1/1,Haryana
Jind,Very Poor,332,"PM
2.5",1/1,Haryana
Bulandshahr,Very Poor,325,"PM
2.5",1/1,Uttar Pradesh
Gurugram,Very Poor,322,"PM
2.5",4/4,Haryana
Bhiwadi,Very Poor,321,"PM
2.5",2/2,Rajasthan
Amritsar,Very Poor,316,"PM
2.5",1/1,Punjab
Muzaffarnagar,Very Poor,302,"PM
2.5",1/1,Uttar Pradesh
Khurja,Poor,299,"PM
2.5",1/1,Uttar Pradesh
Kaithal,Poor,299,"PM
2.5",1/1,Haryana
Rohtak,Poor,298,"PM
2.5",1/1,Haryana
Haldia,Poor,292,"PM
2.5",1/1,West Bengal
Mandideep,Poor,287,"PM
10",1/1,Madhya Pradesh
Kurukshetra,Poor,282,"PM
2.5",1/1,Haryana
Bileipada,Poor,279,"PM
2.5",1/1,Odisha
Talcher,Poor,275,"PM
2.5",1/1,Odisha
Balasore,Poor,273,"PM
2.5",1/1,Odisha
Bhubaneswar,Poor,272,"O , PM
3 2.5",2/2,Odisha
Sasaram,Poor,266,"PM
2.5",1/1,Bihar
Charkhi Dadri,Poor,264,"PM
2.5",1/1,Haryana
Asansol,Poor,259,"PM
2.5",4/4,West Bengal
Karnal,Poor,256,"PM
2.5",1/1,Haryana
Sonipat,Poor,255,"PM
2.5",1/1,Haryana
Baddi,Poor,251,"PM
2.5",1/1,Himachal Pradesh
Howrah,Poor,249,"PM
2.5",5/5,West Bengal
Yamuna Nagar,Poor,247,"PM
2.5",1/1,Haryana
Cuttack,Poor,246,"O
3",1/1,Odisha
Pimpri-Chinchwad,Poor,242,"PM , PM
10 2.5",4/4,Maharashtra
Gummidipoondi,Poor,242,"PM
2.5",1/1,Tamil Nadu
Buxar,Poor,241,"PM
2.5",1/1,Bihar
Chhapra,Poor,238,"PM
2.5",1/1,Bihar
Prayagraj,Poor,232,"PM
2.5",2/3,Uttar Pradesh
Byasanagar,Poor,232,"PM
2.5",1/1,Odisha
Fatehabad,Poor,231,"PM
2.5",1/1,Haryana
Arrah,Poor,230,"PM
2.5",1/1,Bihar
Begusarai,Poor,230,"PM
2.5",1/1,Bihar
Lucknow,Poor,230,"PM
2.5",6/6,Uttar Pradesh
Bihar Sharif,Poor,228,"PM
2.5",1/1,Bihar
Panchgaon,Poor,226,"PM
2.5",1/1,Haryana
Patna,Poor,226,"PM
2.5",5/6,Bihar
Sri Ganganagar,Poor,220,"PM
10",1/1,Rajasthan
Visakhapatnam,Poor,220,"PM
10",1/1,Andhra Pradesh
Mandikhera,Poor,219,"PM
2.5",1/1,Haryana
Varanasi,Poor,219,"PM , PM
10 2.5",4/4,Uttar Pradesh
Barbil,Poor,219,"PM
2.5",1/1,Odisha
Hajipur,Poor,218,"PM
2.5",1/1,Bihar
Narnaul,Poor,217,"PM
2.5",1/1,Haryana
Faridabad,Poor,214,"PM , PM
10 2.5",3/4,Haryana
Samastipur,Poor,212,"PM
2.5",1/1,Bihar
Kolkata,Poor,210,"PM
2.5",7/7,West Bengal
Dhanbad,Poor,209,"PM
10",1/2,Jharkhand
Singrauli,Poor,207,"PM
2.5",1/1,Madhya Pradesh
Durgapur,Poor,207,"PM
2.5",2/3,West Bengal
Jhunjhunu,Poor,206,"PM
10",1/1,Rajasthan
Sangli,Poor,206,"PM
2.5",1/1,Maharashtra
Churu,Poor,205,"PM
10",1/1,Rajasthan
Barrackpore,Poor,203,"PM
2.5",1/1,West Bengal
Tonk,Poor,202,"PM
10",1/1,Rajasthan
Pune,Poor,202,"PM , PM
10 2.5",8/13,Maharashtra
Rajgir,Poor,202,"PM
2.5",1/1,Bihar
Chandigarh,Moderate,199,"PM
2.5",3/3,Chandigarh
Gwalior,Moderate,199,"PM
2.5",3/4,Madhya Pradesh
Bhopal,Moderate,198,"PM , O , PM
10 3 2.5",3/3,Madhya Pradesh
Sikar,Moderate,197,"PM
10",1/1,Rajasthan
Agra,Moderate,194,"PM
10",6/6,Uttar Pradesh
Kalyan,Moderate,193,"PM
10",1/2,Maharashtra
Baripada,Moderate,193,"PM
2.5",1/1,Odisha
Munger,Moderate,193,"PM
2.5",1/1,Bihar
Palwal,Moderate,189,"PM
2.5",1/1,Haryana
Khanna,Moderate,188,"PM
2.5",1/1,Punjab
Angul,Moderate,186,"O
3",1/1,Odisha
Byrnihat,Moderate,185,"PM
2.5",1/1,Meghalaya
Patiala,Moderate,182,"PM
10",1/1,Punjab
Bharatpur,Moderate,182,"PM
2.5",1/1,Rajasthan
Naharlagun,Moderate,182,"PM
2.5",1/1,
Tirumala,Moderate,181,"PM
2.5",1/1,Andhra Pradesh
Jodhpur,Moderate,180,"PM , O , PM
10 3 2.5",5/5,Rajasthan
Gaya,Moderate,179,"PM , PM
10 2.5",3/3,Bihar
Nagaur,Moderate,178,"PM
10",1/1,Rajasthan
Kota,Moderate,178,"PM , PM
10 2.5",3/3,Rajasthan
Jaipur,Moderate,178,"PM , PM
10 2.5",6/6,Rajasthan
Bikaner,Moderate,177,"PM
10",1/1,Rajasthan
Sri Vijaya Puram,Moderate,176,"PM
10",1/1,Andaman and Nicobar Islands
Jalore,Moderate,172,"PM
10",1/1,Rajasthan
Panchkula,Moderate,172,"PM
2.5",1/1,Haryana
Tirupur,Moderate,171,"PM
2.5",1/1,Tamil Nadu
Ulhasnagar,Moderate,169,"PM
2.5",1/1,Maharashtra
Hanumangarh,Moderate,169,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,165,"PM
2.5",1/1,Uttar Pradesh
Amaravati,Moderate,164,"PM
10",1/1,Andhra Pradesh
"Aurangabad
(Maharashtra)",Moderate,164,"PM , PM
10 2.5",3/3,Maharashtra
Kanpur,Moderate,164,"PM
2.5",3/4,Uttar Pradesh
Jalgaon,Moderate,163,"PM
2.5",1/1,Maharashtra
Bhilwara,Moderate,162,"PM
2.5",1/1,Rajasthan
Aurangabad (Bihar),Moderate,161,"PM
10",1/1,Bihar
Bhiwani,Moderate,161,"PM
2.5",1/1,Haryana
Katni,Moderate,160,"PM
2.5",1/1,Madhya Pradesh
