City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Tonk,Very Poor,308,"PM
2.5",1/1,Rajasthan
Mandideep,Poor,299,"PM
10",1/1,Madhya Pradesh
Sawai Madhopur,Poor,293,"PM
2.5",1/1,Rajasthan
Delhi,Poor,291,"PM
2.5",39/40,Delhi
Narnaul,Poor,289,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,283,"PM
2.5",4/4,Uttar Pradesh
Kota,Poor,281,"PM
2.5",3/3,Rajasthan
Gurugram,Poor,280,"PM
2.5",4/4,Haryana
Gwalior,Poor,278,"PM
2.5",3/4,Madhya Pradesh
Greater Noida,Poor,278,"PM
2.5",2/2,Uttar Pradesh
Siwan,Poor,267,"PM
2.5",1/1,Bihar
Arrah,Poor,262,"PM
2.5",1/1,Bihar
Noida,Poor,260,"PM
2.5",4/4,Uttar Pradesh
Bundi,Poor,259,"PM
2.5",1/1,Rajasthan
Chittorgarh,Poor,257,"PM
2.5",1/1,Rajasthan
Pratapgarh,Poor,247,"PM
2.5",1/1,Uttar Pradesh
Faridabad,Poor,246,"PM
2.5",3/4,Haryana
Singrauli,Poor,245,"PM
2.5",1/1,Madhya Pradesh
Hajipur,Poor,243,"PM
2.5",1/1,Bihar
Baddi,Poor,236,"PM
2.5",1/1,Himachal Pradesh
Ujjain,Poor,231,"PM
2.5",1/2,Madhya Pradesh
Dharuhera,Poor,229,"PM
2.5",1/1,Haryana
Jaisalmer,Poor,226,"PM
2.5",1/1,Rajasthan
Patna,Poor,226,"PM
2.5",6/6,Bihar
Ballabgarh,Poor,225,"PM
2.5",1/1,Haryana
Sikar,Poor,222,"PM
2.5",1/1,Rajasthan
Bikaner,Poor,222,"PM
2.5",1/1,Rajasthan
Bhopal,Poor,221,"O , PM , PM
3 2.5 10",3/3,Madhya Pradesh
Bhiwadi,Poor,221,"PM
2.5",2/2,Rajasthan
Buxar,Poor,220,"PM
2.5",1/1,Bihar
Meerut,Poor,219,"PM , PM
2.5 10",3/3,Uttar Pradesh
Dungarpur,Poor,219,"PM
2.5",1/1,Rajasthan
Churu,Poor,219,"PM
2.5",1/1,Rajasthan
Vatva,Poor,216,"PM
2.5",1/1,Gujarat
Lucknow,Poor,210,"PM , PM
2.5 10",6/6,Uttar Pradesh
Jhalawar,Poor,210,"PM
2.5",1/1,Rajasthan
Vapi,Poor,209,"PM
10",1/1,Gujarat
Bhilwara,Poor,208,"PM
2.5",1/1,Rajasthan
Kanpur,Poor,204,"PM , PM
2.5 10",3/4,Uttar Pradesh
Muzaffarnagar,Poor,203,"PM
2.5",1/1,Uttar Pradesh
Sirohi,Poor,203,"PM
2.5",1/1,Rajasthan
Dehradun,Moderate,199,"PM
2.5",1/1,Uttarakhand
Saharsa,Moderate,189,"PM
2.5",1/1,Bihar
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Dholpur,Moderate,186,"PM
2.5",1/1,Rajasthan
Rajgir,Moderate,185,"PM
2.5",1/1,Bihar
Pali,Moderate,185,"PM
2.5",1/1,Rajasthan
Chandigarh,Moderate,183,"PM
2.5",1/3,Chandigarh
