City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Nandesari,Poor,270,"PM
2.5",1/1,Gujarat
Surat,Poor,263,"PM
2.5",1/1,Gujarat
Amritsar,Poor,232,"PM
2.5",1/1,Punjab
Kashipur,Moderate,188,CO,1/1,Uttarakhand
Kishanganj,Moderate,172,"PM
2.5",1/1,Bihar
Bileipada,Moderate,146,"PM
2.5",1/1,Odisha
Gurugram,Moderate,138,"O
3",1/4,Haryana
Gummidipoondi,Moderate,130,"PM
2.5",1/1,Tamil Nadu
Visakhapatnam,Moderate,128,"PM
10",1/1,Andhra Pradesh
Saharsa,Moderate,121,"PM
10",1/1,Bihar
Greater Noida,Moderate,120,"PM
10",2/2,Uttar Pradesh
Baddi,Moderate,117,"PM
10",1/1,Himachal Pradesh
Sri Ganganagar,Moderate,114,"PM
2.5",1/1,Rajasthan
Imphal,Moderate,111,"SO
2",1/2,Manipur
Byrnihat,Moderate,105,"PM
2.5",1/1,Meghalaya
Korba,Moderate,103,"PM
10",2/2,Chhattisgarh
Rairangpur,Moderate,102,"PM
10",1/1,Odisha
Samastipur,Satisfactory,100,"PM
10",1/1,Bihar
Bareilly,Satisfactory,98,"SO
2",1/2,Uttar Pradesh
Dhanbad,Satisfactory,95,"PM
10",1/2,Jharkhand
Gaya,Satisfactory,95,"PM , PM
10 2.5",3/3,Bihar
Keonjhar,Satisfactory,94,CO,1/1,Odisha
Tumakuru,Satisfactory,92,"PM
10",1/1,Karnataka
Chandigarh,Satisfactory,90,"PM
10",3/3,Chandigarh
Rajgir,Satisfactory,90,CO,1/1,Bihar
Chandrapur,Satisfactory,90,"PM , SO
10 2",2/2,Maharashtra
Khanna,Satisfactory,89,"PM
2.5",1/1,Punjab
Hajipur,Satisfactory,88,"PM
2.5",1/1,Bihar
Ludhiana,Satisfactory,87,"PM
10",1/1,Punjab
Kunjemura,Satisfactory,86,"PM
10",1/1,Chhattisgarh
Rajsamand,Satisfactory,85,"O
3",1/1,Rajasthan
Suakati,Satisfactory,84,"PM
10",1/1,Odisha
Jalandhar,Satisfactory,82,"PM
10",1/1,Punjab
Bikaner,Satisfactory,80,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,79,"PM
10",3/4,Uttar Pradesh
Delhi,Satisfactory,79,"O , PM
3 10",35/39,Delhi
Byasanagar,Satisfactory,79,CO,1/1,Odisha
Patiala,Satisfactory,78,"PM
10",1/1,Punjab
Vapi,Satisfactory,78,"PM
10",1/1,Gujarat
Rajamahendravaram,Satisfactory,78,"PM
10",1/1,Andhra Pradesh
Barbil,Satisfactory,77,"PM
10",1/1,Odisha
Hosur,Satisfactory,76,"PM
10",1/1,Tamil Nadu
Chennai,Satisfactory,76,"CO, PM
10",8/9,Tamil Nadu
Pali,Satisfactory,75,"PM
2.5",1/1,Rajasthan
Asansol,Satisfactory,75,"PM
10",4/4,West Bengal
Churu,Satisfactory,74,"PM
10",1/1,Rajasthan
Noida,Satisfactory,74,"PM , CO
10",3/4,Uttar Pradesh
Tirupati,Satisfactory,74,"PM
2.5",1/1,Andhra Pradesh
Jaisalmer,Satisfactory,74,CO,1/1,Rajasthan
Khurja,Satisfactory,74,"PM
10",1/1,Uttar Pradesh
Bhubaneswar,Satisfactory,74,CO,2/2,Odisha
Gorakhpur,Satisfactory,73,"PM
10",1/1,Uttar Pradesh
Alwar,Satisfactory,73,CO,1/1,Rajasthan
Badlapur,Satisfactory,73,"PM
10",1/1,Maharashtra
Mandideep,Satisfactory,72,"PM
10",1/1,Madhya Pradesh
Kota,Satisfactory,72,"PM
10",3/3,Rajasthan
Bhiwadi,Satisfactory,70,"PM , PM
10 2.5",2/2,Rajasthan
Jalna,Satisfactory,70,"O
3",1/1,Maharashtra
Mandi Gobindgarh,Satisfactory,69,"PM
10",1/1,Punjab
Patna,Satisfactory,69,"PM , CO
10",6/6,Bihar
Sikar,Satisfactory,68,"PM
10",1/1,Rajasthan
