City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Gurugram,Poor,296,"PM
2.5",4/4,Haryana
Guwahati,Poor,294,"PM
2.5",2/4,Assam
Ghaziabad,Poor,272,"PM
2.5",3/4,Uttar Pradesh
Bhiwani,Poor,262,"PM
2.5",1/1,Haryana
Delhi,Poor,261,"PM , O
2.5 3",38/40,Delhi
Mandideep,Poor,259,"PM
2.5",1/1,Madhya Pradesh
Hapur,Poor,254,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Poor,246,"PM
10",2/2,Uttar Pradesh
Manesar,Poor,246,"PM
2.5",1/1,Haryana
Panchgaon,Poor,244,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,242,"PM
10",1/1,Haryana
Bahadurgarh,Poor,241,"PM
2.5",1/1,Haryana
Noida,Poor,236,"PM , O
2.5 3",3/4,Uttar Pradesh
Muzaffarnagar,Poor,228,"PM
2.5",1/1,Uttar Pradesh
Dharuhera,Poor,206,"PM
2.5",1/1,Haryana
Cuttack,Moderate,196,"PM
2.5",1/1,Odisha
Yamuna Nagar,Moderate,196,"PM
2.5",1/1,Haryana
Kunjemura,Moderate,192,"PM
10",1/1,Chhattisgarh
Meerut,Moderate,190,"PM , PM
10 2.5",3/3,Uttar Pradesh
Gummidipoondi,Moderate,186,"PM
2.5",1/1,Tamil Nadu
Karnal,Moderate,186,"PM
2.5",1/1,Haryana
Singrauli,Moderate,186,"PM
10",1/1,Madhya Pradesh
Bhubaneswar,Moderate,185,"PM , O
2.5 3",2/2,Odisha
Tonk,Moderate,183,"PM
10",1/1,Rajasthan
Sri Ganganagar,Moderate,180,"O
3",1/1,Rajasthan
Ahmedabad,Moderate,180,"PM , PM
10 2.5",6/9,Gujarat
Bhiwadi,Moderate,180,"PM
2.5",2/2,Rajasthan
Byasanagar,Moderate,179,"O
3",1/1,Odisha
Balasore,Moderate,178,"O
3",1/1,Odisha
Bikaner,Moderate,177,"PM
10",1/1,Rajasthan
Sikar,Moderate,173,"PM
10",1/1,Rajasthan
Angul,Moderate,171,"PM
2.5",1/1,Odisha
Sawai Madhopur,Moderate,170,"PM
10",1/1,Rajasthan
Pithampur,Moderate,166,"O
3",1/1,Madhya Pradesh
Vadodara,Moderate,166,"PM
2.5",1/1,Gujarat
Hajipur,Moderate,166,"PM
2.5",1/1,Bihar
Visakhapatnam,Moderate,163,"PM
2.5",1/1,Andhra Pradesh
Rohtak,Moderate,162,"PM
2.5",1/1,Haryana
Baddi,Moderate,161,"PM
10",1/1,Himachal Pradesh
Baghpat,Moderate,157,"PM
10",1/2,Uttar Pradesh
Ahmednagar,Moderate,157,"PM
2.5",1/1,Maharashtra
Kashipur,Moderate,155,"PM
2.5",1/1,Uttarakhand
Vatva,Moderate,155,"PM
2.5",1/1,Gujarat
Gandhinagar,Moderate,155,"PM
10",2/3,Gujarat
Talcher,Moderate,153,"PM
10",1/1,Odisha
Nalbari,Moderate,152,"PM
2.5",1/1,Assam
Kolkata,Moderate,152,"PM
2.5",7/7,West Bengal
Mehsana,Moderate,151,CO,1/1,Gujarat
Byrnihat,Moderate,150,"PM
2.5",1/1,Meghalaya
Mandi Gobindgarh,Moderate,150,CO,1/1,Punjab
Pune,Moderate,150,"PM
2.5",9/13,Maharashtra
Faridabad,Moderate,148,"PM , PM
10 2.5",2/4,Haryana
Surat,Moderate,146,"CO, PM
10",2/2,Gujarat
Tirumala,Moderate,142,"PM
2.5",1/1,Andhra Pradesh
Jalore,Moderate,142,"PM
10",1/1,Rajasthan
Nagaon,Moderate,141,"PM
2.5",1/1,Assam
Howrah,Moderate,141,"PM , PM
10 2.5",5/5,West Bengal
Bulandshahr,Moderate,141,"PM
10",1/1,Uttar Pradesh
Sangli,Moderate,140,"PM
2.5",1/1,Maharashtra
Ramanagara,Moderate,139,"PM
10",1/1,Karnataka
Belapur,Moderate,139,"PM
10",1/1,Maharashtra
Siliguri,Moderate,137,"PM
10",1/1,West Bengal
Bengaluru,Moderate,137,"PM , PM , O
10 2.5 3",11/14,Karnataka
Patna,Moderate,136,"PM , PM
10 2.5",6/6,Bihar
Sonipat,Moderate,136,"PM
2.5",1/1,Haryana
Kurukshetra,Moderate,136,"PM
10",1/1,Haryana
Tumakuru,Moderate,135,"PM
2.5",1/1,Karnataka
