City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Talcher,Very Poor,332,"PM
2.5",1/1,Odisha
Baripada,Very Poor,324,"PM
2.5",1/1,Odisha
Angul,Very Poor,321,"PM
2.5",1/1,Odisha
Singrauli,Very Poor,302,"PM
2.5",1/1,Madhya Pradesh
Cuttack,Poor,300,"PM
2.5",1/1,Odisha
Balasore,Poor,297,"PM
2.5",1/1,Odisha
Bhubaneswar,Poor,294,"PM
2.5",2/2,Odisha
Rajamahendravaram,Poor,290,"PM
2.5",1/1,Andhra Pradesh
Nagaur,Poor,277,"PM
2.5",1/1,Rajasthan
Gummidipoondi,Poor,270,"PM
2.5",1/1,Tamil Nadu
Delhi,Poor,267,"PM
2.5",38/40,Delhi
Barrackpore,Poor,266,"PM
2.5",1/1,West Bengal
Byasanagar,Poor,262,"PM
2.5",1/1,Odisha
Ghaziabad,Poor,262,"PM
2.5",4/4,Uttar Pradesh
Ballabgarh,Poor,259,"PM
2.5",1/1,Haryana
Dharuhera,Poor,256,"PM
2.5",1/1,Haryana
Asansol,Poor,254,"PM
2.5",4/4,West Bengal
Sikar,Poor,252,"PM
2.5",1/1,Rajasthan
Barmer,Poor,246,"PM
2.5",1/1,Rajasthan
Visakhapatnam,Poor,245,"PM
2.5",1/1,Andhra Pradesh
Gurugram,Poor,244,"PM
2.5",4/4,Haryana
Noida,Poor,242,"PM
2.5",4/4,Uttar Pradesh
Greater Noida,Poor,239,"PM
2.5",2/2,Uttar Pradesh
Baddi,Poor,237,"PM
2.5",1/1,Himachal Pradesh
Dehradun,Poor,234,"PM
2.5",1/1,Uttarakhand
Jodhpur,Poor,233,"PM
2.5",5/5,Rajasthan
Churu,Poor,232,"PM
2.5",1/1,Rajasthan
Mandideep,Poor,231,"PM
2.5",1/1,Madhya Pradesh
Pali,Poor,230,"PM
2.5",1/1,Rajasthan
Jalore,Poor,229,"PM
2.5",1/1,Rajasthan
Suakati,Poor,226,"PM
2.5",1/1,Odisha
Pithampur,Poor,225,"PM
2.5",1/1,Madhya Pradesh
Howrah,Poor,223,"PM
2.5",5/5,West Bengal
Bikaner,Poor,222,"PM
2.5",1/1,Rajasthan
Faridabad,Poor,222,"PM
2.5",2/4,Haryana
Arrah,Poor,221,"PM
2.5",1/1,Bihar
Narnaul,Poor,213,"PM
2.5",1/1,Haryana
Kolkata,Poor,212,"PM
2.5",7/7,West Bengal
Meerut,Poor,212,"PM , PM
10 2.5",3/3,Uttar Pradesh
Tirumala,Poor,210,"PM
2.5",1/1,Andhra Pradesh
Jaisalmer,Poor,210,"PM
2.5",1/1,Rajasthan
Nagpur,Poor,207,"PM
2.5",4/4,Maharashtra
Araria,Poor,205,"PM
2.5",1/1,Bihar
Amaravati,Poor,201,"PM
2.5",1/1,Andhra Pradesh
Panipat,Moderate,200,"PM
2.5",1/1,Haryana
Khurja,Moderate,200,"PM
2.5",1/1,Uttar Pradesh
Bhiwadi,Moderate,196,"PM
2.5",2/2,Rajasthan
Dhanbad,Moderate,196,"PM
10",1/2,Jharkhand
Kashipur,Moderate,196,"PM
2.5",1/1,Uttarakhand
Haldia,Moderate,195,"PM
2.5",1/1,West Bengal
Sonipat,Moderate,194,"PM
2.5",1/1,Haryana
Durgapur,Moderate,192,"PM , PM
10 2.5",3/3,West Bengal
Rajgir,Moderate,188,"PM
2.5",1/1,Bihar
Pune,Moderate,186,"PM
2.5",8/13,Maharashtra
Katihar,Moderate,182,"PM
2.5",1/1,Bihar
Bhopal,Moderate,182,"PM
2.5",3/3,Madhya Pradesh
Chhapra,Moderate,177,"PM
2.5",1/1,Bihar
Motihari,Moderate,176,"PM
2.5",1/1,Bihar
