City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Leh,Moderate,188,CO,1/1,
Sri ganganagar,Moderate,183,"PM
10",1/1,
Pali,Moderate,148,"PM
10",1/1,
Vatva,Moderate,142,"PM
2.5",1/1,
Bhiwani,Moderate,141,"PM
10",1/1,Haryana
Panipat,Moderate,139,"PM
2.5",1/1,
Jalandhar,Moderate,138,"PM
2.5",1/1,
Khora,Moderate,131,"PM
2.5",1/1,
Sikar,Moderate,127,"PM
10",1/1,Rajasthan
Greater noida,Moderate,125,"PM
10",1/2,Uttar Pradesh
Bhagalpur,Moderate,125,"PM , PM
10 2.5",2/2,
Hisar,Moderate,124,SO2,1/1,Haryana
Pithampur,Moderate,121,"PM
10",1/1,Madhya Pradesh
Jind,Moderate,121,"PM
2.5",1/1,
Byrnihat (Assam),Moderate,121,"PM
2.5",1/1,
Noida,Moderate,120,"PM , O
2.5 3",4/4,Uttar Pradesh
Siliguri,Moderate,118,NO2,1/1,
Baddi,Moderate,118,"PM
10",1/1,Himachal Pradesh
Bhilwara,Moderate,117,"PM
10",1/1,Rajasthan
Narnaul,Moderate,115,"PM
10",1/1,Haryana
Khairthal,Moderate,114,CO,1/1,
Panchgaon,Moderate,114,CO,1/1,
Jhunjhunu,Moderate,113,CO,1/1,
Kurukshetra,Moderate,113,"O
3",1/1,Haryana
Chhapra,Moderate,113,"PM
10",1/1,Gujarat
Jalore,Moderate,112,"PM
10",1/1,
Udaipur,Moderate,111,"PM
10",1/1,Rajasthan
Sasaram,Moderate,111,"PM
2.5",1/1,Bihar
Faridabad,Moderate,107,"PM , PM
2.5 10",2/4,
Ambala,Moderate,107,"PM
10",1/1,Haryana
Gorakhpur,Moderate,105,"PM
2.5",1/1,Haryana
Siwan,Moderate,105,"PM
10",1/1,Bihar
Gandhinagar,Moderate,104,"PM
10",3/3,Gujarat
Kaithal,Moderate,104,"PM
10",1/1,
Sirohi,Moderate,104,"PM
10",1/1,
Ahmedabad,Moderate,104,"PM
10",7/9,Gujarat
Ballabgarh,Moderate,102,"PM
10",1/1,Haryana
Khanna,Moderate,101,"PM
2.5",1/1,
Delhi,Moderate,101,"PM
2.5",44/46,National Capital Territory of Delhi
Bhiwadi,Satisfactory,100,"PM
10",1/2,Rajasthan
Sirsa,Satisfactory,100,"PM
10",1/1,
Alwar,Satisfactory,100,"PM
10",1/2,Rajasthan
Manesar,Satisfactory,99,"PM
2.5",1/1,Haryana
Pratapgarh,Satisfactory,99,"PM
10",1/1,Uttar Pradesh
Mehsana,Satisfactory,99,"PM
10",1/1,Gujarat
Dharuhera,Satisfactory,98,"PM
2.5",1/1,
Ajmer,Satisfactory,96,"PM
10",1/1,Rajasthan
Jodhpur,Satisfactory,96,"PM
10",5/5,
Rajsamand,Satisfactory,96,"PM
10",1/1,Rajasthan
Gurugram,Satisfactory,95,"PM , PM
2.5 10",4/4,Haryana
Hapur,Satisfactory,94,"O
3",1/1,
Manguraha,Satisfactory,93,"PM
10",1/1,Bihar
Barmer,Satisfactory,93,"PM
10",1/1,Rajasthan
Malegaon,Satisfactory,93,"PM
10",1/1,
Visakhapatnam,Satisfactory,92,"PM
10",1/1,Andhra Pradesh
Hingoli,Satisfactory,92,"PM
10",1/1,
Nagaur,Satisfactory,92,"PM
10",1/1,Rajasthan
Amritsar,Satisfactory,91,"PM
10",1/1,
