City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Hapur,Very Poor,372,"PM
2.5",1/1,Uttar Pradesh
Noida,Very Poor,339,"PM
2.5",3/4,Uttar Pradesh
Bahadurgarh,Very Poor,335,"PM
2.5",1/1,Haryana
Delhi,Very Poor,327,"PM
2.5",39/40,Delhi
Dharuhera,Very Poor,326,"PM
2.5",1/1,Haryana
Ghaziabad,Very Poor,321,"PM , PM
2.5 10",2/4,Uttar Pradesh
Greater Noida,Very Poor,316,"PM
2.5",2/2,Uttar Pradesh
Baghpat,Very Poor,311,"PM
2.5",1/2,Uttar Pradesh
Muzaffarnagar,Very Poor,304,"PM
2.5",1/1,Uttar Pradesh
Meerut,Very Poor,302,"PM , PM
2.5 10",3/3,Uttar Pradesh
Gurugram,Poor,298,"PM
2.5",3/4,Haryana
Bulandshahr,Poor,298,"PM
2.5",1/1,Uttar Pradesh
Bhiwadi,Poor,290,"PM
2.5",2/2,Rajasthan
Sonipat,Poor,288,"PM
2.5",1/1,Haryana
Visakhapatnam,Poor,285,"PM
2.5",1/1,Andhra Pradesh
Bhubaneswar,Poor,268,"PM , O
2.5 3",2/2,Odisha
Jind,Poor,265,"PM
2.5",1/1,Haryana
Cuttack,Poor,259,"PM
2.5",1/1,Odisha
Karnal,Poor,258,"PM
2.5",1/1,Haryana
Bhiwani,Poor,256,"PM
2.5",1/1,Haryana
Balasore,Poor,255,"PM
2.5",1/1,Odisha
Charkhi Dadri,Poor,252,"PM
2.5",1/1,Haryana
Haldia,Poor,246,"PM
2.5",1/1,West Bengal
Khurja,Poor,245,"PM
2.5",1/1,Uttar Pradesh
Churu,Poor,244,"PM
2.5",1/1,Rajasthan
Fatehabad,Poor,242,"PM
2.5",1/1,Haryana
Baddi,Poor,242,"PM
2.5",1/1,Himachal Pradesh
Bileipada,Poor,241,"PM
2.5",1/1,Odisha
Sri Ganganagar,Poor,238,"PM
10",1/1,Rajasthan
Amaravati,Poor,236,"PM
2.5",1/1,Andhra Pradesh
Ballabgarh,Poor,234,"PM
2.5",1/1,Haryana
Sikar,Poor,233,"PM
10",1/1,Rajasthan
Bikaner,Poor,226,"PM
10",1/1,Rajasthan
Rajamahendravaram,Poor,219,"PM
2.5",1/1,Andhra Pradesh
Faridabad,Poor,217,"PM
2.5",3/4,Haryana
Kashipur,Poor,217,"PM
2.5",1/1,Uttarakhand
Yamuna Nagar,Poor,215,"PM
2.5",1/1,Haryana
Tonk,Poor,214,"PM
2.5",1/1,Rajasthan
Jalandhar,Poor,213,"PM
2.5",1/1,Punjab
Chandigarh,Poor,213,"PM
2.5",3/3,Chandigarh
Howrah,Poor,213,"PM
2.5",5/5,West Bengal
Pune,Poor,211,"PM
2.5",9/13,Maharashtra
Kurukshetra,Poor,210,"PM
2.5",1/1,Haryana
Barbil,Poor,206,"PM
2.5",1/1,Odisha
Bhopal,Poor,201,"PM , O , PM
2.5 3 10",3/3,Madhya Pradesh
Mandi Gobindgarh,Moderate,200,"PM
2.5",1/1,Punjab
Gwalior,Moderate,200,"PM
2.5",3/4,Madhya Pradesh
Jalore,Moderate,198,"PM
2.5",1/1,Rajasthan
Kolkata,Moderate,196,"PM
2.5",7/7,West Bengal
Mandikhera,Moderate,192,"PM
2.5",1/1,Haryana
Talcher,Moderate,192,"PM
2.5",1/1,Odisha
Barrackpore,Moderate,191,"PM
2.5",1/1,West Bengal
Jhalawar,Moderate,190,"PM
2.5",1/1,Rajasthan
Narnaul,Moderate,188,"PM
2.5",1/1,Haryana
Sangli,Moderate,186,"PM
2.5",1/1,Maharashtra
