City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bahadurgarh,Very Poor,318,"PM
2.5",1/1,Haryana
Dharuhera,Very Poor,312,"PM
2.5",1/1,Haryana
Fatehabad,Very Poor,309,"PM
2.5",1/1,Haryana
Kaithal,Poor,297,"PM
2.5",1/1,Haryana
Meerut,Poor,290,"PM , PM
10 2.5",3/3,Uttar Pradesh
Manesar,Poor,280,"PM
2.5",1/1,Haryana
Delhi,Poor,275,"PM , PM
2.5 10",38/39,Delhi
Nandesari,Poor,271,"PM
2.5",1/1,Gujarat
Karnal,Poor,269,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,269,"PM
2.5",4/4,Uttar Pradesh
Charkhi Dadri,Poor,268,"PM
2.5",1/1,Haryana
Greater Noida,Poor,262,"PM
2.5",2/2,Uttar Pradesh
Hanumangarh,Poor,258,"PM
2.5",1/1,Rajasthan
Noida,Poor,246,"PM
2.5",4/4,Uttar Pradesh
Bhiwani,Poor,241,"PM
2.5",1/1,Haryana
Hapur,Poor,240,"PM
2.5",1/1,Uttar Pradesh
Jind,Poor,239,"PM
2.5",1/1,Haryana
Kota,Poor,230,"PM
2.5",3/3,Rajasthan
Rupnagar,Poor,230,"PM
2.5",1/1,Punjab
Baddi,Poor,224,"O
3",1/1,Himachal Pradesh
Singrauli,Poor,224,"PM
2.5",1/1,Madhya Pradesh
Bhiwadi,Poor,223,"PM
2.5",2/2,Rajasthan
Bulandshahr,Poor,223,"PM
2.5",1/1,Uttar Pradesh
Sonipat,Poor,220,"PM
2.5",1/1,Haryana
Gurugram,Poor,219,"PM , PM
2.5 10",3/4,Haryana
Chittorgarh,Poor,219,"PM
2.5",1/1,Rajasthan
Bharatpur,Poor,217,"PM
2.5",1/1,Rajasthan
Baghpat,Poor,214,"PM
2.5",1/2,Uttar Pradesh
Sirsa,Poor,214,"PM
2.5",1/1,Haryana
Ambala,Poor,211,"PM
2.5",1/1,Haryana
Gwalior,Poor,210,"PM
2.5",3/4,Madhya Pradesh
Kurukshetra,Poor,210,"PM
2.5",1/1,Haryana
Maihar,Poor,208,"PM
10",1/1,Madhya Pradesh
Khurja,Poor,202,"PM
10",1/1,Uttar Pradesh
Mandi Gobindgarh,Moderate,200,"PM
2.5",1/1,Punjab
Bikaner,Moderate,199,"PM
10",1/1,Rajasthan
Faridabad,Moderate,198,"PM
2.5",2/4,Haryana
Ludhiana,Moderate,198,"PM
2.5",1/1,Punjab
Sagar,Moderate,197,"PM
2.5",1/2,Madhya Pradesh
Bundi,Moderate,197,"O
3",1/1,Rajasthan
Dholpur,Moderate,196,"PM
2.5",1/1,Rajasthan
Sri Ganganagar,Moderate,191,"PM
10",1/1,Rajasthan
Kanpur,Moderate,191,"PM
2.5",3/4,Uttar Pradesh
Muzaffarnagar,Moderate,185,"PM
2.5",1/1,Uttar Pradesh
Prayagraj,Moderate,184,"PM
2.5",2/3,Uttar Pradesh
Jhalawar,Moderate,181,"PM
2.5",1/1,Rajasthan
Sawai Madhopur,Moderate,181,"O
3",1/1,Rajasthan
