City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Hajipur,Poor,291,"O
3",1/1,Bihar
Rupnagar,Poor,272,"PM
2.5",1/1,Punjab
Yamuna Nagar,Poor,271,"PM
2.5",1/1,Haryana
Cuttack,Poor,264,"O
3",1/1,Odisha
Gurugram,Poor,264,"PM
2.5",3/4,Haryana
Byasanagar,Poor,263,"O
3",1/1,Odisha
Bhiwadi,Poor,261,"PM
2.5",2/2,Rajasthan
Hapur,Poor,258,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Poor,247,"PM
10",2/2,Uttar Pradesh
Ghaziabad,Poor,246,"PM , PM
2.5 10",4/4,Uttar Pradesh
Bahadurgarh,Poor,241,"PM
2.5",1/1,Haryana
Dharuhera,Poor,237,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,234,"PM
10",1/1,Haryana
Muzaffarnagar,Poor,234,"PM
2.5",1/1,Uttar Pradesh
Mandi Gobindgarh,Poor,234,"PM
2.5",1/1,Punjab
Noida,Poor,232,"PM
2.5",4/4,Uttar Pradesh
Meerut,Poor,222,"PM
2.5",3/3,Uttar Pradesh
Singrauli,Poor,220,"PM
10",1/1,Madhya Pradesh
Balasore,Poor,220,"PM
2.5",1/1,Odisha
Mandideep,Poor,219,"PM
2.5",1/1,Madhya Pradesh
Delhi,Poor,214,"PM , PM
2.5 10",39/40,Delhi
Vadodara,Poor,214,"PM
2.5",1/1,Gujarat
Baghpat,Poor,213,"PM
2.5",1/2,Uttar Pradesh
Talcher,Poor,206,"PM
10",1/1,Odisha
Angul,Poor,205,"PM
2.5",1/1,Odisha
Gummidipoondi,Poor,201,"PM
2.5",1/1,Tamil Nadu
Suakati,Moderate,198,"PM
2.5",1/1,Odisha
Charkhi Dadri,Moderate,190,"PM
2.5",1/1,Haryana
Baddi,Moderate,186,"PM
2.5",1/1,Himachal Pradesh
Naharlagun,Moderate,182,"PM
2.5",1/1,
Manesar,Moderate,180,"PM
2.5",1/1,Haryana
Bhubaneswar,Moderate,176,"PM , O
2.5 3",2/2,Odisha
Karnal,Moderate,175,"PM
2.5",1/1,Haryana
Gaya,Moderate,174,"PM , PM
2.5 10",2/3,Bihar
Kashipur,Moderate,173,"PM
2.5",1/1,Uttarakhand
Eloor,Moderate,172,"PM
2.5",1/1,Kerala
Patna,Moderate,171,"PM , PM
2.5 10",5/6,Bihar
Vatva,Moderate,167,"PM
2.5",1/1,Gujarat
Visakhapatnam,Moderate,166,"PM
10",1/1,Andhra Pradesh
Faridabad,Moderate,166,"PM , PM
2.5 10",3/4,Haryana
Thiruvananthapuram,Moderate,165,"PM , PM
2.5 10",2/2,Kerala
Guwahati,Moderate,162,"PM , PM
2.5 10",3/4,Assam
Lucknow,Moderate,162,"PM
2.5",6/6,Uttar Pradesh
Milupara,Moderate,160,"O
3",1/1,Chhattisgarh
Kolkata,Moderate,158,"PM
2.5",7/7,West Bengal
Ahmednagar,Moderate,158,"O
3",1/1,Maharashtra
Rohtak,Moderate,156,"PM
2.5",1/1,Haryana
Pune,Moderate,156,"PM
2.5",9/13,Maharashtra
Saharsa,Moderate,156,"PM
2.5",1/1,Bihar
Barbil,Moderate,153,"PM
10",1/1,Odisha
Gandhinagar,Moderate,152,"PM , PM
2.5 10",3/3,Gujarat
Howrah,Moderate,150,"PM , PM , O
2.5 10 3",5/5,West Bengal
Pithampur,Moderate,150,"PM
10",1/1,Madhya Pradesh
Ahmedabad,Moderate,150,"PM
10",8/9,Gujarat
Nayagarh,Moderate,145,"PM
10",1/1,Odisha
Kurukshetra,Moderate,145,"PM
2.5",1/1,Haryana
Ambala,Moderate,143,"PM
2.5",1/1,Haryana
Panchgaon,Moderate,142,"PM
2.5",1/1,Haryana
Surat,Moderate,142,"PM , CO
2.5",2/2,Gujarat
Panipat,Moderate,139,"PM
2.5",1/1,Haryana
Ludhiana,Moderate,138,"PM
2.5",1/1,Punjab
Malegaon,Moderate,138,"PM
10",1/1,Maharashtra
Rajamahendravaram,Moderate,137,"PM
2.5",1/1,Andhra Pradesh
Sonipat,Moderate,136,"PM
2.5",1/1,Haryana
Begusarai,Moderate,136,"PM
2.5",1/1,Bihar
Jaisalmer,Moderate,135,"PM
2.5",1/1,Rajasthan
Ratlam,Moderate,135,"PM
10",1/1,Madhya Pradesh
Chandrapur,Moderate,134,"PM
10",2/2,Maharashtra
Moradabad,Moderate,134,"PM , PM
2.5 10",6/7,Uttar Pradesh
Pimpri-Chinchwad,Moderate,134,"PM
10",4/4,Maharashtra
Udaipur,Moderate,133,"PM
10",1/1,Rajasthan
Kanpur,Moderate,131,"PM , PM
2.5 10",3/4,Uttar Pradesh
Nagpur,Moderate,131,"PM , PM
2.5 10",4/4,Maharashtra
Byrnihat,Moderate,129,"PM
2.5",1/1,Meghalaya
Amaravati,Moderate,128,"PM
10",1/1,Andhra Pradesh
Bulandshahr,Moderate,127,"PM
10",1/1,Uttar Pradesh
Sri Ganganagar,Moderate,127,"O
3",1/1,Rajasthan
Bhiwani,Moderate,127,"PM
2.5",1/1,Haryana
Asansol,Moderate,126,"PM , PM
2.5 10",4/4,West Bengal
Nagaon,Moderate,126,"PM
2.5",1/1,Assam
Dhanbad,Moderate,126,"PM
10",1/2,Jharkhand
Bhopal,Moderate,126,"PM , O
10 3",3/3,Madhya Pradesh
Mahad,Moderate,125,"PM
10",1/1,Maharashtra
Bikaner,Moderate,125,"PM
10",1/1,Rajasthan
Dungarpur,Moderate,125,"PM
10",1/1,Rajasthan
Alwar,Moderate,124,"PM
10",1/1,Rajasthan
Siliguri,Moderate,123,"PM
10",1/1,West Bengal
Barmer,Moderate,120,"PM
10",1/1,Rajasthan
Bhavnagar,Moderate,120,CO,1/1,Gujarat
Manguraha,Moderate,119,"PM
10",1/1,Bihar
Badlapur,Moderate,119,"PM
10",1/1,Maharashtra
Muzaffarpur,Moderate,119,"PM
2.5",3/3,Bihar
Motihari,Moderate,118,"PM
2.5",1/1,Bihar
Nashik,Moderate,118,"PM
10",4/4,Maharashtra
Jalgaon,Moderate,118,"PM
2.5",1/1,Maharashtra
Kaithal,Moderate,116,"PM
2.5",1/1,Haryana
Tumakuru,Moderate,114,"PM
10",1/1,Karnataka
Bengaluru,Moderate,113,"PM , PM , O
2.5 10 3",14/14,Karnataka
Bhiwandi,Moderate,113,"PM
10",1/1,Maharashtra
Kishanganj,Moderate,112,"PM
2.5",1/1,Bihar
Tonk,Moderate,112,"PM
10",1/1,Rajasthan
Sawai Madhopur,Moderate,112,"O
3",1/1,Rajasthan
Rajkot,Moderate,111,CO,1/1,Gujarat
Ulhasnagar,Moderate,111,"PM
10",1/1,Maharashtra
Indore,Moderate,111,"PM , PM
2.5 10",4/6,Madhya Pradesh
Mehsana,Moderate,111,CO,1/1,Gujarat
Kunjemura,Moderate,111,"PM
10",1/1,Chhattisgarh
Sangli,Moderate,111,"PM
2.5",1/1,Maharashtra
Jalna,Moderate,109,"PM
2.5",1/1,Maharashtra
Dhule,Moderate,108,"PM
2.5",1/1,Maharashtra
Ankleshwar,Moderate,108,"PM
10",1/1,Gujarat
Jind,Moderate,108,"PM
2.5",1/1,Haryana
Gorakhpur,Moderate,106,"PM
10",1/1,Uttar Pradesh
Banswara,Moderate,106,"PM
10",1/1,Rajasthan
Pratapgarh,Moderate,106,"PM
10",1/1,Uttar Pradesh
Jalore,Moderate,105,"PM
10",1/1,Rajasthan
Chennai,Moderate,105,"PM
10",4/9,Tamil Nadu
Brajrajnagar,Moderate,105,"PM
10",1/1,Odisha
Dharwad,Moderate,104,"PM
10",1/1,Karnataka
Churu,Moderate,104,"PM
10",1/1,Rajasthan
Patiala,Moderate,104,"PM
10",1/1,Punjab
Bihar Sharif,Moderate,103,CO,1/1,Bihar
Sirohi,Moderate,103,"PM
10",1/1,Rajasthan
Kannur,Moderate,103,"PM
10",1/1,Kerala
Agra,Moderate,102,"PM , PM
2.5 10",6/6,Uttar Pradesh
Ramanagara,Moderate,102,"PM
10",1/1,Karnataka
Haldia,Moderate,101,"PM
2.5",1/1,West Bengal
Durgapur,Moderate,101,"PM , PM
2.5 10",3/3,West Bengal
Araria,Moderate,101,"PM
2.5",1/1,Bihar
"Aurangabad
(Maharashtra)",Moderate,101,"PM , PM
2.5 10",3/3,Maharashtra
Sikar,Satisfactory,100,"PM
10",1/1,Rajasthan
Belapur,Satisfactory,100,"PM
10",1/1,Maharashtra
Purnia,Satisfactory,100,"PM
2.5",1/1,Bihar
Rourkela,Satisfactory,99,"PM , PM
2.5 10",3/3,Odisha
Pali,Satisfactory,99,"PM
10",1/1,Rajasthan
Khurja,Satisfactory,99,"PM
10",1/1,Uttar Pradesh
Nanded,Satisfactory,99,"PM
10",1/1,Maharashtra
Yadgir,Satisfactory,99,"PM
2.5",1/1,Karnataka
Gwalior,Satisfactory,99,"PM
10",3/4,Madhya Pradesh
Rajsamand,Satisfactory,99,"O
3",1/1,Rajasthan
Jodhpur,Satisfactory,98,"PM , O
10 3",5/5,Rajasthan
Bhagalpur,Satisfactory,98,"PM , CO
2.5",2/2,Bihar
