City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Kashipur,Moderate,162,CO,1/1,Uttarakhand
"Aurangabad
(Maharashtra)",Moderate,131,"O
3",3/3,Maharashtra
Aurangabad (Bihar),Moderate,127,"PM
10",1/1,Bihar
Eloor,Moderate,126,CO,1/1,Kerala
Greater Noida,Moderate,122,"PM
10",2/2,Uttar Pradesh
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Gummidipoondi,Moderate,104,"PM
10",1/1,Tamil Nadu
Rajsamand,Moderate,104,"O
3",1/1,Rajasthan
Bareilly,Moderate,104,"SO
2",1/2,Uttar Pradesh
Bikaner,Satisfactory,100,"PM
10",1/1,Rajasthan
Pali,Satisfactory,100,"PM
10",1/1,Rajasthan
Thoothukudi,Satisfactory,98,CO,1/1,Tamil Nadu
Hanumangarh,Satisfactory,98,"NO
2",1/1,Rajasthan
Chennai,Satisfactory,96,"PM , CO
10",7/9,Tamil Nadu
Churu,Satisfactory,95,"PM
10",1/1,Rajasthan
Samastipur,Satisfactory,95,"PM
10",1/1,Bihar
Jalore,Satisfactory,95,"PM
10",1/1,Rajasthan
Satna,Satisfactory,93,"NO
2",1/1,Madhya Pradesh
Rajgir,Satisfactory,91,CO,1/1,Bihar
Katihar,Satisfactory,88,CO,1/1,Bihar
Dholpur,Satisfactory,86,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Satisfactory,86,"PM
10",1/1,Punjab
Bihar Sharif,Satisfactory,86,"PM
2.5",1/1,Bihar
Sri Ganganagar,Satisfactory,85,"PM
10",1/1,Rajasthan
Singrauli,Satisfactory,84,"PM
2.5",1/1,Madhya Pradesh
Jhunjhunu,Satisfactory,83,"PM
10",1/1,Rajasthan
Brajrajnagar,Satisfactory,82,CO,1/1,Odisha
Bhiwadi,Satisfactory,80,"PM
10",2/2,Rajasthan
Dhanbad,Satisfactory,80,"NO
2",1/2,Jharkhand
Tumidih,Satisfactory,80,"PM
10",1/1,Chhattisgarh
Delhi,Satisfactory,79,"PM , PM
2.5 10",36/39,Delhi
Nagaur,Satisfactory,78,"PM
10",1/1,Rajasthan
Visakhapatnam,Satisfactory,77,"PM
10",1/1,Andhra Pradesh
Rupnagar,Satisfactory,77,CO,1/1,Punjab
Jodhpur,Satisfactory,74,"PM , PM
2.5 10",5/5,Rajasthan
Ludhiana,Satisfactory,73,CO,1/1,Punjab
Ghaziabad,Satisfactory,72,"PM
10",4/4,Uttar Pradesh
Firozabad,Satisfactory,72,"PM
10",1/2,Uttar Pradesh
Buxar,Satisfactory,71,"PM
10",1/1,Bihar
Hapur,Satisfactory,70,CO,1/1,Uttar Pradesh
Kohima,Satisfactory,68,"SO
2",1/1,Nagaland
Gwalior,Satisfactory,68,"PM
10",3/4,Madhya Pradesh
Bettiah,Satisfactory,68,CO,1/1,Bihar
Thiruvananthapuram,Satisfactory,67,"PM , NO
10 2",2/2,Kerala
Muzaffarnagar,Satisfactory,67,"PM
10",1/1,Uttar Pradesh
Motihari,Satisfactory,67,"PM
2.5",1/1,Bihar
Baddi,Satisfactory,66,"PM
10",1/1,Himachal Pradesh
Jhansi,Satisfactory,65,"PM
10",1/1,Uttar Pradesh
Chittoor,Satisfactory,65,"PM
2.5",1/1,Andhra Pradesh
Bhagalpur,Satisfactory,65,"SO
2",2/2,Bihar
Araria,Satisfactory,64,CO,1/1,Bihar
Noida,Satisfactory,64,"PM
10",4/4,Uttar Pradesh
Agra,Satisfactory,63,"PM
10",5/6,Uttar Pradesh
Parbhani,Satisfactory,63,CO,1/1,Maharashtra
Jaisalmer,Satisfactory,62,"O
3",1/1,Rajasthan
Chengalpattu,Satisfactory,61,"PM
10",1/1,Tamil Nadu
Vijayawada,Satisfactory,61,"PM
2.5",3/4,Andhra Pradesh
Ankleshwar,Satisfactory,61,"SO
2",1/1,Gujarat
Gurugram,Satisfactory,61,"O
3",1/4,Haryana
Kota,Satisfactory,61,"PM , CO
10",3/3,Rajasthan
Hyderabad,Satisfactory,59,"PM
10",13/14,Telangana
Nagaon,Satisfactory,58,"PM
10",1/1,Assam
