City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Very Poor,318,"O , PM
3 10",4/4,Uttar Pradesh
Greater Noida,Poor,263,"O , PM
3 10",2/2,Uttar Pradesh
Ghaziabad,Poor,254,"PM , PM
10 2.5",4/4,Uttar Pradesh
Gurugram,Poor,251,"PM , PM
10 2.5",3/4,Haryana
Delhi,Poor,233,"O , PM
3 10",38/39,Delhi
Kaithal,Poor,225,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,220,"PM
2.5",1/1,Haryana
Hanumangarh,Poor,217,"PM
2.5",1/1,Rajasthan
Sagar,Poor,205,"PM
2.5",1/2,Madhya Pradesh
Hapur,Poor,204,"PM
2.5",1/1,Uttar Pradesh
Bhiwadi,Poor,204,"PM
10",2/2,Rajasthan
Bileipada,Moderate,195,"PM
10",1/1,Odisha
Meerut,Moderate,193,"PM , PM
10 2.5",3/3,Uttar Pradesh
Rohtak,Moderate,193,"PM
2.5",1/1,Haryana
Hajipur,Moderate,188,"PM
2.5",1/1,Bihar
Angul,Moderate,187,"PM
2.5",1/1,Odisha
Jalgaon,Moderate,182,"PM
2.5",1/1,Maharashtra
Nandesari,Moderate,176,"PM
2.5",1/1,Gujarat
Bikaner,Moderate,176,"PM
10",1/1,Rajasthan
Khurja,Moderate,173,"PM
10",1/1,Uttar Pradesh
Jhunjhunu,Moderate,172,"O
3",1/1,Rajasthan
Muzaffarnagar,Moderate,169,"O
3",1/1,Uttar Pradesh
Manesar,Moderate,166,"PM
10",1/1,Haryana
Baran,Moderate,163,"O
3",1/1,Rajasthan
Jalore,Moderate,162,"PM
10",1/1,Rajasthan
Bharatpur,Moderate,158,"PM
2.5",1/1,Rajasthan
Byasanagar,Moderate,158,"O
3",1/1,Odisha
Baddi,Moderate,157,"PM
10",1/1,Himachal Pradesh
Sawai Madhopur,Moderate,153,"O
3",1/1,Rajasthan
Rishikesh,Moderate,153,"O
3",1/1,Uttarakhand
Sikar,Moderate,152,"O
3",1/1,Rajasthan
Pithampur,Moderate,151,"PM
2.5",1/1,Madhya Pradesh
Navi Mumbai,Moderate,149,"PM , PM
10 2.5",6/8,Maharashtra
Gwalior,Moderate,148,"O , PM
3 10",3/4,Madhya Pradesh
Baghpat,Moderate,147,"PM
10",1/2,Uttar Pradesh
Jaipur,Moderate,147,"O , PM
3 2.5",6/6,Rajasthan
Lucknow,Moderate,145,"PM
2.5",6/6,Uttar Pradesh
Bhubaneswar,Moderate,144,"O , PM
3 10",2/2,Odisha
Churu,Moderate,142,"PM
10",1/1,Rajasthan
Agra,Moderate,142,"PM , PM
10 2.5",6/6,Uttar Pradesh
Tonk,Moderate,141,"PM
10",1/1,Rajasthan
Bulandshahr,Moderate,140,"PM
10",1/1,Uttar Pradesh
Panchkula,Moderate,139,"PM
2.5",1/1,Haryana
Coimbatore,Moderate,138,"PM
2.5",2/2,Tamil Nadu
Jodhpur,Moderate,137,"O , PM
3 10",5/5,Rajasthan
Mumbai,Moderate,137,"PM , PM
10 2.5",25/30,Maharashtra
Singrauli,Moderate,135,"PM
10",1/1,Madhya Pradesh
Pimpri-Chinchwad,Moderate,134,"PM , PM
10 2.5",4/4,Maharashtra
Moradabad,Moderate,133,"PM , PM
10 2.5",6/7,Uttar Pradesh
Pune,Moderate,133,"PM , PM
10 2.5",7/13,Maharashtra
Dholpur,Moderate,133,"PM
10",1/1,Rajasthan
Chandigarh,Moderate,132,"O , PM
3 10",2/3,Chandigarh
Mandikhera,Moderate,132,"PM
2.5",1/1,Haryana
Kanchipuram,Moderate,132,"PM
2.5",1/1,Tamil Nadu
Ratlam,Moderate,132,"PM
10",1/1,Madhya Pradesh
Dewas,Moderate,131,"PM
10",1/1,Madhya Pradesh
Nagaur,Moderate,130,"PM
10",1/1,Rajasthan
Nashik,Moderate,130,"PM
10",4/4,Maharashtra
Kolkata,Moderate,129,"PM , PM
10 2.5",7/7,West Bengal
Kanpur,Moderate,128,"PM
2.5",2/4,Uttar Pradesh
Patna,Moderate,127,"PM , PM
10 2.5",6/6,Bihar
Dhule,Moderate,127,"PM
10",1/1,Maharashtra
Jabalpur,Moderate,126,"PM , PM
10 2.5",4/4,Madhya Pradesh
Haldia,Moderate,126,"PM
2.5",1/1,West Bengal
Dharuhera,Moderate,126,"PM
2.5",1/1,Haryana
Kota,Moderate,123,"O , PM , PM
3 10 2.5",3/3,Rajasthan
Mira-Bhayandar,Moderate,123,"PM
10",1/1,Maharashtra
Kurukshetra,Moderate,122,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,121,"PM
10",1/1,Rajasthan
Bundi,Moderate,121,"PM
10",1/1,Rajasthan
Pali,Moderate,121,"PM
10",1/1,Rajasthan
Talcher,Moderate,120,"PM
10",1/1,Odisha
Fatehabad,Moderate,120,"PM
2.5",1/1,Haryana
Bareilly,Moderate,119,"PM , CO
2.5",2/2,Uttar Pradesh
Keonjhar,Moderate,119,"PM
10",1/1,Odisha
Howrah,Moderate,119,"PM , PM
10 2.5",5/5,West Bengal
Barbil,Moderate,119,"PM
10",1/1,Odisha
Damoh,Moderate,118,"PM
2.5",1/1,Madhya Pradesh
Siwan,Moderate,117,"PM
10",1/1,Bihar
Dungarpur,Moderate,117,"O
3",1/1,Rajasthan
"Aurangabad
(Maharashtra)",Moderate,117,"PM , PM
10 2.5",3/3,Maharashtra
Bhiwandi,Moderate,116,"PM
10",1/1,Maharashtra
Ahmedabad,Moderate,115,"PM
2.5",7/9,Gujarat
Barmer,Moderate,115,"PM
10",1/1,Rajasthan
Udaipur,Moderate,115,"PM
10",1/1,Rajasthan
Ludhiana,Moderate,114,"PM
10",1/1,Punjab
Bhopal,Moderate,114,"PM
10",3/3,Madhya Pradesh
Malegaon,Moderate,113,"PM
10",1/1,Maharashtra
Jhansi,Moderate,112,"PM
10",1/1,Uttar Pradesh
Patiala,Moderate,112,"PM
10",1/1,Punjab
Vatva,Moderate,112,"PM
10",1/1,Gujarat
Cuttack,Moderate,112,"PM
2.5",1/1,Odisha
Visakhapatnam,Moderate,112,"PM
2.5",1/1,Andhra Pradesh
Faridabad,Moderate,112,"PM , PM
10 2.5",3/4,Haryana
Baripada,Moderate,111,"PM
2.5",1/1,Odisha
Sangli,Moderate,111,"PM
2.5",1/1,Maharashtra
Balasore,Moderate,110,"PM
2.5",1/1,Odisha
Khanna,Moderate,110,"PM
2.5",1/1,Punjab
Gaya,Moderate,108,"PM , PM
10 2.5",3/3,Bihar
Ulhasnagar,Moderate,108,"PM
10",1/1,Maharashtra
Barrackpore,Moderate,108,"PM
10",1/1,West Bengal
Dausa,Moderate,107,"PM
10",1/1,Rajasthan
Nagpur,Moderate,107,"PM , PM
10 2.5",4/4,Maharashtra
Pratapgarh,Moderate,106,"PM
10",1/1,Uttar Pradesh
Rairangpur,Moderate,106,"PM
10",1/1,Odisha
Katni,Moderate,106,"PM
10",1/1,Madhya Pradesh
Yamuna Nagar,Moderate,106,CO,1/1,Haryana
Varanasi,Moderate,105,"PM
10",4/4,Uttar Pradesh
Indore,Moderate,105,"PM
10",5/6,Madhya Pradesh
Thane,Moderate,105,"PM
10",1/2,Maharashtra
Vrindavan,Moderate,104,"PM
10",1/1,Uttar Pradesh
Parbhani,Moderate,103,"PM
10",1/1,Maharashtra
Belapur,Moderate,102,"PM
10",1/1,Maharashtra
Bilaspur,Moderate,101,"PM
10",1/1,Chhattisgarh
Maihar,Satisfactory,100,"PM
10",1/1,Madhya Pradesh
Jhalawar,Satisfactory,100,"O
3",1/1,Rajasthan
Sasaram,Satisfactory,99,"PM
10",1/1,Bihar
Asansol,Satisfactory,99,"PM , PM
10 2.5",3/4,West Bengal
Badlapur,Satisfactory,98,"PM
10",1/1,Maharashtra
Kashipur,Satisfactory,98,"PM
2.5",1/1,Uttarakhand
Chittoor,Satisfactory,98,"PM
2.5",1/1,Andhra Pradesh
Chandrapur,Satisfactory,97,"PM
10",2/2,Maharashtra
