City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bhiwani,Severe,406,"PM
2.5",1/1,Haryana
Ballabgarh,Very Poor,320,"PM
2.5",1/1,Haryana
Sonipat,Very Poor,317,"PM
2.5",1/1,Haryana
Fatehabad,Very Poor,309,"PM
2.5",1/1,Haryana
Bikaner,Very Poor,309,"PM
10",1/1,Rajasthan
Hanumangarh,Very Poor,304,"PM
2.5",1/1,Rajasthan
Jaisalmer,Poor,290,"PM
2.5",1/1,Rajasthan
Rohtak,Poor,274,"PM
2.5",1/1,Haryana
Panchkula,Poor,254,"PM
2.5",1/1,Haryana
Muzaffarnagar,Poor,247,"PM
2.5",1/1,Uttar Pradesh
Baghpat,Poor,240,"PM
2.5",1/2,Uttar Pradesh
Karnal,Poor,235,"PM
2.5",1/1,Haryana
Jind,Poor,222,"PM
2.5",1/1,Haryana
Delhi,Poor,218,"PM
2.5",38/39,Delhi
Yamuna Nagar,Poor,210,"PM
2.5",1/1,Haryana
Gurugram,Poor,210,"PM , PM
2.5 10",3/4,Haryana
Charkhi Dadri,Poor,209,"PM
2.5",1/1,Haryana
Bathinda,Poor,205,"PM
2.5",1/1,Punjab
Faridabad,Moderate,198,"PM
2.5",2/4,Haryana
Bilaspur,Moderate,194,"PM
10",1/1,Chhattisgarh
Meerut,Moderate,193,"PM , O , PM
2.5 3 10",3/3,Uttar Pradesh
Churu,Moderate,192,"PM
2.5",1/1,Rajasthan
Bhiwadi,Moderate,190,"PM
2.5",2/2,Rajasthan
Panipat,Moderate,188,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,183,"PM
10",1/1,Rajasthan
Khanna,Moderate,181,"PM
2.5",1/1,Punjab
Baddi,Moderate,178,"O
3",1/1,Himachal Pradesh
Ghaziabad,Moderate,177,"PM
2.5",4/4,Uttar Pradesh
Nagaur,Moderate,174,"PM
2.5",1/1,Rajasthan
Kashipur,Moderate,166,"PM
2.5",1/1,Uttarakhand
Noida,Moderate,163,"PM
2.5",3/4,Uttar Pradesh
Mandi Gobindgarh,Moderate,155,"PM
2.5",1/1,Punjab
Narnaul,Moderate,153,"PM
2.5",1/1,Haryana
Bahadurgarh,Moderate,153,"PM
2.5",1/1,Haryana
Jalandhar,Moderate,151,"PM
2.5",1/1,Punjab
Begusarai,Moderate,149,"PM
2.5",1/1,Bihar
Dausa,Moderate,146,"PM
2.5",1/1,Rajasthan
Sirsa,Moderate,139,"PM
10",1/1,Haryana
Gummidipoondi,Moderate,138,"PM
2.5",1/1,Tamil Nadu
Jaipur,Moderate,138,"PM
2.5",6/6,Rajasthan
Ludhiana,Moderate,136,"PM
2.5",1/1,Punjab
Chandigarh,Moderate,135,"PM
2.5",3/3,Chandigarh
Tonk,Moderate,134,"PM
2.5",1/1,Rajasthan
Jhunjhunu,Moderate,133,"PM
2.5",1/1,Rajasthan
Kurukshetra,Moderate,127,"PM
2.5",1/1,Haryana
Hisar,Moderate,125,"PM
10",1/1,Haryana
Dharwad,Moderate,124,"PM
10",1/1,Karnataka
Vapi,Moderate,121,"PM
2.5",1/1,Gujarat
Palwal,Moderate,120,"PM
2.5",1/1,Haryana
Thoothukudi,Moderate,117,CO,1/1,Tamil Nadu
Greater Noida,Moderate,116,"PM
2.5",2/2,Uttar Pradesh
Sikar,Moderate,116,"PM
2.5",1/1,Rajasthan
Kaithal,Moderate,111,"PM
10",1/1,Haryana
Amritsar,Moderate,107,"PM
2.5",1/1,Punjab
Chennai,Moderate,106,"PM , PM
2.5 10",8/9,Tamil Nadu
Nalbari,Moderate,106,CO,1/1,Assam
Visakhapatnam,Moderate,106,"PM
10",1/1,Andhra Pradesh
Patiala,Moderate,106,"PM
10",1/1,Punjab
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Siwan,Satisfactory,100,CO,1/1,Bihar
Dhanbad,Satisfactory,100,"NO
2",1/2,Jharkhand
Pimpri-Chinchwad,Satisfactory,96,"PM , CO
10",3/4,Maharashtra
Kalyan,Satisfactory,95,"PM
2.5",1/2,Maharashtra
Boisar,Satisfactory,95,"PM
10",1/1,Maharashtra
Khurja,Satisfactory,95,"PM
10",1/1,Uttar Pradesh
Hapur,Satisfactory,92,"PM
2.5",1/1,Uttar Pradesh
Tirupati,Satisfactory,90,"PM
10",1/1,Andhra Pradesh
Bulandshahr,Satisfactory,90,"PM
2.5",1/1,Uttar Pradesh
Eloor,Satisfactory,89,CO,1/1,Kerala
Ulhasnagar,Satisfactory,89,"PM
10",1/1,Maharashtra
Jalna,Satisfactory,88,"PM
10",1/1,Maharashtra
Jodhpur,Satisfactory,88,"PM , O
2.5 3",5/5,Rajasthan
Ajmer,Satisfactory,88,"PM
10",1/1,Rajasthan
Vijayawada,Satisfactory,86,"O , PM
3 10",2/4,Andhra Pradesh
Ranipet,Satisfactory,85,"PM
2.5",1/1,Tamil Nadu
Alwar,Satisfactory,84,"PM
10",1/1,Rajasthan
Belapur,Satisfactory,82,"PM
10",1/1,Maharashtra
Arrah,Satisfactory,81,"PM
2.5",1/1,Bihar
Badlapur,Satisfactory,80,"PM
10",1/1,Maharashtra
Malegaon,Satisfactory,79,"PM
10",1/1,Maharashtra
Barmer,Satisfactory,77,"O
3",1/1,Rajasthan
Kadapa,Satisfactory,77,"PM
2.5",1/1,Andhra Pradesh
Mandideep,Satisfactory,77,"SO
2",1/1,Madhya Pradesh
Mandikhera,Satisfactory,76,CO,1/1,Haryana
Kohima,Satisfactory,75,"PM
2.5",1/1,Nagaland
Rajsamand,Satisfactory,74,"PM
2.5",1/1,Rajasthan
Ankleshwar,Satisfactory,74,"PM
2.5",1/1,Gujarat
Tumidih,Satisfactory,74,"PM
10",1/1,Chhattisgarh
Moradabad,Satisfactory,74,"PM , PM
2.5 10",6/7,Uttar Pradesh
Pune,Satisfactory,73,"PM , CO
10",9/13,Maharashtra
Rourkela,Satisfactory,72,"O , PM
3 10",2/3,Odisha
Bhiwandi,Satisfactory,71,"PM
10",1/1,Maharashtra
Guwahati,Satisfactory,71,"PM
2.5",4/4,Assam
Pali,Satisfactory,71,"PM
2.5",1/1,Rajasthan
Nanded,Satisfactory,71,CO,1/1,Maharashtra
Bengaluru,Satisfactory,70,"PM , CO
10",13/14,Karnataka
