City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Mandideep,Poor,282,"PM
2.5",1/1,Madhya Pradesh
Sawai Madhopur,Poor,282,"O
3",1/1,Rajasthan
Ballabgarh,Poor,241,"PM
10",1/1,Haryana
Bileipada,Poor,232,"PM
10",1/1,Odisha
Singrauli,Poor,232,"PM
10",1/1,Madhya Pradesh
Manguraha,Poor,230,"PM
2.5",1/1,Bihar
Bhiwadi,Poor,230,"PM , PM
10 2.5",2/2,Rajasthan
Charkhi Dadri,Poor,229,"PM
2.5",1/1,Haryana
Baghpat,Poor,226,"PM
10",1/2,Uttar Pradesh
Greater Noida,Poor,220,"PM , O
10 3",2/2,Uttar Pradesh
Gurugram,Poor,218,"PM
2.5",4/4,Haryana
Ghaziabad,Poor,215,"PM , PM
10 2.5",5/5,Uttar Pradesh
Nayagarh,Poor,213,"PM
10",1/1,Odisha
Sri Ganganagar,Poor,212,"O
3",1/1,Rajasthan
Dewas,Moderate,200,"PM
2.5",1/1,Madhya Pradesh
Yamuna Nagar,Moderate,193,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,190,"PM
10",1/1,Uttar Pradesh
Hapur,Moderate,184,"PM
10",1/1,Uttar Pradesh
Barbil,Moderate,184,"PM
10",1/1,Odisha
Bharatpur,Moderate,183,"O
3",1/1,Rajasthan
Manesar,Moderate,179,"PM
2.5",1/1,Haryana
Karauli,Moderate,178,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,177,"PM , O
10 3",2/2,Maharashtra
Samastipur,Moderate,174,"PM
2.5",1/1,Bihar
Angul,Moderate,171,"O
3",1/1,Odisha
Milupara,Moderate,169,"O
3",1/1,Chhattisgarh
Pithampur,Moderate,169,"PM
10",1/1,Madhya Pradesh
Delhi,Moderate,167,"PM , O
10 3",46/47,Delhi
Nanded,Moderate,165,"O
3",1/1,Maharashtra
Narnaul,Moderate,163,"PM
2.5",1/1,Haryana
Gwalior,Moderate,160,"PM , O , PM
10 3 2.5",3/4,Madhya Pradesh
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Noida,Moderate,157,"PM , O
10 3",4/4,Uttar Pradesh
Tonk,Moderate,153,"O
3",1/1,Rajasthan
Baddi,Moderate,152,"O
3",1/1,Himachal Pradesh
Panipat,Moderate,151,"PM
10",1/1,Haryana
Baran,Moderate,151,"O
3",1/1,Rajasthan
Faridabad,Moderate,150,"PM
2.5",3/4,Haryana
Gaya,Moderate,148,"PM , O , PM
10 3 2.5",3/3,Bihar
Indore,Moderate,148,"PM
2.5",5/6,Madhya Pradesh
Araria,Moderate,147,"PM
2.5",1/1,Bihar
Bikaner,Moderate,146,"PM
10",1/1,Rajasthan
Chittorgarh,Moderate,145,"PM
10",1/1,Rajasthan
Kurukshetra,Moderate,144,"PM
10",1/1,Haryana
Dharuhera,Moderate,143,"PM
2.5",1/1,Haryana
Vatva,Moderate,142,"PM
2.5",1/1,Gujarat
Byrnihat (Meghalaya),Moderate,142,"PM
10",1/1,Meghalaya
Mandi Gobindgarh,Moderate,141,"PM
2.5",1/1,Punjab
Nagpur,Moderate,140,"PM , PM
10 2.5",4/4,Maharashtra
Gandhinagar,Moderate,139,"PM
10",3/3,Gujarat
Nandesari,Moderate,138,"PM
2.5",1/1,Gujarat
Muzaffarpur,Moderate,138,"PM
2.5",3/3,Bihar
