City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Agartala,Very Poor,356,"PM
2.5",1/2,Tripura
Charkhi Dadri,Poor,296,"PM
2.5",1/1,Haryana
Gurugram,Poor,289,"PM
2.5",3/4,Haryana
Bhiwadi,Poor,282,"PM , PM
10 2.5",2/2,Rajasthan
Baghpat,Poor,267,"PM
2.5",1/2,Uttar Pradesh
Dharuhera,Poor,259,"PM
2.5",1/1,Haryana
Manesar,Poor,252,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,250,"PM
2.5",4/4,Uttar Pradesh
Greater Noida,Poor,250,"PM
10",2/2,Uttar Pradesh
Angul,Poor,243,"O
3",1/1,Odisha
Panipat,Poor,242,"PM
2.5",1/1,Haryana
Bahadurgarh,Poor,241,"PM
2.5",1/1,Haryana
Hapur,Poor,236,"PM
2.5",1/1,Uttar Pradesh
Ballabgarh,Poor,235,"PM
2.5",1/1,Haryana
Delhi,Poor,228,"PM , PM
10 2.5",38/40,Delhi
Singrauli,Poor,224,"PM
2.5",1/1,Madhya Pradesh
Vatva,Poor,223,"PM
2.5",1/1,Gujarat
Balasore,Poor,216,"O
3",1/1,Odisha
Kurukshetra,Poor,212,"PM
2.5",1/1,Haryana
Hajipur,Poor,208,"PM
2.5",1/1,Bihar
Noida,Poor,208,"PM
2.5",4/4,Uttar Pradesh
Coimbatore,Moderate,200,"PM
2.5",2/2,Tamil Nadu
Karnal,Moderate,195,"PM
2.5",1/1,Haryana
Faridabad,Moderate,192,"PM , PM
10 2.5",3/4,Haryana
Panchgaon,Moderate,191,"PM
2.5",1/1,Haryana
Bharatpur,Moderate,190,"O
3",1/1,Rajasthan
Sri Ganganagar,Moderate,185,"O
3",1/1,Rajasthan
Byrnihat,Moderate,184,"PM
2.5",1/1,Meghalaya
Yamuna Nagar,Moderate,184,"PM
2.5",1/1,Haryana
Cuttack,Moderate,178,"O
3",1/1,Odisha
Boisar,Moderate,173,"PM
2.5",1/1,Maharashtra
Sawai Madhopur,Moderate,173,"O
3",1/1,Rajasthan
Mandideep,Moderate,170,"PM
2.5",1/1,Madhya Pradesh
Dehradun,Moderate,165,"PM
2.5",1/1,Uttarakhand
Lucknow,Moderate,164,"PM , PM
10 2.5",5/6,Uttar Pradesh
Bikaner,Moderate,163,"O
3",1/1,Rajasthan
Sirsa,Moderate,162,"PM
10",1/1,Haryana
Muzaffarnagar,Moderate,162,"PM
2.5",1/1,Uttar Pradesh
Jind,Moderate,160,"PM
2.5",1/1,Haryana
Baddi,Moderate,159,"PM
10",1/1,Himachal Pradesh
Barbil,Moderate,158,"O
3",1/1,Odisha
Kanpur,Moderate,155,"PM , PM
10 2.5",3/4,Uttar Pradesh
Meerut,Moderate,155,"PM
2.5",3/3,Uttar Pradesh
Samastipur,Moderate,154,"PM
2.5",1/1,Bihar
Surat,Moderate,152,"PM
2.5",1/2,Gujarat
Ahmedabad,Moderate,152,"PM
10",7/9,Gujarat
Bulandshahr,Moderate,151,"PM
10",1/1,Uttar Pradesh
Gwalior,Moderate,151,"PM
2.5",3/4,Madhya Pradesh
Bileipada,Moderate,150,"PM
10",1/1,Odisha
Nandesari,Moderate,149,"PM
2.5",1/1,Gujarat
Sonipat,Moderate,148,"PM
2.5",1/1,Haryana
Churu,Moderate,148,"PM
10",1/1,Rajasthan
Bhiwani,Moderate,147,"PM
2.5",1/1,Haryana
Saharsa,Moderate,147,"PM
10",1/1,Bihar
Nalbari,Moderate,147,"PM
2.5",1/1,Assam
Pithampur,Moderate,142,"PM
10",1/1,Madhya Pradesh
Bathinda,Moderate,141,"PM
10",1/1,Punjab
Bhiwandi,Moderate,139,"PM
10",1/1,Maharashtra
Gandhinagar,Moderate,138,"PM , PM
10 2.5",3/3,Gujarat
Patna,Moderate,137,"PM , PM
10 2.5",5/6,Bihar
Motihari,Moderate,132,"PM
2.5",1/1,Bihar
Kota,Moderate,131,"O , PM , PM
3 10 2.5",3/3,Rajasthan
Mandi Gobindgarh,Moderate,128,"PM
2.5",1/1,Punjab
Khurja,Moderate,128,"PM
10",1/1,Uttar Pradesh
Kashipur,Moderate,127,"PM
2.5",1/1,Uttarakhand
