City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ghaziabad,Very Poor,303,"PM
2.5",4/4,Uttar Pradesh
Angul,Poor,295,"O
3",1/1,Odisha
Ballabgarh,Poor,278,"PM
10",1/1,Haryana
Gummidipoondi,Poor,269,"PM
2.5",1/1,Tamil Nadu
Gurugram,Poor,268,"PM
2.5",4/4,Haryana
Charkhi Dadri,Poor,262,"PM
2.5",1/1,Haryana
Suakati,Poor,258,"PM
2.5",1/1,Odisha
Noida,Poor,257,"PM
2.5",4/4,Uttar Pradesh
Tonk,Poor,256,"PM
2.5",1/1,Rajasthan
Singrauli,Poor,256,"PM
2.5",1/1,Madhya Pradesh
Delhi,Poor,253,"PM
2.5",38/40,Delhi
Visakhapatnam,Poor,251,"PM
2.5",1/1,Andhra Pradesh
Greater Noida,Poor,248,"PM
2.5",2/2,Uttar Pradesh
Balasore,Poor,247,"PM
2.5",1/1,Odisha
Cuttack,Poor,239,"O
3",1/1,Odisha
Kollam,Poor,236,"PM
2.5",1/1,Kerala
Keonjhar,Poor,235,"PM
2.5",1/1,Odisha
Mandi Gobindgarh,Poor,234,"PM
2.5",1/1,Punjab
Bhiwadi,Poor,230,"PM
2.5",2/2,Rajasthan
Amaravati,Poor,230,"PM
2.5",1/1,Andhra Pradesh
Baripada,Poor,227,"PM
2.5",1/1,Odisha
Baghpat,Poor,226,"PM
2.5",1/2,Uttar Pradesh
Bhilwara,Poor,219,"PM
2.5",1/1,Rajasthan
Dharuhera,Poor,213,"PM
2.5",1/1,Haryana
Chittorgarh,Poor,212,"PM
2.5",1/1,Rajasthan
Hanumangarh,Poor,210,"PM
10",1/1,Rajasthan
Naharlagun,Poor,208,"PM
2.5",1/1,
Bundi,Poor,203,"PM
2.5",1/1,Rajasthan
Byasanagar,Moderate,200,"PM
2.5",1/1,Odisha
Sikar,Moderate,199,"PM
2.5",1/1,Rajasthan
Tumakuru,Moderate,199,"PM
2.5",1/1,Karnataka
Jaipur,Moderate,198,"PM
2.5",6/6,Rajasthan
Pithampur,Moderate,197,"PM
2.5",1/1,Madhya Pradesh
Narnaul,Moderate,197,"PM
2.5",1/1,Haryana
Muzaffarnagar,Moderate,195,"PM
2.5",1/1,Uttar Pradesh
Udaipur,Moderate,190,"PM
2.5",1/1,Rajasthan
Mandideep,Moderate,189,"PM
2.5",1/1,Madhya Pradesh
Barbil,Moderate,188,"PM
2.5",1/1,Odisha
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Bhubaneswar,Moderate,181,"PM , O
10 3",2/2,Odisha
Bileipada,Moderate,175,"PM
10",1/1,Odisha
Kota,Moderate,175,"PM , PM
10 2.5",3/3,Rajasthan
Kunjemura,Moderate,172,"PM
10",1/1,Chhattisgarh
Tirumala,Moderate,171,"PM
2.5",1/1,Andhra Pradesh
Kolkata,Moderate,170,"PM
2.5",7/7,West Bengal
