City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Jhunjhunu,Poor,299,"O
3",1/1,Rajasthan
Sawai Madhopur,Poor,281,"O
3",1/1,Rajasthan
Meerut,Poor,231,"O , PM , PM
3 10 2.5",3/4,Uttar Pradesh
Dausa,Poor,209,"O
3",1/1,Rajasthan
Bharatpur,Poor,201,"O
3",1/1,Rajasthan
Saharsa,Moderate,198,"PM
2.5",1/1,Bihar
Jhalawar,Moderate,187,"O
3",1/1,Rajasthan
Ghaziabad,Moderate,186,"O , PM , PM
3 10 2.5",5/6,Uttar Pradesh
Mahad,Moderate,185,CO,1/1,Maharashtra
Panipat,Moderate,185,"PM
10",1/1,Haryana
Sagar,Moderate,170,"O
3",1/2,Madhya Pradesh
Baran,Moderate,169,"O
3",1/1,Rajasthan
Sri Ganganagar,Moderate,167,"PM
10",1/1,Rajasthan
Muzaffarnagar,Moderate,163,"PM
2.5",1/1,Uttar Pradesh
Sikar,Moderate,159,"O
3",1/1,Rajasthan
Bundi,Moderate,158,"O
3",1/1,Rajasthan
Byrnihat (Assam),Moderate,153,"PM
2.5",1/1,Meghalaya
Karnal,Moderate,150,"PM
2.5",1/1,Haryana
Churu,Moderate,149,"PM
10",1/1,Rajasthan
Faridabad,Moderate,149,"PM
10",2/4,Haryana
Greater Noida,Moderate,149,"O , PM
3 10",2/2,Uttar Pradesh
Noida,Moderate,149,"O , PM
3 10",4/4,Uttar Pradesh
Kota,Moderate,147,"O , PM
3 10",3/3,Rajasthan
Nandesari,Moderate,144,"PM
2.5",1/1,Gujarat
Kishanganj,Moderate,143,"PM
2.5",1/1,Bihar
Bikaner,Moderate,142,"PM
10",1/1,Rajasthan
Hanumangarh,Moderate,142,"PM
2.5",1/1,Rajasthan
Gurugram,Moderate,140,"PM
2.5",3/4,Haryana
Rajkot,Moderate,137,"PM
2.5",1/1,Gujarat
Mandideep,Moderate,136,"PM
2.5",1/1,Madhya Pradesh
Bhopal,Moderate,136,"O , PM
3 10",2/3,Madhya Pradesh
Vatva,Moderate,136,"PM
2.5",1/1,Gujarat
Charkhi Dadri,Moderate,136,"PM
2.5",1/1,Haryana
Chittorgarh,Moderate,135,"O
3",1/1,Rajasthan
Bhilwara,Moderate,135,"PM
10",1/1,Rajasthan
Sirsa,Moderate,134,"PM
10",1/1,Haryana
Mandi Gobindgarh,Moderate,132,"PM
10",1/1,Punjab
Khanna,Moderate,132,"PM
2.5",1/1,Punjab
Delhi,Moderate,131,"O , PM
3 2.5",45/47,Delhi
Jaipur,Moderate,130,"O , PM
3 10",6/6,Rajasthan
Jalgaon,Moderate,130,"O
3",1/1,Maharashtra
Dharuhera,Moderate,129,"PM
2.5",1/1,Haryana
Hajipur,Moderate,128,"PM
2.5",1/1,Bihar
Kurukshetra,Moderate,127,"PM
10",1/1,Haryana
Tonk,Moderate,127,"PM
10",1/1,Rajasthan
Singrauli,Moderate,126,"PM
10",1/1,Madhya Pradesh
Pali,Moderate,126,"PM
10",1/1,Rajasthan
Jind,Moderate,126,"PM
2.5",1/1,Haryana
Kalyan,Moderate,126,"PM
10",1/2,Maharashtra
Mehsana,Moderate,123,"PM
10",1/1,Gujarat
Dhule,Moderate,123,"PM
10",1/1,Maharashtra
Kaithal,Moderate,122,"PM
2.5",1/1,Haryana
Ankleshwar,Moderate,121,"PM
10",1/1,Gujarat
Gwalior,Moderate,120,"O , PM
3 10",3/4,Madhya Pradesh
Ratlam,Moderate,120,"PM
10",1/1,Madhya Pradesh
Pratapgarh,Moderate,120,"O
3",1/1,Uttar Pradesh
Bahadurgarh,Moderate,119,"PM
2.5",1/1,Haryana
Chandrapur,Moderate,116,"O , PM
3 10",2/2,Maharashtra
Baghpat,Moderate,115,"PM
10",1/2,Uttar Pradesh
Yamuna Nagar,Moderate,115,"PM
10",1/1,Haryana
Hapur,Moderate,115,"PM
2.5",1/1,Uttar Pradesh
Jodhpur,Moderate,114,"O , PM
3 10",5/5,Rajasthan
Bulandshahr,Moderate,114,"PM
10",1/1,Uttar Pradesh
Ballabgarh,Moderate,114,"PM
10",1/1,Haryana
Katni,Moderate,114,"O
3",1/1,Madhya Pradesh
Banswara,Moderate,113,"PM
10",1/1,Rajasthan
Bhavnagar,Moderate,113,"PM
10",1/1,Gujarat
Bhiwadi,Moderate,113,"PM
2.5",1/2,Rajasthan
Vadodara,Moderate,113,"PM
10",1/1,Gujarat
Panchgaon,Moderate,111,"PM
2.5",1/1,Haryana
