City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Poor,280,"PM
10",2/2,Uttar Pradesh
Vapi,Poor,276,"PM
2.5",1/1,Gujarat
Bulandshahr,Poor,270,"PM
10",1/1,Uttar Pradesh
Ballabgarh,Poor,258,"PM
2.5",1/1,Haryana
Bikaner,Poor,256,"PM
10",1/1,Rajasthan
Ghaziabad,Poor,242,"PM , PM
10 2.5",4/4,Uttar Pradesh
Bileipada,Poor,228,"PM
10",1/1,Odisha
Noida,Poor,225,"PM
10",4/4,Uttar Pradesh
Bhiwadi,Poor,222,"PM , PM
10 2.5",2/2,Rajasthan
Gurugram,Poor,220,"PM
10",2/4,Haryana
Bahadurgarh,Poor,219,"PM
10",1/1,Haryana
Dharuhera,Poor,215,"PM
2.5",1/1,Haryana
Sangli,Poor,214,"PM
2.5",1/1,Maharashtra
Tonk,Moderate,199,"PM
10",1/1,Rajasthan
Delhi,Moderate,199,"PM , O
10 3",39/39,Delhi
Rohtak,Moderate,193,"PM
2.5",1/1,Haryana
Ahmedabad,Moderate,191,"PM
2.5",8/9,Gujarat
Nagaur,Moderate,183,"PM
10",1/1,Rajasthan
Chittoor,Moderate,183,"PM
2.5",1/1,Andhra Pradesh
Ratlam,Moderate,174,"PM
10",1/1,Madhya Pradesh
Pithampur,Moderate,172,"PM
10",1/1,Madhya Pradesh
Pali,Moderate,171,"PM
10",1/1,Rajasthan
Jalore,Moderate,170,"PM
10",1/1,Rajasthan
Mira-Bhayandar,Moderate,170,"PM
10",1/1,Maharashtra
Nashik,Moderate,165,"PM
10",3/4,Maharashtra
Meerut,Moderate,163,"PM , O , PM
10 3 2.5",3/3,Uttar Pradesh
Dholpur,Moderate,161,"PM
10",1/1,Rajasthan
Jaipur,Moderate,161,"PM , PM
10 2.5",6/6,Rajasthan
Hapur,Moderate,161,"PM
2.5",1/1,Uttar Pradesh
Baghpat,Moderate,161,"PM
10",1/2,Uttar Pradesh
Byasanagar,Moderate,159,"O
3",1/1,Odisha
Muzaffarnagar,Moderate,158,"O
3",1/1,Uttar Pradesh
Pimpri-Chinchwad,Moderate,156,"PM , PM
10 2.5",4/4,Maharashtra
Hanumangarh,Moderate,153,"PM
10",1/1,Rajasthan
Mumbai,Moderate,152,"PM , PM
10 2.5",26/30,Maharashtra
Hajipur,Moderate,152,"PM
2.5",1/1,Bihar
Solapur,Moderate,152,"PM , PM
10 2.5",2/3,Maharashtra
Latur,Moderate,152,"PM
2.5",1/1,Maharashtra
Thane,Moderate,151,"PM , PM
10 2.5",2/2,Maharashtra
Mandideep,Moderate,149,"PM
2.5",1/1,Madhya Pradesh
Churu,Moderate,149,"PM
10",1/1,Rajasthan
Kota,Moderate,148,"PM , PM
10 2.5",3/3,Rajasthan
Virar,Moderate,146,"PM
2.5",1/1,Maharashtra
Sri Ganganagar,Moderate,145,"PM
10",1/1,Rajasthan
"Aurangabad
(Maharashtra)",Moderate,144,"PM , PM
10 2.5",3/3,Maharashtra
Damoh,Moderate,141,"PM
10",1/1,Madhya Pradesh
Boisar,Moderate,141,"PM
10",1/1,Maharashtra
Gummidipoondi,Moderate,141,"PM
2.5",1/1,Tamil Nadu
Barbil,Moderate,139,"PM
10",1/1,Odisha
Sagar,Moderate,138,"PM
2.5",1/2,Madhya Pradesh
Agra,Moderate,137,"PM , PM
10 2.5",5/6,Uttar Pradesh
Gwalior,Moderate,136,"PM
10",2/4,Madhya Pradesh
Moradabad,Moderate,136,"PM , PM
10 2.5",6/7,Uttar Pradesh
Manesar,Moderate,135,"PM
10",1/1,Haryana
Malegaon,Moderate,135,"PM
10",1/1,Maharashtra
Pune,Moderate,133,"PM , PM
10 2.5",7/13,Maharashtra
Gandhinagar,Moderate,133,"PM
10",3/3,Gujarat
Angul,Moderate,132,"PM
2.5",1/1,Odisha
Navi Mumbai,Moderate,131,"PM , PM
10 2.5",6/8,Maharashtra
Katni,Moderate,131,"PM
10",1/1,Madhya Pradesh
Surat,Moderate,129,"PM
10",1/1,Gujarat
