City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Poor,260,"PM
10",2/2,Uttar Pradesh
Ballabgarh,Poor,239,"PM
10",1/1,Haryana
Rohtak,Poor,238,"PM
2.5",1/1,Haryana
Gurugram,Poor,230,"PM
2.5",3/4,Haryana
Ghaziabad,Poor,229,"PM
10",4/4,Uttar Pradesh
Muzaffarnagar,Poor,212,"PM
2.5",1/1,Uttar Pradesh
Noida,Poor,204,"PM , PM
10 2.5",4/4,Uttar Pradesh
Delhi,Moderate,198,"PM , PM , O
10 2.5 3",44/47,Delhi
Manesar,Moderate,193,"PM
2.5",1/1,Haryana
Barmer,Moderate,191,"PM
10",1/1,Rajasthan
Charkhi Dadri,Moderate,180,"PM
2.5",1/1,Haryana
Mysuru,Moderate,179,"O
3",1/1,Karnataka
Singrauli,Moderate,179,"PM
10",1/1,Madhya Pradesh
Bhiwadi,Moderate,176,"PM
10",2/2,Rajasthan
Faridabad,Moderate,172,"PM , PM
10 2.5",3/4,Haryana
Yamuna Nagar,Moderate,171,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,168,"O
3",1/1,Rajasthan
Panipat,Moderate,165,"PM
10",1/1,Haryana
Baghpat,Moderate,163,"PM
2.5",1/2,Uttar Pradesh
Meerut,Moderate,162,"PM , O
10 3",2/3,Uttar Pradesh
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Kaithal,Moderate,155,"PM
2.5",1/1,Haryana
Bileipada,Moderate,153,"PM
10",1/1,Odisha
Angul,Moderate,152,"O
3",1/1,Odisha
Mandikhera,Moderate,152,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,148,"PM
10",1/1,Uttar Pradesh
Sirsa,Moderate,143,"PM
10",1/1,Haryana
Sawai Madhopur,Moderate,141,"PM
10",1/1,Rajasthan
Agartala,Moderate,139,"PM
2.5",1/2,Tripura
Bikaner,Moderate,139,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,136,"PM , PM
10 2.5",2/2,Maharashtra
Gummidipoondi,Moderate,135,"PM
2.5",1/1,Tamil Nadu
Barbil,Moderate,135,"PM
10",1/1,Odisha
Lucknow,Moderate,132,"PM , PM
10 2.5",6/6,Uttar Pradesh
Hapur,Moderate,132,"PM
2.5",1/1,Uttar Pradesh
Khurja,Moderate,130,"PM
10",1/1,Uttar Pradesh
Pithampur,Moderate,129,"PM
10",1/1,Madhya Pradesh
Jaipur,Moderate,128,"PM
10",5/6,Rajasthan
Hisar,Moderate,127,"PM
10",1/1,Haryana
Baddi,Moderate,124,"PM
10",1/1,Himachal Pradesh
Bhiwani,Moderate,124,"PM
2.5",1/1,Haryana
"Aurangabad
(Maharashtra)",Moderate,124,"PM , O
2.5 3",2/3,Maharashtra
Nayagarh,Moderate,122,"PM
10",1/1,Odisha
Visakhapatnam,Moderate,122,"PM
10",1/1,Andhra Pradesh
Alwar,Moderate,120,"PM
10",1/1,Rajasthan
Gaya,Moderate,118,"PM , PM
10 2.5",2/3,Bihar
Kurukshetra,Moderate,118,"PM
10",1/1,Haryana
Gwalior,Moderate,116,"PM , O
10 3",3/4,Madhya Pradesh
Agra,Moderate,115,"PM
10",6/6,Uttar Pradesh
Pali,Moderate,114,"PM
10",1/1,Rajasthan
Dhule,Moderate,114,"PM
2.5",1/1,Maharashtra
Vatva,Moderate,113,"PM
2.5",1/1,Gujarat
Malegaon,Moderate,111,"PM
10",1/1,Maharashtra
Suakati,Moderate,110,"PM
2.5",1/1,Odisha
Kunjemura,Moderate,110,"PM
10",1/1,Chhattisgarh
Karnal,Moderate,110,"PM
2.5",1/1,Haryana
Rupnagar,Moderate,108,"PM
2.5",1/1,Punjab
Baran,Moderate,107,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,107,"PM
10",1/1,Rajasthan
Sikar,Moderate,107,"PM
10",1/1,Rajasthan
Mahad,Moderate,106,"PM
2.5",1/1,Maharashtra
Jind,Moderate,105,"PM
2.5",1/1,Haryana
Churu,Moderate,105,"PM
10",1/1,Rajasthan
Bharatpur,Moderate,103,"O
3",1/1,Rajasthan
Moradabad,Moderate,103,"PM , SO , PM
10 2 2.5",6/7,Uttar Pradesh
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Jalgaon,Moderate,102,"PM
10",1/1,Maharashtra
Katni,Moderate,101,"O
3",1/1,Madhya Pradesh
Jhunjhunu,Satisfactory,100,"PM
10",1/1,Rajasthan
Karauli,Satisfactory,100,"PM
10",1/1,Rajasthan
Solapur,Satisfactory,100,"PM , PM
10 2.5",2/3,Maharashtra
Bengaluru,Satisfactory,99,"PM , O
10 3",8/14,Karnataka
Pratapgarh,Satisfactory,98,"PM
10",1/1,Uttar Pradesh
Talcher,Satisfactory,97,"PM
2.5",1/1,Odisha
Cuttack,Satisfactory,97,"PM
10",1/1,Odisha
Palwal,Satisfactory,97,"PM
10",1/1,Haryana
Mehsana,Satisfactory,97,"PM
10",1/1,Gujarat
Hanumangarh,Satisfactory,97,"PM
10",1/1,Rajasthan
Ludhiana,Satisfactory,96,"PM
10",1/1,Punjab
Mandi Gobindgarh,Satisfactory,95,"PM
2.5",1/1,Punjab
Amritsar,Satisfactory,95,"PM
10",1/1,Punjab
Jhalawar,Satisfactory,94,"PM
10",1/1,Rajasthan
Bhopal,Satisfactory,94,"PM
10",3/3,Madhya Pradesh
Kalyan,Satisfactory,94,"PM
10",1/2,Maharashtra
Nagaur,Satisfactory,94,"PM
10",1/1,Rajasthan
Kannur,Satisfactory,94,"PM
2.5",1/1,Kerala
Damoh,Satisfactory,93,"PM
10",1/1,Madhya Pradesh
Ankleshwar,Satisfactory,93,"PM
10",1/1,Gujarat
Jorapokhar,Satisfactory,93,"PM
10",1/1,Jharkhand
Panchgaon,Satisfactory,92,"PM
2.5",1/1,Haryana
Byasanagar,Satisfactory,91,"PM
2.5",1/1,Odisha
Dewas,Satisfactory,91,"PM
10",1/1,Madhya Pradesh
Yadgir,Satisfactory,91,"PM
10",1/1,Karnataka
Tirumala,Satisfactory,90,"PM
10",1/1,Andhra Pradesh
Bettiah,Satisfactory,90,"SO
2",1/1,Bihar
Brajrajnagar,Satisfactory,89,"PM
10",1/1,Odisha
Jalna,Satisfactory,89,"PM
10",1/1,Maharashtra
Keonjhar,Satisfactory,89,"PM
10",1/1,Odisha
Nanded,Satisfactory,89,"PM
10",1/1,Maharashtra
Bhilwara,Satisfactory,89,"PM
10",1/1,Rajasthan
Mandideep,Satisfactory,88,"PM
10",1/1,Madhya Pradesh
Nagpur,Satisfactory,88,"PM
10",4/4,Maharashtra
Patna,Satisfactory,87,"PM , PM
10 2.5",5/6,Bihar
Gorakhpur,Satisfactory,87,"PM
10",1/1,Uttar Pradesh
Ajmer,Satisfactory,87,"PM
10",1/1,Rajasthan
Rajkot,Satisfactory,87,CO,1/1,Gujarat
Badlapur,Satisfactory,86,"PM
10",1/1,Maharashtra
Vrindavan,Satisfactory,86,"PM
10",1/1,Uttar Pradesh
Kota,Satisfactory,86,"PM
10",3/3,Rajasthan
Ahmedabad,Satisfactory,86,"PM , O
10 3",7/9,Gujarat
Fatehabad,Satisfactory,86,"PM
10",1/1,Haryana
Hyderabad,Satisfactory,86,"PM , PM
10 2.5",13/14,Telangana
Surat,Satisfactory,85,"PM , CO
10",2/2,Gujarat
Patiala,Satisfactory,84,"PM
10",1/1,Punjab
Amravati,Satisfactory,84,"PM
10",2/2,Maharashtra
Dholpur,Satisfactory,84,"PM
10",1/1,Rajasthan
Kadapa,Satisfactory,84,"PM
2.5",1/1,Andhra Pradesh
Ambala,Satisfactory,84,"PM
10",1/1,Haryana
Varanasi,Satisfactory,83,"PM
10",4/4,Uttar Pradesh
Rourkela,Satisfactory,83,"PM , PM
10 2.5",3/3,Odisha
Narnaul,Satisfactory,83,"PM
2.5",1/1,Haryana
Kanpur,Satisfactory,83,"PM , PM
10 2.5",3/4,Uttar Pradesh
Jabalpur,Satisfactory,82,"PM
10",4/4,Madhya Pradesh
Bhiwandi,Satisfactory,80,"PM
10",1/1,Maharashtra
Chhal,Satisfactory,80,"PM
10",1/1,Chhattisgarh
Sagar,Satisfactory,80,"PM , O
10 3",2/2,Madhya Pradesh
Tumidih,Satisfactory,79,"PM
10",1/1,Chhattisgarh
Nashik,Satisfactory,79,"PM , PM
10 2.5",4/4,Maharashtra
Thrissur,Satisfactory,78,"PM
10",1/1,Kerala
Firozabad,Satisfactory,78,"PM
10",2/2,Uttar Pradesh
Bilaspur,Satisfactory,78,"PM
10",1/1,Chhattisgarh
Dehradun,Satisfactory,78,"PM
10",1/1,Uttarakhand
Bundi,Satisfactory,78,"PM
10",1/1,Rajasthan
Amaravati,Satisfactory,78,"PM
10",1/1,Andhra Pradesh
Bathinda,Satisfactory,78,CO,1/1,Punjab
Udaipur,Satisfactory,77,"PM
10",1/1,Rajasthan
Prayagraj,Satisfactory,77,"PM , SO
10 2",3/3,Uttar Pradesh
Bareilly,Satisfactory,77,"PM , SO
10 2",2/2,Uttar Pradesh
Bhavnagar,Satisfactory,76,"PM
10",1/1,Gujarat
Byrnihat,Satisfactory,76,"PM
10",1/1,Meghalaya
Pimpri-Chinchwad,Satisfactory,76,"PM
10",4/4,Maharashtra
Thoothukudi,Satisfactory,76,"PM
10",1/1,Tamil Nadu
Manguraha,Satisfactory,75,"PM
10",1/1,Bihar
