City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ghaziabad,Very Poor,384,"PM
10",3/4,Uttar Pradesh
Greater Noida,Very Poor,328,"PM
10",2/2,Uttar Pradesh
Noida,Very Poor,311,"PM
2.5",4/4,Uttar Pradesh
Delhi,Very Poor,305,"PM , PM
2.5 10",38/40,Delhi
Gurugram,Poor,297,"PM
2.5",4/4,Haryana
Charkhi Dadri,Poor,291,"PM
2.5",1/1,Haryana
Bhiwadi,Poor,282,"PM
2.5",2/2,Rajasthan
Hapur,Poor,277,"PM
2.5",1/1,Uttar Pradesh
Muzaffarnagar,Poor,271,"PM
2.5",1/1,Uttar Pradesh
Baghpat,Poor,264,"PM
2.5",1/2,Uttar Pradesh
Meerut,Poor,262,"PM
2.5",2/3,Uttar Pradesh
Cuttack,Poor,251,"O
3",1/1,Odisha
Vatva,Poor,251,"PM
2.5",1/1,Gujarat
Bhiwani,Poor,246,"PM
2.5",1/1,Haryana
Manesar,Poor,246,"PM
2.5",1/1,Haryana
Dharuhera,Poor,244,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,229,"PM
2.5",1/1,Haryana
Byasanagar,Poor,228,"O
3",1/1,Odisha
Karnal,Poor,226,"PM
2.5",1/1,Haryana
Kurukshetra,Poor,223,"PM
2.5",1/1,Haryana
Begusarai,Poor,219,"O
3",1/1,Bihar
Ujjain,Poor,217,"PM
2.5",1/2,Madhya Pradesh
Pithampur,Poor,216,"PM
2.5",1/1,Madhya Pradesh
Rohtak,Poor,214,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,213,"PM
2.5",1/1,Uttar Pradesh
Tonk,Poor,210,"PM
10",1/1,Rajasthan
Singrauli,Poor,204,"PM
10",1/1,Madhya Pradesh
Chennai,Poor,204,"PM
10",6/9,Tamil Nadu
Churu,Poor,202,"PM
2.5",1/1,Rajasthan
Mandi Gobindgarh,Poor,202,"PM
10",1/1,Punjab
Jaisalmer,Moderate,197,"PM
2.5",1/1,Rajasthan
Kolkata,Moderate,196,"PM
2.5",7/7,West Bengal
Bikaner,Moderate,193,"O
3",1/1,Rajasthan
Gummidipoondi,Moderate,190,"PM
2.5",1/1,Tamil Nadu
Faridabad,Moderate,188,"PM , PM
2.5 10",3/4,Haryana
Balasore,Moderate,188,"PM
2.5",1/1,Odisha
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
