City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Singrauli,Very Poor,346,"PM
2.5",1/1,Madhya Pradesh
Ujjain,Very Poor,338,"PM
10",1/2,Madhya Pradesh
Pithampur,Poor,285,"PM
2.5",1/1,Madhya Pradesh
Angul,Poor,283,"O
3",1/1,Odisha
Bileipada,Poor,259,"PM
2.5",1/1,Odisha
Cuttack,Poor,245,"O
3",1/1,Odisha
Bhopal,Poor,242,"PM
2.5",3/3,Madhya Pradesh
Ballabgarh,Poor,239,"PM
10",1/1,Haryana
Mandideep,Poor,229,"PM
2.5",1/1,Madhya Pradesh
Asansol,Poor,226,"PM
2.5",4/4,West Bengal
Gaya,Poor,225,"PM
10",1/3,Bihar
Amaravati,Poor,221,"PM
2.5",1/1,Andhra Pradesh
Sri Ganganagar,Poor,220,"PM
2.5",1/1,Rajasthan
Bhiwani,Poor,218,"PM
2.5",1/1,Haryana
Chhapra,Poor,211,"PM
10",1/1,Bihar
Mandi Gobindgarh,Poor,205,"PM
2.5",1/1,Punjab
Gummidipoondi,Moderate,200,"PM
2.5",1/1,Tamil Nadu
Kolkata,Moderate,199,"PM
2.5",7/7,West Bengal
Naharlagun,Moderate,198,"PM
2.5",1/1,
Gurugram,Moderate,198,"PM , PM
2.5 10",3/4,Haryana
Dewas,Moderate,198,"PM
2.5",1/1,Madhya Pradesh
Nagpur,Moderate,197,"PM
2.5",4/4,Maharashtra
Byasanagar,Moderate,192,"O
3",1/1,Odisha
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Jabalpur,Moderate,185,"PM
2.5",4/4,Madhya Pradesh
Bhubaneswar,Moderate,184,"PM , O
10 3",2/2,Odisha
Guwahati,Moderate,183,"PM , PM
2.5 10",3/4,Assam
Howrah,Moderate,182,"PM , PM
2.5 10",4/5,West Bengal
Barrackpore,Moderate,180,"PM
2.5",1/1,West Bengal
Hajipur,Moderate,179,"PM
2.5",1/1,Bihar
Bhiwadi,Moderate,176,"PM , PM
2.5 10",2/2,Rajasthan
Chandrapur,Moderate,174,"PM , PM
2.5 10",2/2,Maharashtra
Pune,Moderate,174,"PM , PM
2.5 10",7/13,Maharashtra
Ghaziabad,Moderate,173,"PM , PM
2.5 10",4/4,Uttar Pradesh
Suakati,Moderate,170,"PM
2.5",1/1,Odisha
Bihar Sharif,Moderate,169,"PM
2.5",1/1,Bihar
Talcher,Moderate,168,"PM
2.5",1/1,Odisha
Kunjemura,Moderate,167,"PM
10",1/1,Chhattisgarh
Milupara,Moderate,165,"O
3",1/1,Chhattisgarh
Brajrajnagar,Moderate,161,"PM
2.5",1/1,Odisha
Charkhi Dadri,Moderate,158,"PM
2.5",1/1,Haryana
Dhanbad,Moderate,155,"PM
10",1/2,Jharkhand
Greater Noida,Moderate,155,"PM
10",2/2,Uttar Pradesh
Delhi,Moderate,153,"NO , PM , O
2 10 3",39/40,Delhi
Balasore,Moderate,152,"O
3",1/1,Odisha
Baripada,Moderate,151,"PM
2.5",1/1,Odisha
Nalbari,Moderate,150,"PM
2.5",1/1,Assam
Rourkela,Moderate,149,"PM
2.5",3/3,Odisha
"Aurangabad
(Maharashtra)",Moderate,149,"PM , PM
2.5 10",3/3,Maharashtra
Sagar,Moderate,148,"PM , PM
2.5 10",2/2,Madhya Pradesh
Patna,Moderate,148,"PM , PM
2.5 10",5/6,Bihar
Rajgir,Moderate,148,"PM
2.5",1/1,Bihar
Nagaon,Moderate,147,"PM
2.5",1/1,Assam
Jaipur,Moderate,147,"NO , O
2 3",6/6,Rajasthan
Purnia,Moderate,146,"PM
2.5",1/1,Bihar
Baddi,Moderate,144,"PM
10",1/1,Himachal Pradesh
