City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Pali,Very Poor,306,"PM
10",1/1,Rajasthan
Pithampur,Poor,276,"PM
10",1/1,Madhya Pradesh
Tonk,Poor,266,"PM
10",1/1,Rajasthan
Dewas,Poor,244,"PM
10",1/1,Madhya Pradesh
Jalore,Poor,240,"PM
10",1/1,Rajasthan
Dungarpur,Poor,238,"PM
10",1/1,Rajasthan
Ratlam,Poor,230,"PM
10",1/1,Madhya Pradesh
Belapur,Poor,214,"O
3",1/1,Maharashtra
Jaipur,Poor,212,"PM
10",6/6,Rajasthan
Sawai Madhopur,Poor,211,"PM
10",1/1,Rajasthan
Chittoor,Poor,210,"PM
2.5",1/1,Andhra Pradesh
Sirohi,Poor,203,"PM
10",1/1,Rajasthan
Banswara,Moderate,197,"PM
10",1/1,Rajasthan
Bikaner,Moderate,189,"PM
10",1/1,Rajasthan
Barmer,Moderate,187,"PM
10",1/1,Rajasthan
Jodhpur,Moderate,182,"PM , PM
2.5 10",5/5,Rajasthan
Dausa,Moderate,182,"PM
10",1/1,Rajasthan
Sikar,Moderate,179,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,178,"PM
10",1/1,Rajasthan
Bileipada,Moderate,177,"PM
10",1/1,Odisha
Baran,Moderate,172,"PM
10",1/1,Rajasthan
Udaipur,Moderate,170,"PM
10",1/1,Rajasthan
Nagaur,Moderate,169,"PM
10",1/1,Rajasthan
Bhopal,Moderate,165,"PM
10",3/3,Madhya Pradesh
Thanjavur,Moderate,164,"PM
2.5",1/1,Tamil Nadu
Kota,Moderate,163,"PM
10",3/3,Rajasthan
Vapi,Moderate,163,"PM
10",1/1,Gujarat
Indore,Moderate,160,"PM , PM
2.5 10",4/6,Madhya Pradesh
Jhansi,Moderate,160,"PM
10",1/1,Uttar Pradesh
Greater Noida,Moderate,157,"PM
10",2/2,Uttar Pradesh
Karauli,Moderate,154,"PM
10",1/1,Rajasthan
Pratapgarh,Moderate,154,"PM
10",1/1,Uttar Pradesh
Sagar,Moderate,150,"PM
10",1/2,Madhya Pradesh
Hanumangarh,Moderate,147,"PM
10",1/1,Rajasthan
Dhule,Moderate,146,"PM
10",1/1,Maharashtra
Mandideep,Moderate,145,"PM
2.5",1/1,Madhya Pradesh
Narnaul,Moderate,142,"PM
2.5",1/1,Haryana
Ajmer,Moderate,140,"PM
10",1/1,Rajasthan
