City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Gurugram,Very Poor,333,"O
3",1/4,Haryana
Bundi,Poor,280,"PM
2.5",1/1,Rajasthan
Surat,Poor,217,"PM
10",1/1,Gujarat
Tonk,Moderate,170,"PM
2.5",1/1,Rajasthan
Baddi,Moderate,141,"PM
10",1/1,Himachal Pradesh
Visakhapatnam,Moderate,137,"PM
10",1/1,Andhra Pradesh
Barmer,Moderate,135,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Moderate,126,"PM
2.5",1/1,Punjab
Karauli,Moderate,122,"PM
10",1/1,Rajasthan
Sri Ganganagar,Moderate,118,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,116,"PM
10",1/1,Rajasthan
Talcher,Moderate,112,CO,1/1,Odisha
Imphal,Moderate,109,"SO
2",1/2,Manipur
Pali,Moderate,108,"PM
2.5",1/1,Rajasthan
Udaipur,Moderate,102,"PM
10",1/1,Rajasthan
Khurja,Moderate,101,"PM
10",1/1,Uttar Pradesh
Khanna,Moderate,101,"PM
2.5",1/1,Punjab
Bhilwara,Satisfactory,98,"PM
2.5",1/1,Rajasthan
Ludhiana,Satisfactory,98,"PM
10",1/1,Punjab
Katni,Satisfactory,96,"PM
10",1/1,Madhya Pradesh
Lucknow,Satisfactory,96,"PM , PM
2.5 10",6/6,Uttar Pradesh
Guwahati,Satisfactory,94,"O , PM , SO
3 2.5 2",4/4,Assam
Bikaner,Satisfactory,94,"PM
10",1/1,Rajasthan
Noida,Satisfactory,90,"PM , PM
2.5 10",4/4,Uttar Pradesh
Delhi,Satisfactory,89,"PM , PM
2.5 10",38/39,Delhi
Ghaziabad,Satisfactory,87,"PM , PM
2.5 10",4/4,Uttar Pradesh
Banswara,Satisfactory,87,"PM
10",1/1,Rajasthan
Dewas,Satisfactory,85,"SO
2",1/1,Madhya Pradesh
Bharatpur,Satisfactory,85,"PM
10",1/1,Rajasthan
Kanpur,Satisfactory,85,"CO, PM
10",3/4,Uttar Pradesh
Rourkela,Satisfactory,84,"CO, PM
10",2/3,Odisha
Rajsamand,Satisfactory,83,"O
3",1/1,Rajasthan
Katihar,Satisfactory,82,"PM
2.5",1/1,Bihar
Greater Noida,Satisfactory,82,"PM
10",2/2,Uttar Pradesh
Jalore,Satisfactory,81,"PM
10",1/1,Rajasthan
Ajmer,Satisfactory,79,"PM
10",1/1,Rajasthan
Kota,Satisfactory,79,"PM
10",3/3,Rajasthan
Angul,Satisfactory,79,CO,1/1,Odisha
Gummidipoondi,Satisfactory,78,"PM
10",1/1,Tamil Nadu
Bareilly,Satisfactory,78,"SO
2",2/2,Uttar Pradesh
Byasanagar,Satisfactory,78,CO,1/1,Odisha
Tiruchirappalli,Satisfactory,76,"PM
10",1/1,Tamil Nadu
Alwar,Satisfactory,76,CO,1/1,Rajasthan
