City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri Ganganagar,Moderate,164,"PM
2.5",1/1,Rajasthan
Manguraha,Moderate,133,CO,1/1,Bihar
Saharsa,Moderate,133,"PM
10",1/1,Bihar
Tirumala,Moderate,119,"O
3",1/1,Andhra Pradesh
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Churu,Moderate,113,"PM
10",1/1,Rajasthan
Tonk,Moderate,110,"PM
10",1/1,Rajasthan
Baddi,Moderate,106,"PM
10",1/1,Himachal Pradesh
Jhansi,Moderate,102,"PM
2.5",1/1,Uttar Pradesh
Bareilly,Satisfactory,100,"SO
2",1/2,Uttar Pradesh
Rajsamand,Satisfactory,100,"O
3",1/1,Rajasthan
Bettiah,Satisfactory,98,CO,1/1,Bihar
Pali,Satisfactory,97,"PM
10",1/1,Rajasthan
Buxar,Satisfactory,97,"O
3",1/1,Bihar
Gummidipoondi,Satisfactory,97,"PM
10",1/1,Tamil Nadu
Nagaur,Satisfactory,96,"PM
10",1/1,Rajasthan
Rupnagar,Satisfactory,89,"PM
10",1/1,Punjab
Rajgir,Satisfactory,89,CO,1/1,Bihar
Pratapgarh,Satisfactory,88,"PM
10",1/1,Uttar Pradesh
Katihar,Satisfactory,87,CO,1/1,Bihar
Tumidih,Satisfactory,85,"PM
10",1/1,Chhattisgarh
Aurangabad (Bihar),Satisfactory,84,"PM
10",1/1,Bihar
Bikaner,Satisfactory,84,"PM
10",1/1,Rajasthan
Bhagalpur,Satisfactory,83,"PM
2.5",1/2,Bihar
Dhanbad,Satisfactory,83,"PM
10",1/2,Jharkhand
Visakhapatnam,Satisfactory,82,"PM
10",1/1,Andhra Pradesh
Jhunjhunu,Satisfactory,82,"PM
10",1/1,Rajasthan
Hanumangarh,Satisfactory,82,"PM
10",1/1,Rajasthan
Banswara,Satisfactory,81,"PM
10",1/1,Rajasthan
Cuddalore,Satisfactory,81,"PM
2.5",2/2,Tamil Nadu
Ghaziabad,Satisfactory,80,"PM
10",4/4,Uttar Pradesh
Chittoor,Satisfactory,80,"PM
2.5",1/1,Andhra Pradesh
Rairangpur,Satisfactory,80,"PM
10",1/1,Odisha
Gaya,Satisfactory,79,"PM , PM
2.5 10",3/3,Bihar
Jaipur,Satisfactory,79,"NO , PM
2 10",6/6,Rajasthan
Bundi,Satisfactory,79,"PM
10",1/1,Rajasthan
Ulhasnagar,Satisfactory,79,"PM
10",1/1,Maharashtra
Dholpur,Satisfactory,79,"PM
10",1/1,Rajasthan
Sangli,Satisfactory,79,"O
3",1/1,Maharashtra
Milupara,Satisfactory,79,"PM
10",1/1,Chhattisgarh
Greater Noida,Satisfactory,77,"PM
10",2/2,Uttar Pradesh
Jalandhar,Satisfactory,77,"PM
10",1/1,Punjab
Jalore,Satisfactory,77,"PM
10",1/1,Rajasthan
