City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Delhi,Severe,428,"PM
2.5",38/39,Delhi
Noida,Severe,425,"PM
2.5",3/4,Uttar Pradesh
Bahadurgarh,Severe,421,"PM
2.5",1/1,Haryana
Greater Noida,Severe,406,"PM
2.5",2/2,Uttar Pradesh
Ghaziabad,Very Poor,390,"PM , PM
10 2.5",4/4,Uttar Pradesh
Khurja,Very Poor,381,"PM
10",1/1,Uttar Pradesh
Sonipat,Very Poor,381,"PM
2.5",1/1,Haryana
Gurugram,Very Poor,378,"PM
2.5",3/4,Haryana
Jind,Very Poor,376,"PM
2.5",1/1,Haryana
Sirsa,Very Poor,375,"PM
2.5",1/1,Haryana
Bhiwadi,Very Poor,373,"PM
2.5",2/2,Rajasthan
Fatehabad,Very Poor,370,"PM
2.5",1/1,Haryana
Bulandshahr,Very Poor,358,"PM
10",1/1,Uttar Pradesh
Charkhi Dadri,Very Poor,355,"PM
2.5",1/1,Haryana
Manesar,Very Poor,343,"PM
2.5",1/1,Haryana
Rohtak,Very Poor,342,"PM
2.5",1/1,Haryana
Hapur,Very Poor,332,"PM
2.5",1/1,Uttar Pradesh
Mandideep,Poor,299,"PM
2.5",1/1,Madhya Pradesh
Baghpat,Poor,299,"PM
2.5",1/2,Uttar Pradesh
Faridabad,Poor,298,"PM
2.5",3/4,Haryana
Bhiwani,Poor,285,"PM
2.5",1/1,Haryana
Narnaul,Poor,275,"PM
2.5",1/1,Haryana
Meerut,Poor,271,"PM , PM
10 2.5",3/3,Uttar Pradesh
Angul,Poor,269,"PM
2.5",1/1,Odisha
Dholpur,Poor,265,"PM
2.5",1/1,Rajasthan
Hisar,Poor,259,"PM
10",1/1,Haryana
Palwal,Poor,250,"PM
2.5",1/1,Haryana
Sri Ganganagar,Poor,243,"PM
10",1/1,Rajasthan
Nagaur,Poor,241,"PM
10",1/1,Rajasthan
Hanumangarh,Poor,241,"PM
2.5",1/1,Rajasthan
Muzaffarnagar,Poor,240,"PM
2.5",1/1,Uttar Pradesh
Agra,Poor,236,"PM , PM
10 2.5",6/6,Uttar Pradesh
Jhunjhunu,Poor,236,"PM
10",1/1,Rajasthan
Bhubaneswar,Poor,234,"PM , O
2.5 3",2/2,Odisha
Sikar,Poor,230,"PM
10",1/1,Rajasthan
Churu,Poor,224,"PM
10",1/1,Rajasthan
Kaithal,Poor,224,"PM
2.5",1/1,Haryana
Panipat,Poor,222,"PM
2.5",1/1,Haryana
Katni,Poor,221,"PM
2.5",1/1,Madhya Pradesh
Dausa,Poor,219,"PM
10",1/1,Rajasthan
Karnal,Poor,217,"PM
2.5",1/1,Haryana
Tirupati,Poor,216,"PM
2.5",1/1,Andhra Pradesh
Gwalior,Poor,211,"PM , O
2.5 3",3/4,Madhya Pradesh
Jaipur,Poor,208,"PM , PM
10 2.5",5/6,Rajasthan
Cuttack,Poor,207,"PM
2.5",1/1,Odisha
Vrindavan,Poor,207,"PM
2.5",1/1,Uttar Pradesh
Ahmedabad,Poor,206,"PM , PM
10 2.5",7/9,Gujarat
Prayagraj,Poor,204,"PM , PM
10 2.5",3/3,Uttar Pradesh
Vapi,Poor,203,"PM
2.5",1/1,Gujarat
Firozabad,Poor,202,"PM , PM
10 2.5",2/2,Uttar Pradesh
Bhopal,Poor,201,"PM
2.5",3/3,Madhya Pradesh
Hajipur,Moderate,200,"PM
2.5",1/1,Bihar
Kanpur,Moderate,200,"PM
2.5",3/4,Uttar Pradesh
Tonk,Moderate,198,"PM
2.5",1/1,Rajasthan
Bikaner,Moderate,195,"PM
10",1/1,Rajasthan
Patna,Moderate,194,"PM , PM
10 2.5",6/6,Bihar
Dindigul,Moderate,190,"PM
2.5",1/1,Tamil Nadu
Visakhapatnam,Moderate,190,"PM
2.5",1/1,Andhra Pradesh
Bharatpur,Moderate,189,"O
3",1/1,Rajasthan
Talcher,Moderate,188,"PM
2.5",1/1,Odisha
Lucknow,Moderate,186,"PM
2.5",6/6,Uttar Pradesh
Pithampur,Moderate,179,"PM
10",1/1,Madhya Pradesh
