City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Fatehabad,Moderate,176,"PM
10",1/1,
Sonipat,Moderate,171,"PM
10",1/1,Haryana
Sri ganganagar,Moderate,139,"PM
10",1/1,Rajasthan
Mandi gobindgarh,Moderate,135,"PM
10",1/1,
Byrnihat (Meghalaya),Moderate,134,"PM
2.5",1/1,
Ballabgarh,Moderate,130,"PM
2.5",1/1,Haryana
Talcher,Moderate,128,"PM
2.5",1/1,Odisha
Gurugram,Moderate,121,"PM , PM
2.5 10",3/4,Haryana
Siliguri,Moderate,116,NO2,1/1,West Bengal
Bundi,Moderate,113,"PM
10",1/1,
Narnaul,Moderate,113,"PM
2.5",1/1,
Jind,Moderate,112,"PM
2.5",1/1,Haryana
Faridabad,Moderate,110,"PM , PM
2.5 10",3/4,
Gummidipoondi,Moderate,108,"PM
10",1/1,
Vatva,Moderate,107,"PM
10",1/1,
Chhapra,Moderate,106,"PM
10",1/1,Gujarat
Dhanbad,Moderate,105,NO2,1/2,Jharkhand
Pali,Moderate,102,"PM
2.5",1/1,Rajasthan
Vadodara,Moderate,101,CO,1/1,
Baddi,Moderate,101,"PM
10",1/1,
Khora,Satisfactory,97,CO,1/1,
Visakhapatnam,Satisfactory,95,"PM
10",1/1,Andhra Pradesh
Ambala,Satisfactory,95,"PM
10",1/1,Haryana
Jorapokhar,Satisfactory,93,"PM
10",1/1,
Bikaner,Satisfactory,92,"PM
10",1/1,Rajasthan
Charkhi dadri,Satisfactory,90,"PM
2.5",1/1,Haryana
Rajkot,Satisfactory,90,CO,1/1,
Bhilwara,Satisfactory,87,"PM
10",1/1,Rajasthan
Hisar,Satisfactory,86,CO,1/1,Haryana
Jaipur,Satisfactory,85,"PM , O , PM
10 3 2.5",6/6,Rajasthan
Sirsa,Satisfactory,84,CO,1/1,Haryana
Bhavnagar,Satisfactory,83,CO,1/1,
Chennai,Satisfactory,82,"PM
10",7/9,Tamil Nadu
Bhiwadi,Satisfactory,81,"PM
10",2/2,Rajasthan
Mandikhera,Satisfactory,78,"PM
10",1/1,
Dewas,Satisfactory,78,NO2,1/1,Madhya Pradesh
Bathinda,Satisfactory,78,CO,1/1,
Amritsar,Satisfactory,78,"PM
10",1/1,Punjab
Dharuhera,Satisfactory,76,"PM
2.5",1/1,Haryana
Barmer,Satisfactory,76,"PM
10",1/1,Rajasthan
Agartala,Satisfactory,76,"PM
10",1/2,Tripura
Bahadurgarh,Satisfactory,76,"PM
2.5",1/1,Haryana
Modinagar,Satisfactory,76,"PM
10",1/1,Rajasthan
Mysuru,Satisfactory,75,"O
3",1/1,
Ajmer,Satisfactory,74,"PM
10",1/1,Rajasthan
Ludhiana,Satisfactory,74,"PM
10",1/1,
Banswara,Satisfactory,74,"PM
10",1/1,Rajasthan
Jalore,Satisfactory,74,"PM
10",1/1,
Raebareli,Satisfactory,74,CO,1/2,
Greater noida,Satisfactory,73,"PM
10",2/2,Uttar Pradesh
Sirohi,Satisfactory,73,"PM
10",1/1,Rajasthan
Katihar,Satisfactory,72,CO,1/1,Bihar
Agra,Satisfactory,71,"PM , PM
2.5 10",5/6,Uttar Pradesh
Mehsana,Satisfactory,71,CO,1/1,Gujarat
Satna,Satisfactory,70,"PM
10",1/1,
Udaipur,Satisfactory,70,"PM
10",1/1,Rajasthan
Delhi,Satisfactory,69,"PM , PM
2.5 10",44/46,National Capital Territory of Delhi
Tirupati,Satisfactory,68,"PM
10",1/1,
Patna,Satisfactory,68,"PM , O
2.5 3",6/6,Bihar
Khanna,Satisfactory,67,"PM
10",1/1,Punjab
