City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bihar sharif,Poor,278,"PM
2.5",1/1,Bihar
Bileipada,Moderate,196,"PM
10",1/1,
Saharsa,Moderate,137,"PM
10",1/1,Bihar
Sonipat,Moderate,132,"PM
10",1/1,
Buxar,Moderate,122,"PM
2.5",1/1,Bihar
Chhapra,Moderate,121,"PM
2.5",1/1,Gujarat
Nandesari,Moderate,120,"PM
2.5",1/1,Gujarat
Mysuru,Moderate,118,"O
3",1/1,
Sri ganganagar,Moderate,115,"PM
10",1/1,Rajasthan
Byrnihat (Meghalaya),Moderate,113,"PM
2.5",1/1,
Bhagalpur,Moderate,111,"PM
2.5",1/2,
Siliguri,Moderate,111,NO2,1/1,West Bengal
Panipat,Moderate,111,"PM
10",1/1,Haryana
Mandi gobindgarh,Moderate,109,"PM
10",1/1,
Visakhapatnam,Moderate,109,"PM
10",1/1,
Dhanbad,Moderate,106,NO2,1/2,Jharkhand
Siwan,Moderate,105,"PM
10",1/1,Bihar
Baddi,Moderate,104,CO,1/1,
Khora,Moderate,104,"PM
2.5",1/1,
Bikaner,Moderate,102,"PM
10",1/1,Rajasthan
Bhilwara,Moderate,101,"PM
10",1/1,
Rupnagar,Satisfactory,100,"PM
2.5",1/1,Punjab
Mandikhera,Satisfactory,99,"PM
10",1/1,Haryana
Kunjemura,Satisfactory,98,"PM
10",1/1,
Rajamahendravaram,Satisfactory,96,"O
3",1/1,Andhra Pradesh
Udaipur,Satisfactory,95,"PM
2.5",1/1,
Jorapokhar,Satisfactory,92,"PM
10",1/1,Jharkhand
Lucknow,Satisfactory,92,"PM , PM
2.5 10",6/6,Uttar Pradesh
Gummidipoondi,Satisfactory,90,"PM
10",1/1,
Alwar,Satisfactory,89,"PM
10",2/2,Rajasthan
Greater noida,Satisfactory,88,"PM
10",2/2,
Vatva,Satisfactory,87,"PM
10",1/1,
Baghpat,Satisfactory,87,"PM
10",1/1,
Shamli,Satisfactory,86,CO,1/1,
Karwar,Satisfactory,86,NO2,1/1,
Byrnihat (Assam),Satisfactory,86,"PM
2.5",1/1,
Sirsa,Satisfactory,86,CO,1/1,
Bathinda,Satisfactory,85,CO,1/1,Punjab
Gorakhpur,Satisfactory,85,"PM
10",1/1,Haryana
Gurugram,Satisfactory,83,"PM , CO
2.5",3/4,
Samastipur,Satisfactory,82,"PM
2.5",1/1,
Jhunjhunu,Satisfactory,80,"O
3",1/1,Rajasthan
Dharuhera,Satisfactory,79,"PM
2.5",1/1,Haryana
Jhalawar,Satisfactory,78,CO,1/1,Rajasthan
Delhi,Satisfactory,78,"PM , PM , NO2
2.5 10",42/46,National Capital Territory of Delhi
Begusarai,Satisfactory,77,"PM
10",1/1,Bihar
Narnaul,Satisfactory,77,"PM
10",1/1,
Amritsar,Satisfactory,77,"PM
10",1/1,Punjab
Bilaspur,Satisfactory,76,"PM
10",1/1,Chhattisgarh
Tumidih,Satisfactory,75,"PM
10",1/1,Chhattisgarh
Kalyan,Satisfactory,74,"CO, PM
10",2/2,
Yamuna nagar,Satisfactory,74,"PM
10",1/1,Haryana
Singrauli,Satisfactory,74,"PM
10",1/1,Madhya Pradesh
