City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ghaziabad,Severe,437,"PM , PM
2.5 10",3/4,Uttar Pradesh
Hapur,Severe,420,"PM
2.5",1/1,Uttar Pradesh
Noida,Severe,418,"PM , PM
2.5 10",4/4,Uttar Pradesh
Greater Noida,Very Poor,399,"PM
2.5",2/2,Uttar Pradesh
Charkhi Dadri,Very Poor,396,"PM
2.5",1/1,Haryana
Bahadurgarh,Very Poor,392,"PM
10",1/1,Haryana
Delhi,Very Poor,391,"PM
2.5",39/39,Delhi
Muzaffarnagar,Very Poor,382,"PM
2.5",1/1,Uttar Pradesh
Meerut,Very Poor,364,"PM , PM
2.5 10",3/3,Uttar Pradesh
Bulandshahr,Very Poor,353,"PM
2.5",1/1,Uttar Pradesh
Panipat,Very Poor,351,"PM
2.5",1/1,Haryana
Sonipat,Very Poor,343,"PM
2.5",1/1,Haryana
Baghpat,Very Poor,342,"PM
2.5",1/2,Uttar Pradesh
Bhiwadi,Very Poor,336,"PM
2.5",2/2,Rajasthan
Pithampur,Very Poor,335,"PM
2.5",1/1,Madhya Pradesh
Bhiwani,Very Poor,328,"PM
2.5",1/1,Haryana
Manesar,Very Poor,321,"PM
2.5",1/1,Haryana
Khurja,Very Poor,316,"PM
2.5",1/1,Uttar Pradesh
Jind,Very Poor,306,"PM
2.5",1/1,Haryana
Bhopal,Very Poor,302,"PM , PM
2.5 10",3/3,Madhya Pradesh
Kota,Poor,300,"PM
2.5",3/3,Rajasthan
Gurugram,Poor,295,"PM
2.5",4/4,Haryana
Mandideep,Poor,294,"PM
2.5",1/1,Madhya Pradesh
Kurukshetra,Poor,288,"PM
2.5",1/1,Haryana
Tonk,Poor,287,"PM
2.5",1/1,Rajasthan
Haldia,Poor,279,"PM
2.5",1/1,West Bengal
Yamuna Nagar,Poor,279,"PM
2.5",1/1,Haryana
Karnal,Poor,276,"PM
2.5",1/1,Haryana
Howrah,Poor,274,"PM
2.5",4/5,West Bengal
Barbil,Poor,266,"PM
2.5",1/1,Odisha
Kaithal,Poor,264,"PM
2.5",1/1,Haryana
Singrauli,Poor,262,"PM
2.5",1/1,Madhya Pradesh
Nandesari,Poor,258,"PM
2.5",1/1,Gujarat
Gwalior,Poor,257,"PM
2.5",3/4,Madhya Pradesh
Sri Ganganagar,Poor,256,"PM
10",1/1,Rajasthan
Kolkata,Poor,256,"PM
2.5",7/7,West Bengal
Jaipur,Poor,247,"PM
2.5",6/6,Rajasthan
Bhilwara,Poor,247,"PM
2.5",1/1,Rajasthan
Bharatpur,Poor,245,"O
3",1/1,Rajasthan
Balasore,Poor,238,"PM
2.5",1/1,Odisha
Faridabad,Poor,237,"PM
2.5",3/4,Haryana
Ankleshwar,Poor,236,"PM
2.5",1/1,Gujarat
Sangli,Poor,235,"PM
2.5",1/1,Maharashtra
Dharuhera,Poor,235,"PM
2.5",1/1,Haryana
Bikaner,Poor,234,"PM
2.5",1/1,Rajasthan
Barrackpore,Poor,227,"PM
2.5",1/1,West Bengal
Bundi,Poor,226,"PM
2.5",1/1,Rajasthan
Panchkula,Poor,224,"PM
2.5",1/1,Haryana
Dewas,Poor,224,"PM
2.5",1/1,Madhya Pradesh
Virar,Poor,222,"PM
2.5",1/1,Maharashtra
Sagar,Poor,222,"PM
2.5",2/2,Madhya Pradesh
Baripada,Poor,220,"PM
2.5",1/1,Odisha
Sikar,Poor,220,"PM
2.5",1/1,Rajasthan
Byasanagar,Poor,215,"PM
2.5",1/1,Odisha
Dungarpur,Poor,212,"PM
2.5",1/1,Rajasthan
Ahmedabad,Poor,211,"PM , PM
2.5 10",8/9,Gujarat
Sasaram,Poor,206,"PM
10",1/1,Bihar
Katni,Poor,206,"PM
2.5",1/1,Madhya Pradesh
Rajsamand,Poor,206,"O
3",1/1,Rajasthan
Prayagraj,Poor,206,"PM , PM
2.5 10",3/3,Uttar Pradesh
Ballabgarh,Poor,205,"PM
2.5",1/1,Haryana
Talcher,Poor,205,"PM
2.5",1/1,Odisha
