City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Manesar,Poor,258,"PM
2.5",1/1,Haryana
Panipat,Poor,251,"PM
2.5",1/1,
Bhiwadi,Poor,209,"PM , PM
2.5 10",2/2,Rajasthan
Panchgaon,Moderate,179,"PM
2.5",1/1,
Greater noida,Moderate,170,"PM
10",2/2,Uttar Pradesh
Faridabad,Moderate,167,"PM , PM
2.5 10",3/4,
Mandi gobindgarh,Moderate,157,"PM
10",1/1,
Noida,Moderate,154,"PM
10",4/4,Uttar Pradesh
Khairthal,Moderate,144,"PM
10",1/1,Rajasthan
Khora,Moderate,143,"PM
2.5",1/1,
Ambala,Moderate,142,"PM
10",1/1,Haryana
Byrnihat (Meghalaya),Moderate,140,"PM
2.5",1/1,
Baddi,Moderate,137,"PM
10",1/1,
Gurugram,Moderate,131,"PM , PM
2.5 10",4/4,Haryana
Hisar,Moderate,131,"O
3",1/1,
Delhi,Moderate,127,"PM
10",43/46,National Capital Territory of Delhi
Jind,Moderate,124,"PM
2.5",1/1,
Sawai madhopur,Moderate,122,"PM
10",1/1,
Alwar,Moderate,120,"PM
10",2/2,Rajasthan
Bahadurgarh,Moderate,120,"PM
10",1/1,
Pithampur,Moderate,120,"PM
2.5",1/1,Madhya Pradesh
Ballabgarh,Moderate,119,"PM
10",1/1,
Narnaul,Moderate,117,"PM
10",1/1,Haryana
Kaithal,Moderate,113,"PM
10",1/1,Haryana
Chhapra,Moderate,112,"PM
10",1/1,Gujarat
Vatva,Moderate,110,"PM
10",1/1,
Ghaziabad,Moderate,109,"PM
10",6/7,Uttar Pradesh
Charkhi dadri,Moderate,106,"PM
2.5",1/1,Haryana
Sirsa,Moderate,106,"PM
10",1/1,Haryana
Sri ganganagar,Moderate,104,"PM
10",1/1,Rajasthan
Jorapokhar,Moderate,104,"PM
10",1/1,Jharkhand
Jaipur,Moderate,104,"PM , PM
10 2.5",6/6,
Fatehabad,Moderate,103,"PM
10",1/1,
Dausa,Moderate,103,"PM
10",1/1,Rajasthan
Meerut,Moderate,102,"PM , PM
2.5 10",4/4,
Mandideep,Moderate,102,"PM
10",1/1,Madhya Pradesh
Tonk,Moderate,102,"PM
10",1/1,
Rohtak,Moderate,102,"PM
10",1/1,
Chandrapur,Moderate,101,"PM
10",2/2,Maharashtra
Mathura,Moderate,101,"PM
10",1/1,Uttar Pradesh
Kurukshetra,Moderate,101,"PM
10",1/1,
Amritsar,Satisfactory,100,"PM
2.5",1/1,Punjab
Dhanbad,Satisfactory,100,NO2,1/2,
Pali,Satisfactory,100,"PM
10",1/1,Rajasthan
Bhilwara,Satisfactory,100,"PM
10",1/1,Rajasthan
Vrindavan,Satisfactory,99,"CO, PM
2.5",2/2,Uttar Pradesh
Anantapur,Satisfactory,99,"PM
10",1/1,Andhra Pradesh
Bulandshahr,Satisfactory,99,"PM
10",1/1,
Chennai,Satisfactory,95,"O , PM
3 10",2/9,Tamil Nadu
Byrnihat (Assam),Satisfactory,94,"PM
2.5",1/1,
Muzaffarnagar,Satisfactory,93,"PM
10",1/1,
Udaipur,Satisfactory,93,"PM
10",1/1,Rajasthan
