City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri Ganganagar,Poor,214,"PM
2.5",1/1,Rajasthan
Jhansi,Moderate,181,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Moderate,165,"PM
10",2/2,Uttar Pradesh
Hanumangarh,Moderate,160,"NO
2",1/1,Rajasthan
Bulandshahr,Moderate,149,"PM
10",1/1,Uttar Pradesh
Byrnihat,Moderate,147,"PM
2.5",1/1,Meghalaya
Mandi Gobindgarh,Moderate,132,"PM
2.5",1/1,Punjab
Ghaziabad,Moderate,130,"PM
10",3/4,Uttar Pradesh
Aurangabad (Bihar),Moderate,130,"PM
10",1/1,Bihar
Noida,Moderate,128,"PM
10",4/4,Uttar Pradesh
Pithampur,Moderate,122,"PM
10",1/1,Madhya Pradesh
Dausa,Moderate,120,"PM
10",1/1,Rajasthan
Vapi,Moderate,116,"PM
10",1/1,Gujarat
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Delhi,Moderate,114,"PM
10",36/39,Delhi
Baghpat,Moderate,113,"PM
10",1/2,Uttar Pradesh
Pratapgarh,Moderate,112,"PM
10",1/1,Uttar Pradesh
Tumidih,Moderate,107,"PM
10",1/1,Chhattisgarh
Meerut,Moderate,103,"PM
10",3/3,Uttar Pradesh
Jaisalmer,Moderate,102,"PM
10",1/1,Rajasthan
Tonk,Moderate,102,"PM
10",1/1,Rajasthan
Jhalawar,Moderate,102,CO,1/1,Rajasthan
Bhiwadi,Moderate,102,"PM
10",2/2,Rajasthan
Singrauli,Moderate,101,"PM
10",1/1,Madhya Pradesh
Baddi,Moderate,101,"PM
10",1/1,Himachal Pradesh
Bareilly,Moderate,101,"SO
2",1/2,Uttar Pradesh
Churu,Satisfactory,100,"PM
10",1/1,Rajasthan
Nagaur,Satisfactory,98,"PM
10",1/1,Rajasthan
Banswara,Satisfactory,97,"PM
10",1/1,Rajasthan
Rajsamand,Satisfactory,96,"O
3",1/1,Rajasthan
Muzaffarnagar,Satisfactory,96,"PM
10",1/1,Uttar Pradesh
Suakati,Satisfactory,96,"PM
2.5",1/1,Odisha
Gurugram,Satisfactory,96,"PM
10",1/4,Haryana
Gummidipoondi,Satisfactory,96,"PM
10",1/1,Tamil Nadu
Baran,Satisfactory,96,"PM
10",1/1,Rajasthan
Hapur,Satisfactory,95,"PM
10",1/1,Uttar Pradesh
Barmer,Satisfactory,94,"PM
10",1/1,Rajasthan
Ulhasnagar,Satisfactory,92,"PM
10",1/1,Maharashtra
Saharsa,Satisfactory,92,"PM
10",1/1,Bihar
Katni,Satisfactory,92,"PM
10",1/1,Madhya Pradesh
Bihar Sharif,Satisfactory,90,"PM
2.5",1/1,Bihar
Bundi,Satisfactory,90,"PM
10",1/1,Rajasthan
Bikaner,Satisfactory,89,"PM
10",1/1,Rajasthan
Jalore,Satisfactory,89,"PM
10",1/1,Rajasthan
Jaipur,Satisfactory,88,"PM
10",6/6,Rajasthan
Hyderabad,Satisfactory,88,"PM , PM
2.5 10",13/14,Telangana
Ludhiana,Satisfactory,88,"PM
2.5",1/1,Punjab
Sangli,Satisfactory,86,"PM
10",1/1,Maharashtra
Pune,Satisfactory,86,"PM , PM
2.5 10",8/13,Maharashtra
Amravati,Satisfactory,86,"PM
10",2/2,Maharashtra
Thoothukudi,Satisfactory,85,"PM
10",1/1,Tamil Nadu
Dholpur,Satisfactory,85,"PM
10",1/1,Rajasthan
Buxar,Satisfactory,85,"O
3",1/1,Bihar
Rajgir,Satisfactory,85,CO,1/1,Bihar
Moradabad,Satisfactory,84,"PM , PM
2.5 10",4/7,Uttar Pradesh
Ratlam,Satisfactory,83,"PM
10",1/1,Madhya Pradesh
