City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Narnaul,Very Poor,306,"PM
2.5",1/1,Haryana
Bhiwani,Very Poor,305,"PM
2.5",1/1,Haryana
Meerut,Poor,237,"PM , PM
2.5 10",3/4,Uttar Pradesh
Karnal,Poor,222,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,212,"PM , PM
2.5 10",5/6,Uttar Pradesh
Muzaffarnagar,Poor,209,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Poor,204,"PM
10",2/2,Uttar Pradesh
Noida,Moderate,184,"PM
10",4/4,Uttar Pradesh
Ballabgarh,Moderate,180,"PM
10",1/1,Haryana
Sri Ganganagar,Moderate,176,"O
3",1/1,Rajasthan
Baghpat,Moderate,174,"O
3",1/2,Uttar Pradesh
Hisar,Moderate,172,"O
3",1/1,Haryana
Pali,Moderate,172,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,170,"PM
10",1/1,Rajasthan
Singrauli,Moderate,166,"PM
10",1/1,Madhya Pradesh
Barmer,Moderate,161,"PM
10",1/1,Rajasthan
Baddi,Moderate,161,"O
3",1/1,Himachal Pradesh
Kurukshetra,Moderate,158,"PM
10",1/1,Haryana
Bharatpur,Moderate,153,"O
3",1/1,Rajasthan
Sirohi,Moderate,151,"PM
10",1/1,Rajasthan
Bikaner,Moderate,150,"PM
10",1/1,Rajasthan
Gwalior,Moderate,150,"PM , PM
2.5 10",3/4,Madhya Pradesh
Delhi,Moderate,148,"PM , PM , O
2.5 10 3",42/47,Delhi
Bhiwadi,Moderate,148,"PM , PM
2.5 10",2/2,Rajasthan
Mandi Gobindgarh,Moderate,148,"PM
2.5",1/1,Punjab
Byrnihat (Assam),Moderate,145,"PM
2.5",1/1,Meghalaya
Jalore,Moderate,145,"PM
10",1/1,Rajasthan
Tonk,Moderate,145,"PM
10",1/1,Rajasthan
Panchgaon,Moderate,144,"PM
2.5",1/1,Haryana
Udaipur,Moderate,140,"PM
10",1/1,Rajasthan
Charkhi Dadri,Moderate,139,"PM
10",1/1,Haryana
Sonipat,Moderate,133,"PM
10",1/1,Haryana
Hapur,Moderate,131,"PM
10",1/1,Uttar Pradesh
Jodhpur,Moderate,130,"PM
10",5/5,Rajasthan
Jaipur,Moderate,129,"PM , PM
2.5 10",6/6,Rajasthan
Gurugram,Moderate,128,"PM , PM
2.5 10",3/4,Haryana
Dharuhera,Moderate,128,"PM
2.5",1/1,Haryana
Kota,Moderate,128,"PM , PM , O
2.5 10 3",3/3,Rajasthan
Hanumangarh,Moderate,128,"PM
2.5",1/1,Rajasthan
Sikar,Moderate,126,"PM
10",1/1,Rajasthan
Jhalawar,Moderate,125,"PM
2.5",1/1,Rajasthan
Vatva,Moderate,125,"PM
10",1/1,Gujarat
Pithampur,Moderate,125,"PM
10",1/1,Madhya Pradesh
Faridabad,Moderate,124,"PM
2.5",3/4,Haryana
Mandideep,Moderate,123,"PM
10",1/1,Madhya Pradesh
Ajmer,Moderate,122,"PM
10",1/1,Rajasthan
Jind,Moderate,122,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,121,"PM
10",1/1,Uttar Pradesh
Sawai Madhopur,Moderate,119,"PM
10",1/1,Rajasthan
Varanasi,Moderate,119,"PM , O
10 3",4/4,Uttar Pradesh
Mehsana,Moderate,119,"PM
10",1/1,Gujarat
Chandrapur,Moderate,118,"PM
10",2/2,Maharashtra
Ujjain,Moderate,117,"PM
10",1/2,Madhya Pradesh
Fatehabad,Moderate,115,"PM
10",1/1,Haryana
